timestamps,TP9,AF7,AF8,TP10,Right AUX
1741723285.207,-21.484,-40.527,-19.043,-24.414,0.000
1741723285.211,-50.293,-74.707,-37.109,-49.316,0.000
1741723285.215,-7.324,-24.902,-19.531,-27.832,0.000
1741723285.219,37.598,78.613,6.348,11.719,0.000
1741723285.223,-0.977,11.230,-10.742,-9.277,0.000
1741723285.227,-53.711,-67.871,-36.133,-43.457,0.000
1741723285.231,-33.203,-26.367,-35.156,-30.273,0.000
1741723285.235,3.418,-52.246,-24.902,-7.812,0.000
1741723285.238,-8.301,6.836,-21.973,-7.324,0.000
1741723285.242,-40.527,-2.930,-20.020,-24.414,0.000
1741723285.246,-51.270,-117.676,-25.391,-30.762,0.000
1741723285.250,-7.324,-47.363,-21.973,-12.695,0.000
1741723285.254,4.395,23.438,-27.344,-13.672,0.000
1741723285.258,-36.133,46.875,-38.086,-38.574,0.000
1741723285.262,-59.082,-54.688,-40.039,-49.316,0.000
1741723285.266,-18.066,-1.465,-13.672,-26.367,0.000
1741723285.270,8.789,34.668,-0.977,-14.160,0.000
1741723285.274,-30.273,5.859,-22.949,-36.133,0.000
1741723285.278,-69.824,-19.531,-33.691,-49.805,0.000
1741723285.281,-36.133,-28.809,-33.203,-36.133,0.000
1741723285.285,14.648,74.219,-19.531,-10.254,0.000
1741723285.289,-20.020,11.230,-30.762,-27.344,0.000
1741723285.293,-67.871,-133.789,-54.688,-62.988,0.000
1741723285.297,-41.504,-52.734,-41.016,-53.223,0.000
1741723285.301,-3.418,-19.531,-30.762,-23.926,0.000
1741723285.305,-18.555,-53.223,-29.297,-31.250,0.000
1741723285.309,-57.617,-45.898,-25.391,-50.293,0.000
1741723285.313,-33.691,45.898,-10.742,-23.438,0.000
1741723285.317,19.043,121.094,-5.859,0.488,0.000
1741723285.321,-3.906,4.883,-33.203,-32.715,0.000
1741723285.324,-66.406,-100.586,-50.781,-68.359,0.000
1741723285.328,-62.012,-40.039,-41.992,-59.570,0.000
1741723285.332,-26.855,38.086,-33.203,-38.086,0.000
1741723285.336,-6.348,70.312,-29.785,-22.461,0.000
1741723285.340,-32.227,-65.918,-46.875,-38.574,0.000
1741723285.344,-65.430,-122.559,-59.082,-73.730,0.000
1741723285.348,-17.578,46.875,-44.922,-64.941,0.000
1741723285.352,19.531,72.754,-29.785,-44.434,0.000
1741723285.356,-3.906,6.836,-19.043,-41.016,0.000
1741723285.360,-37.109,-18.066,-18.555,-45.410,0.000
1741723285.363,-37.598,-39.551,-29.297,-44.922,0.000
1741723285.367,-20.996,-44.434,-48.340,-40.039,0.000
1741723285.371,-19.531,-13.672,-54.688,-36.133,0.000
1741723285.375,-49.316,-76.660,-53.223,-38.574,0.000
1741723285.379,-53.711,16.602,-31.250,-40.039,0.000
1741723285.383,-15.625,55.176,-15.625,-26.367,0.000
1741723285.387,-9.766,-54.688,-24.414,-22.949,0.000
1741723285.391,-49.805,-38.086,-30.273,-41.992,0.000
1741723285.395,-83.984,-112.305,-49.316,-65.918,0.000
1741723285.399,-33.691,-36.621,-37.598,-46.875,0.000
1741723285.403,3.418,75.684,-8.301,-12.695,0.000
1741723285.406,-42.969,-31.738,-18.555,-25.879,0.000
1741723285.410,-74.219,-59.082,-25.879,-46.875,0.000
1741723285.414,-46.387,6.348,-20.508,-42.969,0.000
1741723285.418,-10.742,0.000,-21.484,-30.762,0.000
1741723285.422,-33.203,-42.480,-25.879,-33.691,0.000
1741723285.426,-82.031,-21.484,-31.738,-55.176,0.000
1741723285.430,-63.965,9.277,-32.715,-51.270,0.000
1741723285.434,-18.555,-98.633,-26.855,-31.738,0.000
1741723285.438,-16.113,-109.863,-21.973,-23.926,0.000
1741723285.442,-41.016,-26.367,-18.555,-33.203,0.000
1741723285.445,-42.969,-19.531,-25.879,-37.109,0.000
1741723285.449,-14.648,-91.309,-36.621,-24.414,0.000
1741723285.453,-8.789,-27.832,-34.180,-29.785,0.000
1741723285.457,-38.574,9.277,-22.461,-44.922,0.000
1741723285.461,-58.594,-34.180,-17.578,-45.410,0.000
1741723285.465,-26.855,-9.766,-3.906,-20.996,0.000
1741723285.469,-0.488,-20.996,3.906,-5.371,0.000
1741723285.473,-28.809,39.551,0.000,-18.555,0.000
1741723285.477,-58.105,14.648,-0.488,-40.039,0.000
1741723285.481,-39.551,-55.664,-10.254,-33.691,0.000
1741723285.485,3.906,68.848,-10.254,-4.883,0.000
1741723285.488,-14.160,-72.266,-13.672,-17.090,0.000
1741723285.492,-48.340,-125.488,-11.719,-31.738,0.000
1741723285.496,-41.016,-6.836,-13.184,-26.367,0.000
1741723285.500,-7.812,2.930,-28.809,-16.113,0.000
1741723285.504,-4.395,29.785,-34.668,-11.230,0.000
1741723285.508,-39.551,12.207,-18.555,-30.273,0.000
1741723285.512,-52.246,-30.762,-9.766,-45.410,0.000
1741723285.516,-22.461,-7.324,-16.113,-34.180,0.000
1741723285.520,3.418,110.840,-9.766,-20.508,0.000
1741723285.524,-33.203,-3.906,-14.648,-33.691,0.000
1741723285.528,-67.383,-144.531,-32.715,-50.293,0.000
1741723285.531,-28.320,-87.891,-25.391,-28.809,0.000
1741723285.535,-3.418,-14.648,-20.508,-15.137,0.000
1741723285.539,-31.250,25.391,-21.484,-26.855,0.000
1741723285.543,-58.594,5.859,-23.926,-41.992,0.000
1741723285.547,-58.594,-37.109,-44.434,-49.805,0.000
1741723285.551,-28.809,-41.504,-51.758,-39.062,0.000
1741723285.555,-27.344,-43.945,-42.480,-26.367,0.000
1741723285.559,-66.406,-57.129,-44.434,-44.922,0.000
1741723285.563,-62.500,-75.195,-39.062,-51.270,0.000
1741723285.567,-5.859,64.453,-5.371,-16.602,0.000
1741723285.571,-4.395,67.871,0.000,-8.301,0.000
1741723285.574,-56.152,-33.691,-21.973,-32.715,0.000
1741723285.578,-70.801,-19.531,-38.086,-46.387,0.000
1741723285.582,-30.762,-26.855,-36.621,-34.180,0.000
1741723285.586,-2.930,-38.086,-29.785,-24.414,0.000
1741723285.590,-31.250,-16.602,-29.785,-38.574,0.000
1741723285.594,-50.781,-35.156,-32.715,-48.828,0.000
1741723285.598,-25.879,35.645,-33.691,-37.598,0.000
1741723285.602,2.930,23.438,-34.668,-20.020,0.000
1741723285.606,-8.789,-52.246,-37.109,-21.973,0.000
1741723285.610,-49.805,-17.578,-41.504,-46.875,0.000
1741723285.613,-35.645,46.387,-36.133,-44.434,0.000
1741723285.617,-3.418,-21.973,-24.414,-14.160,0.000
1741723285.621,-18.555,-113.281,-26.367,-15.625,0.000
1741723285.625,-44.434,-46.387,-24.902,-28.809,0.000
1741723285.629,-54.688,-42.480,-30.273,-29.297,0.000
1741723285.633,-25.391,-18.066,-25.391,-20.996,0.000
1741723285.637,-10.254,2.441,-8.789,-12.207,0.000
1741723285.641,-38.574,4.883,-9.766,-27.344,0.000
1741723285.645,-55.664,-20.508,-16.113,-34.180,0.000
1741723285.649,-41.016,-64.941,-27.832,-30.762,0.000
1741723285.653,-12.207,16.113,-32.715,-20.508,0.000
1741723285.656,-30.273,-9.766,-28.320,-25.879,0.000
1741723285.660,-45.898,28.809,-18.066,-32.227,0.000
1741723285.664,-36.133,2.930,-19.043,-21.484,0.000
1741723285.668,3.906,-23.438,-5.859,2.930,0.000
1741723285.672,-0.488,-21.973,0.000,-6.348,0.000
1741723285.676,-66.895,-86.914,-34.668,-47.363,0.000
1741723285.680,-64.941,-55.664,-49.316,-49.316,0.000
1741723285.684,0.488,-8.789,-24.902,-13.184,0.000
1741723285.688,16.113,-14.648,-13.184,-0.488,0.000
1741723285.692,-49.805,-45.898,-44.434,-32.227,0.000
1741723285.696,-67.383,26.367,-40.039,-38.574,0.000
1741723285.699,-24.414,5.371,-18.066,-20.508,0.000
1741723285.703,-10.254,-28.809,-19.043,-19.043,0.000
1741723285.707,-33.691,25.391,-20.996,-31.738,0.000
1741723285.711,-46.387,18.066,-19.531,-38.574,0.000
1741723285.715,-7.812,-45.410,-15.625,-25.391,0.000
1741723285.719,6.348,-56.152,-18.066,-13.184,0.000
1741723285.723,-35.645,-46.387,-26.855,-24.902,0.000
1741723285.727,-79.590,-101.562,-43.945,-57.129,0.000
1741723285.731,-59.570,-49.805,-46.387,-54.688,0.000
1741723285.735,-5.859,34.668,-34.180,-22.461,0.000
1741723285.738,-5.859,5.371,-20.020,-11.719,0.000
1741723285.742,-59.082,-105.957,-32.227,-36.621,0.000
1741723285.746,-66.406,-110.352,-43.945,-60.059,0.000
1741723285.750,-9.766,0.000,-16.113,-30.273,0.000
1741723285.754,7.812,102.539,-11.719,-11.230,0.000
1741723285.758,-38.574,-29.297,-31.250,-33.691,0.000
1741723285.762,-65.918,-116.211,-41.016,-49.316,0.000
1741723285.766,-31.738,11.230,-29.297,-32.715,0.000
1741723285.770,-17.090,10.742,-30.762,-21.973,0.000
1741723285.774,-52.734,-74.219,-51.758,-34.668,0.000
1741723285.778,-77.637,-126.465,-50.293,-48.828,0.000
1741723285.781,-44.434,-85.449,-34.180,-37.109,0.000
1741723285.785,-8.789,-11.719,-39.062,-10.254,0.000
1741723285.789,-19.043,33.203,-42.480,-0.488,0.000
1741723285.793,-49.316,3.418,-29.785,-18.555,0.000
1741723285.797,-44.922,-41.992,-26.855,-36.621,0.000
1741723285.801,3.906,56.641,-10.742,-15.625,0.000
1741723285.805,-4.395,-22.949,-19.043,-12.207,0.000
1741723285.809,-54.688,-131.836,-42.969,-39.062,0.000
1741723285.813,-44.922,-7.812,-28.809,-31.250,0.000
1741723285.817,-8.301,-8.789,-12.207,-0.488,0.000
1741723285.821,-8.789,-82.520,-16.113,3.418,0.000
1741723285.824,-35.156,-6.348,-19.043,-11.719,0.000
1741723285.828,-38.574,22.949,-21.484,-20.508,0.000
1741723285.832,-6.348,14.648,-16.113,-12.695,0.000
1741723285.836,15.625,19.531,-9.766,4.883,0.000
1741723285.840,0.977,21.973,-20.020,-1.465,0.000
1741723285.844,-41.992,-35.645,-35.156,-29.785,0.000
1741723285.848,-12.207,55.664,-27.832,-15.137,0.000
1741723285.852,20.996,21.973,-20.508,5.371,0.000
1741723285.856,-13.672,-101.562,-31.738,-8.789,0.000
1741723285.860,-40.527,-54.688,-27.832,-20.020,0.000
1741723285.863,-19.043,-27.832,-33.203,-13.184,0.000
1741723285.867,20.508,4.883,-27.344,-1.465,0.000
1741723285.871,4.883,24.414,-4.883,1.953,0.000
1741723285.875,-38.086,-76.660,-9.277,-16.602,0.000
1741723285.879,-37.598,-39.551,-17.578,-22.461,0.000
1741723285.883,-6.836,1.953,-14.648,-10.254,0.000
1741723285.887,-6.348,-77.637,-26.855,-12.207,0.000
1741723285.891,-34.668,-74.219,-30.273,-18.066,0.000
1741723285.895,-57.129,-41.504,-29.785,-35.645,0.000
1741723285.899,-23.438,-6.348,-38.574,-25.391,0.000
1741723285.903,2.930,-36.621,-39.062,-11.719,0.000
1741723285.906,-32.715,-72.266,-33.203,-32.227,0.000
1741723285.910,-53.711,-52.246,-24.902,-38.086,0.000
1741723285.914,-30.762,-47.363,-28.809,-28.809,0.000
1741723285.918,-0.488,-20.020,-29.297,-8.789,0.000
1741723285.922,-21.484,-28.320,-20.508,-14.648,0.000
1741723285.926,-64.453,-46.387,-26.855,-48.340,0.000
1741723285.930,-46.387,10.742,-23.438,-37.109,0.000
1741723285.934,-5.859,36.621,-20.020,-6.836,0.000
1741723285.938,-20.508,20.508,-30.273,-17.090,0.000
1741723285.942,-55.176,15.625,-22.461,-37.598,0.000
1741723285.946,-54.688,-90.820,-19.043,-38.086,0.000
1741723285.949,-14.160,-132.324,-25.879,-24.414,0.000
1741723285.953,0.488,-49.805,-17.090,-10.254,0.000
1741723285.957,-32.227,-32.715,-12.207,-17.090,0.000
1741723285.961,-43.457,-14.648,-15.137,-26.367,0.000
1741723285.965,-16.113,2.930,-7.324,-12.695,0.000
1741723285.969,0.000,61.523,14.648,20.020,0.000
1741723285.973,0.000,-8.301,-3.906,10.742,0.000
1741723285.977,0.000,-80.566,-33.203,-20.508,0.000
1741723285.981,0.000,-46.387,-28.320,-19.043,0.000
1741723285.985,0.000,-11.719,-15.625,-5.859,0.000
1741723285.989,0.000,52.734,-6.348,-3.906,0.000
1741723285.992,0.000,-54.688,-20.020,-35.156,0.000
1741723285.996,0.000,-168.945,-29.785,-45.410,0.000
1741723286.000,0.000,-46.387,-12.695,-21.484,0.000
1741723286.004,0.000,20.996,-0.488,-10.254,0.000
1741723286.008,0.000,-42.480,-15.625,-30.762,0.000
1741723286.012,0.000,4.883,-16.602,-39.551,0.000
1741723286.016,-12.207,38.086,-6.348,-27.344,0.000
1741723286.020,-3.906,-18.066,-23.438,-29.785,0.000
1741723286.024,-25.391,-37.109,-26.855,-36.133,0.000
1741723286.028,-53.223,-40.039,-21.973,-46.875,0.000
1741723286.031,-29.297,39.551,-20.508,-38.086,0.000
1741723286.035,6.836,88.379,-20.508,-8.789,0.000
1741723286.039,-11.230,32.715,-28.320,-8.301,0.000
1741723286.043,-49.805,-73.242,-33.203,-25.391,0.000
1741723286.047,-20.020,-12.207,-11.719,-16.113,0.000
1741723286.051,11.719,-12.695,-2.930,1.953,0.000
1741723286.055,-18.066,-90.332,-20.020,-14.648,0.000
1741723286.059,-57.129,-104.492,-33.691,-36.133,0.000
1741723286.063,-45.898,-91.309,-32.715,-25.879,0.000
1741723286.067,16.113,41.016,-4.883,6.836,0.000
1741723286.071,12.695,41.992,-4.883,-7.812,0.000
1741723286.074,-42.969,-50.293,-31.738,-46.387,0.000
1741723286.078,-48.828,18.066,-35.645,-42.480,0.000
1741723286.082,-18.555,70.312,-21.973,-20.020,0.000
1741723286.086,12.207,-22.949,-18.066,0.000,0.000
1741723286.090,-3.418,-47.852,-18.066,-5.371,0.000
1741723286.094,-44.434,-6.348,-8.789,-30.273,0.000
1741723286.098,-38.574,-72.266,-11.719,-34.668,0.000
1741723286.102,-0.488,-36.133,-5.371,-11.230,0.000
1741723286.106,-10.742,41.504,0.000,-9.766,0.000
1741723286.110,-56.152,-35.645,-7.812,-25.391,0.000
1741723286.114,-46.387,-92.285,-11.719,-22.461,0.000
1741723286.117,-7.812,-13.672,-16.113,-10.742,0.000
1741723286.121,-22.949,-46.875,-31.738,-19.043,0.000
1741723286.125,-48.828,-50.781,-31.738,-28.320,0.000
1741723286.129,-44.434,16.602,-28.809,-29.785,0.000
1741723286.133,-11.719,0.000,-30.762,-21.484,0.000
1741723286.137,17.090,5.371,-16.113,-6.348,0.000
1741723286.141,-29.785,-59.570,-38.086,-23.438,0.000
1741723286.145,-60.059,-33.203,-53.223,-38.574,0.000
1741723286.149,-16.602,12.695,-25.391,-23.926,0.000
1741723286.153,25.879,17.090,0.977,1.953,0.000
1741723286.156,-6.836,-26.855,-8.301,-8.301,0.000
1741723286.160,-58.105,-65.430,-25.879,-37.109,0.000
1741723286.164,-46.387,-2.441,-9.277,-32.715,0.000
1741723286.168,1.953,-5.371,6.348,-0.977,0.000
1741723286.172,-4.395,4.883,-2.930,-1.953,0.000
1741723286.176,-59.082,15.137,-23.438,-31.250,0.000
1741723286.180,-67.871,-136.230,-37.598,-36.133,0.000
1741723286.184,-27.832,-118.652,-23.438,-16.113,0.000
1741723286.188,-15.137,48.828,-17.090,-6.348,0.000
1741723286.192,-47.363,-15.137,-34.668,-32.715,0.000
1741723286.196,-56.641,-74.219,-35.645,-40.039,0.000
1741723286.199,-13.672,9.766,-12.695,-5.859,0.000
1741723286.203,7.324,23.438,-11.230,0.977,0.000
1741723286.207,-24.414,2.441,-33.203,-28.809,0.000
1741723286.211,-41.992,-56.152,-32.715,-41.504,0.000
1741723286.215,8.301,-10.254,-14.648,-22.949,0.000
1741723286.219,27.832,6.836,-30.273,-16.113,0.000
1741723286.223,-11.230,-39.062,-40.039,-27.832,0.000
1741723286.227,-41.504,-13.184,-28.320,-38.086,0.000
1741723286.231,-32.715,-36.621,-25.391,-38.086,0.000
1741723286.235,-11.230,-122.070,-30.762,-22.461,0.000
1741723286.239,-18.066,-81.055,-28.809,-17.090,0.000
1741723286.242,-50.781,-40.039,-33.691,-35.156,0.000
1741723286.246,-38.574,-37.109,-30.273,-37.598,0.000
1741723286.250,5.371,-6.836,-20.508,-20.020,0.000
1741723286.254,-7.324,8.789,-18.066,-20.996,0.000
1741723286.258,-39.551,-15.625,-17.090,-33.691,0.000
1741723286.262,-19.043,-18.066,-7.812,-23.926,0.000
1741723286.266,8.789,5.859,6.348,-3.906,0.000
1741723286.270,-3.906,105.469,0.000,-8.789,0.000
1741723286.274,-42.480,29.297,-19.531,-25.391,0.000
1741723286.278,-76.172,-152.832,-26.855,-44.922,0.000
1741723286.281,-58.594,-162.598,-21.973,-40.039,0.000
1741723286.285,-11.719,4.395,-12.207,-17.090,0.000
1741723286.289,-19.531,75.195,-14.648,-24.414,0.000
1741723286.293,-64.453,-27.832,-23.926,-47.852,0.000
1741723286.297,-46.875,-40.527,-21.484,-37.598,0.000
1741723286.301,13.672,20.508,7.324,0.000,0.000
1741723286.305,20.996,11.230,18.066,5.859,0.000
1741723286.309,-32.227,-60.547,-2.441,-25.391,0.000
1741723286.313,-36.621,-37.598,-8.301,-30.273,0.000
1741723286.317,9.766,62.988,-3.418,-16.602,0.000
1741723286.321,4.883,43.945,-1.465,-10.254,0.000
1741723286.324,-35.645,-82.031,-12.695,-22.949,0.000
1741723286.328,-43.945,-80.078,-17.090,-32.227,0.000
1741723286.332,-8.301,50.781,6.836,-10.742,0.000
1741723286.336,16.113,39.062,9.277,2.441,0.000
1741723286.340,-28.809,-113.281,-17.090,-22.461,0.000
1741723286.344,-64.941,-124.512,-16.602,-40.039,0.000
1741723286.348,-17.578,20.996,10.254,-19.531,0.000
1741723286.352,19.043,28.809,17.090,0.488,0.000
1741723286.356,0.000,-16.602,0.488,-10.742,0.000
1741723286.360,-26.855,-47.363,-2.930,-32.227,0.000
1741723286.364,-32.715,25.391,2.441,-33.691,0.000
1741723286.367,-0.488,88.867,-2.441,-24.902,0.000
1741723286.371,3.418,-71.289,-9.766,-14.160,0.000
1741723286.375,-50.293,-122.070,-26.367,-33.691,0.000
1741723286.379,-66.895,-36.133,-34.668,-53.711,0.000
1741723286.383,-20.020,-15.137,-31.738,-34.668,0.000
1741723286.387,-4.883,23.926,-13.184,-13.672,0.000
1741723286.391,-38.574,-8.789,3.906,-25.879,0.000
1741723286.395,-54.688,-53.711,0.488,-37.109,0.000
1741723286.399,-35.645,0.000,-9.277,-28.320,0.000
1741723286.403,-2.441,33.203,-14.648,-12.207,0.000
1741723286.406,-12.207,-15.137,-16.113,-15.625,0.000
1741723286.410,-17.090,71.289,1.953,-17.578,0.000
1741723286.414,-1.465,50.781,11.230,-7.324,0.000
1741723286.418,10.254,4.883,-1.953,5.859,0.000
1741723286.422,-20.996,-11.230,-16.113,-4.883,0.000
1741723286.426,-67.871,-88.379,-28.809,-34.180,0.000
1741723286.430,-57.617,-32.227,-39.062,-37.598,0.000
1741723286.434,-13.672,30.762,-28.809,-25.879,0.000
1741723286.438,0.000,-86.914,-24.414,-27.832,0.000
1741723286.442,0.000,-27.344,-23.926,-34.180,0.000
1741723286.446,0.000,57.129,-28.320,-37.109,0.000
1741723286.449,0.000,-95.703,-32.227,-36.133,0.000
1741723286.453,0.000,-42.969,-0.977,-11.230,0.000
1741723286.457,0.000,6.348,0.977,-15.137,0.000
1741723286.461,0.000,-9.277,-22.461,-39.062,0.000
1741723286.465,0.000,-43.457,-18.555,-25.879,0.000
1741723286.469,0.000,-56.152,-13.672,-6.348,0.000
1741723286.473,0.000,-41.016,-16.602,-13.672,0.000
1741723286.477,0.000,-4.883,-19.531,-31.250,0.000
1741723286.481,0.000,-1.953,-23.926,-31.250,0.000
1741723286.485,5.859,-26.367,-15.137,-5.371,0.000
1741723286.489,-8.789,-0.488,-13.184,4.883,0.000
1741723286.492,-55.664,-39.062,-31.250,-20.508,0.000
1741723286.496,-46.387,-59.082,-31.738,-26.367,0.000
1741723286.500,11.230,43.945,-1.465,1.465,0.000
1741723286.504,28.809,98.145,18.066,21.973,0.000
1741723286.508,-45.898,-54.199,-11.230,-16.602,0.000
1741723286.512,-75.195,-96.191,-34.668,-54.688,0.000
1741723286.516,-32.227,-38.574,-26.367,-41.992,0.000
1741723286.520,-20.996,-61.523,-22.461,-16.602,0.000
1741723286.524,-45.898,-58.105,-30.762,-18.555,0.000
1741723286.528,-63.965,-30.273,-34.180,-24.414,0.000
1741723286.532,-39.551,32.715,-11.230,-16.602,0.000
1741723286.535,-4.883,38.086,9.766,-7.324,0.000
1741723286.539,-18.555,-31.250,6.348,-12.207,0.000
1741723286.543,-63.965,-102.051,-10.742,-32.715,0.000
1741723286.547,-33.691,74.219,-3.906,-17.578,0.000
1741723286.551,16.602,148.926,3.418,5.859,0.000
1741723286.555,-5.859,-12.207,-10.742,-1.953,0.000
1741723286.559,-32.715,-32.227,-7.812,-15.625,0.000
1741723286.563,-52.246,-65.918,-19.043,-33.203,0.000
1741723286.567,-31.738,-79.590,-26.367,-28.320,0.000
1741723286.571,-12.207,-29.785,-21.484,-18.066,0.000
1741723286.574,-47.363,-58.105,-29.297,-39.551,0.000
1741723286.578,-73.242,-77.148,-43.945,-52.246,0.000
1741723286.582,-32.715,-10.742,-36.133,-25.879,0.000
1741723286.586,4.395,49.316,-18.066,-6.836,0.000
1741723286.590,-20.020,8.789,-20.508,-22.949,0.000
1741723286.594,-54.688,-57.617,-34.668,-48.340,0.000
1741723286.598,-50.781,11.230,-35.645,-55.664,0.000
1741723286.602,-21.484,34.668,-25.879,-33.691,0.000
1741723286.606,-30.273,-66.406,-30.762,-24.902,0.000
1741723286.610,-66.895,-106.445,-39.062,-38.574,0.000
1741723286.614,-56.152,-20.020,-36.621,-40.039,0.000
1741723286.617,-5.371,64.941,-24.414,-14.648,0.000
1741723286.621,-15.625,-48.340,-39.551,-11.230,0.000
1741723286.625,-47.363,-108.398,-46.875,-31.738,0.000
1741723286.629,-43.457,-28.320,-35.156,-29.297,0.000
1741723286.633,-19.043,57.617,-33.203,-15.625,0.000
1741723286.637,-9.766,62.500,-20.020,-10.742,0.000
1741723286.641,-37.109,-65.430,-16.602,-25.391,0.000
1741723286.645,-56.152,-16.602,-26.855,-30.273,0.000
1741723286.649,-27.344,82.520,-21.484,-10.742,0.000
1741723286.653,-10.742,-17.578,-25.391,-7.812,0.000
1741723286.656,-40.039,-78.613,-38.086,-25.391,0.000
1741723286.660,-47.852,-39.551,-23.926,-23.438,0.000
1741723286.664,-24.414,35.156,-20.020,-17.090,0.000
1741723286.668,2.930,37.109,-22.461,-5.859,0.000
1741723286.672,-6.836,36.621,-17.090,-4.883,0.000
1741723286.676,-43.945,-73.242,-37.109,-25.391,0.000
1741723286.680,-23.926,-29.785,-26.367,-17.090,0.000
1741723286.684,3.906,44.434,-7.324,-9.766,0.000
1741723286.688,-17.578,-41.504,-22.461,-28.320,0.000
1741723286.692,-46.387,-0.488,-20.020,-40.039,0.000
1741723286.696,-57.617,10.742,-22.949,-45.898,0.000
1741723286.699,-27.832,-49.805,-33.203,-36.621,0.000
1741723286.703,-7.812,-44.922,-22.461,-21.973,0.000
1741723286.707,-38.086,-6.348,-23.438,-28.320,0.000
1741723286.711,-55.664,-39.551,-30.762,-39.062,0.000
1741723286.715,-12.207,-28.809,-13.672,-21.484,0.000
1741723286.719,0.000,11.230,-2.930,-8.789,0.000
1741723286.723,0.000,-26.855,-38.574,-31.250,0.000
1741723286.727,0.000,46.875,-49.805,-42.969,0.000
1741723286.731,0.000,15.625,-30.762,-35.156,0.000
1741723286.735,0.000,21.973,-13.184,-20.508,0.000
1741723286.739,0.000,67.383,-11.230,-26.367,0.000
1741723286.742,0.000,-34.180,-14.160,-41.504,0.000
1741723286.746,0.000,-81.055,-28.809,-46.875,0.000
1741723286.750,0.000,-60.059,-26.855,-28.809,0.000
1741723286.754,0.000,38.086,-0.977,-7.324,0.000
1741723286.758,0.000,45.410,3.418,-26.855,0.000
1741723286.762,0.000,-74.219,-17.090,-47.852,0.000
1741723286.766,-16.113,6.348,-35.156,-30.762,0.000
1741723286.770,18.555,81.543,-26.855,-13.184,0.000
1741723286.774,-14.160,-17.578,-15.625,-22.461,0.000
1741723286.778,-46.387,-64.453,-17.578,-39.551,0.000
1741723286.781,-10.742,20.996,-5.859,-19.043,0.000
1741723286.785,27.832,146.484,4.395,7.324,0.000
1741723286.789,-19.043,43.457,-10.742,-6.348,0.000
1741723286.793,-51.270,-122.559,-18.066,-27.832,0.000
1741723286.797,-25.391,-19.531,-9.277,-25.391,0.000
1741723286.801,-10.742,-20.996,-8.789,-13.672,0.000
1741723286.805,-28.320,-81.055,-20.996,-24.414,0.000
1741723286.809,-67.383,-39.551,-31.738,-44.434,0.000
1741723286.813,-79.590,-48.340,-32.227,-55.176,0.000
1741723286.817,-39.062,-61.523,-27.832,-46.387,0.000
1741723286.821,-10.742,-20.508,-19.043,-31.250,0.000
1741723286.824,-53.711,-1.953,-39.062,-49.316,0.000
1741723286.828,-56.152,38.086,-26.855,-40.527,0.000
1741723286.832,-14.160,88.867,-4.395,-17.090,0.000
1741723286.836,-7.324,13.184,-6.836,-11.719,0.000
1741723286.840,-24.414,-33.691,-13.672,-23.438,0.000
1741723286.844,-52.734,-117.676,-30.273,-41.504,0.000
1741723286.848,-26.367,-99.121,-29.785,-20.996,0.000
1741723286.852,9.277,23.438,-32.715,-1.465,0.000
1741723286.856,-13.184,11.719,-32.227,-10.254,0.000
1741723286.860,-62.500,-25.391,-27.832,-37.598,0.000
1741723286.864,-50.293,-10.254,-23.438,-31.738,0.000
1741723286.867,-6.836,-37.109,-18.555,-9.277,0.000
1741723286.871,-12.695,-50.781,-22.461,-17.578,0.000
1741723286.875,-31.738,1.953,-6.348,-17.090,0.000
1741723286.879,-22.461,70.312,-3.906,-13.184,0.000
1741723286.883,-17.578,-40.039,-45.898,-22.949,0.000
1741723286.887,-22.949,-99.609,-45.898,-24.414,0.000
1741723286.891,-31.738,6.348,-26.855,-26.367,0.000
1741723286.895,-48.828,0.488,-35.645,-46.387,0.000
1741723286.899,-15.625,47.363,-23.926,-29.297,0.000
1741723286.903,29.785,29.297,-10.254,-1.465,0.000
1741723286.907,-1.953,-26.367,-21.973,-19.531,0.000
1741723286.910,-40.527,-52.734,-29.785,-31.738,0.000
1741723286.914,-25.879,-85.449,-22.461,-25.391,0.000
1741723286.918,20.996,24.414,6.348,-7.324,0.000
1741723286.922,19.043,118.652,15.625,-1.465,0.000
1741723286.926,-31.250,30.273,4.883,-20.996,0.000
1741723286.930,-29.297,-43.457,6.348,-22.949,0.000
1741723286.934,-5.371,-56.641,-1.953,-13.184,0.000
1741723286.938,-4.395,-32.227,-16.602,-11.230,0.000
1741723286.942,-43.457,-35.156,-31.250,-30.273,0.000
1741723286.946,-62.500,-71.289,-27.832,-45.898,0.000
1741723286.949,-1.953,19.043,-7.812,-22.949,0.000
1741723286.953,31.738,127.441,-0.488,3.906,0.000
1741723286.957,-14.648,-11.230,-14.160,-16.602,0.000
1741723286.961,-48.828,-122.070,-15.625,-36.621,0.000
1741723286.965,-34.180,-7.812,-6.836,-21.484,0.000
1741723286.969,-11.719,54.688,-8.301,-10.254,0.000
1741723286.973,-32.227,2.930,-11.719,-23.438,0.000
1741723286.977,-72.266,-94.727,-32.715,-48.828,0.000
1741723286.981,-42.480,-50.293,-34.180,-33.203,0.000
1741723286.985,6.836,52.734,-21.484,-9.277,0.000
1741723286.989,-20.996,12.207,-33.691,-30.273,0.000
1741723286.992,-71.289,-62.012,-35.645,-51.270,0.000
1741723286.996,-65.918,14.648,-25.391,-49.805,0.000
1741723287.000,-13.184,30.762,-21.973,-28.809,0.000
1741723287.004,-5.371,-33.203,-15.625,-15.137,0.000
