timestamps,TP9,AF7,AF8,TP10,Right AUX
1741723277.074,-24.902,-9.277,-11.719,-18.555,0.000
1741723277.078,-27.344,-14.648,-26.367,-33.691,0.000
1741723277.082,4.395,28.809,-21.973,-19.043,0.000
1741723277.086,2.930,-34.180,-34.668,-14.648,0.000
1741723277.090,-32.715,-121.582,-47.852,-23.926,0.000
1741723277.094,-54.688,-134.766,-49.316,-32.227,0.000
1741723277.097,-23.438,-104.004,-48.340,-31.738,0.000
1741723277.101,2.930,34.668,-24.902,-15.625,0.000
1741723277.105,-20.508,87.891,5.859,-11.230,0.000
1741723277.109,-34.180,70.312,8.301,-23.926,0.000
1741723277.113,-6.348,20.508,-0.488,-12.695,0.000
1741723277.117,11.719,27.344,10.742,1.465,0.000
1741723277.121,-29.297,-60.547,-6.348,-19.043,0.000
1741723277.125,-62.012,-71.777,-27.344,-32.715,0.000
1741723277.129,-29.785,152.832,-6.836,-23.438,0.000
1741723277.133,22.461,112.305,3.906,-1.953,0.000
1741723277.137,3.418,-104.004,-15.625,-5.859,0.000
1741723277.140,-52.246,-93.262,-25.879,-37.598,0.000
1741723277.144,-36.621,-8.301,-12.207,-36.621,0.000
1741723277.148,-9.277,-37.598,-13.672,-24.414,0.000
1741723277.152,-1.953,-63.965,-5.859,-9.766,0.000
1741723277.156,-16.113,-38.086,7.324,-7.812,0.000
1741723277.160,-52.734,-57.129,-7.812,-35.645,0.000
1741723277.164,-28.809,0.488,-18.066,-35.645,0.000
1741723277.168,14.648,35.645,-3.418,-1.953,0.000
1741723277.172,-2.441,27.832,5.371,1.465,0.000
1741723277.176,-48.828,-4.883,-12.695,-24.902,0.000
1741723277.180,-40.527,-28.320,-25.391,-29.785,0.000
1741723277.183,-4.395,34.180,-14.648,-11.230,0.000
1741723277.187,-11.230,-15.137,-9.277,-5.859,0.000
1741723277.191,-40.039,-79.102,-21.484,-22.949,0.000
1741723277.195,-48.828,-98.145,-28.809,-41.016,0.000
1741723277.199,-26.367,-43.457,-25.879,-34.180,0.000
1741723277.203,-31.250,-7.812,-24.414,-30.273,0.000
1741723277.207,-60.059,-19.531,-28.320,-41.016,0.000
1741723277.211,-49.316,33.203,-20.996,-41.992,0.000
1741723277.215,-11.719,64.453,-14.648,-23.926,0.000
1741723277.219,-19.531,-47.852,-23.438,-20.020,0.000
1741723277.223,-43.457,6.836,-22.461,-26.367,0.000
1741723277.226,-53.711,31.250,-19.043,-29.785,0.000
1741723277.230,-23.926,-37.598,-9.766,-11.230,0.000
1741723277.234,5.371,-34.180,-15.137,-5.859,0.000
1741723277.238,-17.578,-43.945,-24.902,-25.391,0.000
1741723277.242,-45.410,-37.109,-20.508,-33.203,0.000
1741723277.246,-20.996,-91.309,-26.367,-30.762,0.000
1741723277.250,5.371,-44.922,-30.762,-23.926,0.000
1741723277.254,-23.438,-66.406,-22.461,-25.879,0.000
1741723277.258,-38.574,-13.184,-12.207,-23.438,0.000
1741723277.262,-29.297,-20.508,-25.391,-28.320,0.000
1741723277.265,-13.672,-6.836,-29.785,-28.320,0.000
1741723277.269,0.000,99.121,-7.324,-8.301,0.000
1741723277.273,-19.531,80.566,1.465,-17.578,0.000
1741723277.277,-33.203,-31.250,-8.301,-30.273,0.000
1741723277.281,-8.301,-88.379,-16.602,-22.461,0.000
1741723277.285,7.324,-18.555,-28.320,-23.438,0.000
1741723277.289,-12.695,-46.875,-31.250,-36.621,0.000
1741723277.293,-8.789,21.484,-20.020,-38.086,0.000
1741723277.297,21.973,127.930,-4.883,-18.555,0.000
1741723277.301,19.531,20.996,-5.859,-11.230,0.000
1741723277.305,-22.949,-58.105,-21.484,-27.832,0.000
1741723277.308,-65.430,-82.031,-25.391,-41.016,0.000
1741723277.312,-36.133,-24.414,-12.695,-19.531,0.000
1741723277.316,14.160,86.914,3.418,12.695,0.000
1741723277.320,1.465,7.324,-3.906,12.207,0.000
1741723277.324,-33.691,-64.453,-20.020,-6.836,0.000
1741723277.328,-40.527,-73.730,-29.297,-21.484,0.000
1741723277.332,-4.883,-47.852,-14.648,-6.348,0.000
1741723277.336,4.883,-18.555,-4.883,4.395,0.000
1741723277.340,-33.203,-41.504,-18.066,-13.184,0.000
1741723277.344,-40.527,-0.977,-17.578,-20.508,0.000
1741723277.348,-12.695,2.441,-20.996,-12.207,0.000
1741723277.351,10.742,51.270,-8.789,11.230,0.000
1741723277.355,-12.695,8.301,-6.348,14.160,0.000
1741723277.359,-60.547,-83.984,-26.855,-30.762,0.000
1741723277.363,-43.457,63.477,-22.461,-43.457,0.000
1741723277.367,2.441,5.371,-13.672,-13.184,0.000
1741723277.371,-13.184,-92.285,-28.320,-24.902,0.000
1741723277.375,-62.012,-54.199,-37.109,-50.781,0.000
1741723277.379,-44.434,-16.113,-23.926,-39.551,0.000
1741723277.383,-23.438,-34.668,-38.574,-36.133,0.000
1741723277.387,-40.039,-104.492,-46.875,-45.898,0.000
1741723277.390,-48.828,-11.719,-20.020,-45.898,0.000
1741723277.394,-43.457,23.926,-7.812,-40.527,0.000
1741723277.398,-32.715,-50.293,-27.344,-35.645,0.000
1741723277.402,-25.391,-59.570,-36.621,-25.391,0.000
1741723277.406,-40.039,-32.715,-33.691,-31.250,0.000
1741723277.410,-40.527,81.543,-11.230,-31.250,0.000
1741723277.414,-10.742,62.500,5.371,-21.484,0.000
1741723277.418,-1.953,-52.734,-17.090,-14.160,0.000
1741723277.422,-31.250,-92.285,-32.715,-18.555,0.000
1741723277.426,-39.062,-32.227,-19.043,-21.484,0.000
1741723277.430,-15.137,5.371,-6.836,-20.996,0.000
1741723277.433,2.930,-49.805,-4.883,-8.301,0.000
1741723277.437,-4.883,-55.664,-7.324,-0.488,0.000
1741723277.441,-19.043,-16.113,-5.371,-5.371,0.000
1741723277.445,-15.137,-45.410,-13.672,-18.066,0.000
1741723277.449,10.742,19.043,-12.207,-5.371,0.000
1741723277.453,13.184,69.336,-3.906,11.230,0.000
1741723277.457,-27.344,31.738,-17.090,-17.090,0.000
1741723277.461,-37.598,-52.734,-26.367,-28.320,0.000
1741723277.465,11.230,-2.930,-8.789,-4.395,0.000
1741723277.469,19.531,13.672,0.488,6.348,0.000
1741723277.472,-39.062,-99.121,-26.367,-15.137,0.000
1741723277.476,-70.312,-70.312,-42.480,-39.062,0.000
1741723277.480,-45.898,-68.359,-41.016,-40.039,0.000
1741723277.484,0.488,-12.695,-33.203,-11.719,0.000
1741723277.488,0.488,20.020,-22.949,-7.324,0.000
1741723277.492,-46.387,-32.227,-26.367,-36.133,0.000
1741723277.496,-37.598,-6.836,-25.879,-40.527,0.000
1741723277.500,9.766,18.066,-14.160,-18.066,0.000
1741723277.504,-6.836,68.359,-7.812,-27.832,0.000
1741723277.508,-44.922,-24.414,-18.066,-45.410,0.000
1741723277.512,-39.551,-93.262,-35.156,-41.992,0.000
1741723277.515,-15.625,-98.145,-35.156,-24.902,0.000
1741723277.519,-11.719,-32.715,-27.344,-19.043,0.000
1741723277.523,-28.320,34.668,-14.648,-26.855,0.000
1741723277.527,-44.434,-91.309,-22.461,-31.250,0.000
1741723277.531,-6.348,-39.551,-26.367,-19.531,0.000
1741723277.535,18.555,21.973,-19.043,-11.230,0.000
1741723277.539,-32.715,-109.375,-35.645,-25.391,0.000
1741723277.543,-54.688,-43.457,-45.410,-30.762,0.000
1741723277.547,-7.812,77.637,-32.227,-4.395,0.000
1741723277.551,22.461,93.262,-11.230,14.648,0.000
1741723277.555,-20.020,-35.645,-17.578,-8.301,0.000
1741723277.558,-56.152,-70.801,-22.949,-26.367,0.000
1741723277.562,-42.969,-62.500,-18.066,-20.508,0.000
1741723277.566,-1.953,-28.320,-19.531,-3.418,0.000
1741723277.570,-7.812,-55.176,-17.578,-8.301,0.000
1741723277.574,-36.133,-53.711,-13.184,-19.043,0.000
1741723277.578,-26.855,55.176,-11.719,-17.090,0.000
1741723277.582,14.160,19.043,-7.324,-0.488,0.000
1741723277.586,24.414,-23.926,-8.789,5.371,0.000
1741723277.590,-11.230,-11.719,-22.461,-20.020,0.000
1741723277.594,-35.156,11.719,-25.391,-31.738,0.000
1741723277.598,-15.625,20.508,-16.113,-10.742,0.000
1741723277.601,6.836,10.742,-9.766,4.395,0.000
1741723277.605,-26.367,-64.941,-21.484,-10.254,0.000
1741723277.609,-46.387,-58.105,-23.438,-11.719,0.000
1741723277.613,-33.691,-59.082,-20.020,-16.113,0.000
1741723277.617,-8.789,-52.734,-14.160,-13.672,0.000
1741723277.621,-2.441,-7.812,0.488,-1.465,0.000
1741723277.625,-31.250,14.160,14.160,-6.836,0.000
1741723277.629,-34.668,1.953,3.906,-21.973,0.000
1741723277.633,-5.371,18.555,-9.277,-18.066,0.000
1741723277.637,7.812,106.934,2.930,-6.836,0.000
1741723277.641,-20.020,-25.879,4.395,-18.555,0.000
1741723277.644,-35.645,-54.688,-3.906,-24.902,0.000
1741723277.648,-7.812,18.066,-11.230,-18.066,0.000
1741723277.652,-7.324,-35.156,-16.602,-15.137,0.000
1741723277.656,-30.273,-13.672,-17.578,-14.160,0.000
1741723277.660,-45.898,-54.199,-38.086,-28.809,0.000
1741723277.664,-25.391,-59.570,-41.504,-28.320,0.000
1741723277.668,14.160,-6.348,-2.930,2.930,0.000
1741723277.672,-12.207,-3.906,11.719,1.465,0.000
1741723277.676,-51.270,32.715,-11.719,-26.367,0.000
1741723277.680,-31.738,64.453,-21.973,-17.578,0.000
1741723277.683,-4.395,29.785,-16.602,-1.465,0.000
1741723277.687,-29.785,-56.641,-22.461,-21.973,0.000
1741723277.691,-65.430,-50.781,-30.762,-47.363,0.000
1741723277.695,-48.340,18.066,-16.602,-36.133,0.000
1741723277.699,-13.184,-8.789,-17.090,-13.672,0.000
1741723277.703,-15.625,-41.992,-29.297,-12.695,0.000
1741723277.707,-35.645,-78.125,-33.203,-20.508,0.000
1741723277.711,-36.621,-138.672,-30.273,-20.996,0.000
1741723277.715,-15.625,-16.602,-16.602,-16.602,0.000
1741723277.719,-16.602,0.000,-20.996,-20.996,0.000
1741723277.723,-48.828,-32.715,-28.809,-31.250,0.000
1741723277.726,-59.570,25.879,-26.367,-39.062,0.000
1741723277.730,-25.391,16.602,-25.879,-24.414,0.000
1741723277.734,16.113,70.801,-24.902,4.883,0.000
1741723277.738,-2.930,130.371,-20.020,2.441,0.000
1741723277.742,-56.641,0.977,-12.695,-19.043,0.000
1741723277.746,-62.012,-81.055,-20.020,-29.297,0.000
1741723277.750,-9.277,3.906,-21.484,-9.277,0.000
1741723277.754,3.906,-24.902,-8.301,7.324,0.000
1741723277.758,-37.109,-28.809,-7.324,-14.160,0.000
1741723277.762,-40.527,12.207,-13.672,-27.344,0.000
1741723277.766,-4.395,31.738,-15.137,-5.859,0.000
1741723277.769,-19.043,-66.406,-38.086,-18.066,0.000
1741723277.773,-53.711,-90.332,-37.598,-32.715,0.000
1741723277.777,-58.594,-6.348,-19.531,-33.203,0.000
1741723277.781,-39.551,-28.320,-18.555,-36.621,0.000
1741723277.785,-20.508,2.441,-15.625,-23.438,0.000
1741723277.789,-40.039,24.414,-25.879,-30.273,0.000
1741723277.793,-56.152,-41.504,-31.250,-41.992,0.000
1741723277.797,-30.762,-82.031,-22.949,-28.809,0.000
1741723277.801,-8.301,-12.695,-22.461,-12.207,0.000
1741723277.805,-15.137,117.188,-20.508,-9.766,0.000
1741723277.808,-53.711,19.531,-28.320,-31.738,0.000
1741723277.812,-53.223,-46.387,-33.691,-41.016,0.000
1741723277.816,-17.578,-24.902,-30.762,-29.785,0.000
1741723277.820,-19.043,-7.812,-17.578,-22.461,0.000
1741723277.824,-41.016,17.578,-7.324,-18.066,0.000
1741723277.828,-41.992,-47.852,-12.695,-20.996,0.000
1741723277.832,-11.230,58.594,-2.441,-20.996,0.000
1741723277.836,-4.395,60.059,0.488,-16.602,0.000
1741723277.840,-36.621,-52.246,-10.254,-25.391,0.000
1741723277.844,-41.016,-15.625,-13.184,-30.273,0.000
1741723277.848,-11.230,-3.418,-17.090,-16.602,0.000
1741723277.851,-7.812,-37.598,-29.785,-13.672,0.000
1741723277.855,-38.574,-49.316,-41.992,-29.785,0.000
1741723277.859,-50.781,-19.043,-39.062,-37.109,0.000
1741723277.863,-19.043,9.766,-22.949,-23.438,0.000
1741723277.867,1.465,-12.695,-9.766,-3.418,0.000
1741723277.871,-22.461,-60.059,-14.648,-8.301,0.000
1741723277.875,-53.223,-55.176,-40.039,-33.203,0.000
1741723277.879,-41.992,76.172,-35.645,-23.926,0.000
1741723277.883,-7.324,45.410,-7.812,-9.766,0.000
1741723277.887,-18.555,-52.246,-4.395,-20.508,0.000
1741723277.890,-40.527,-65.430,-10.742,-25.391,0.000
1741723277.894,-20.996,20.020,-6.836,-11.719,0.000
1741723277.898,0.488,67.383,-12.695,-8.301,0.000
1741723277.902,2.930,13.672,-14.160,-15.137,0.000
1741723277.906,-27.832,-73.242,-20.996,-23.926,0.000
1741723277.910,-40.527,-100.586,-25.879,-31.250,0.000
1741723277.914,-4.883,8.789,-18.066,-21.973,0.000
1741723277.918,11.719,57.129,-14.648,-14.648,0.000
1741723277.922,-14.160,-86.426,-18.066,-21.484,0.000
1741723277.926,-41.016,-62.012,-22.949,-28.320,0.000
1741723277.930,-35.645,-18.555,-22.461,-23.438,0.000
1741723277.933,-3.906,-27.832,-20.996,-9.766,0.000
1741723277.937,-6.836,0.488,-23.926,-9.766,0.000
1741723277.941,-30.762,-49.805,-19.531,-19.043,0.000
1741723277.945,-23.438,-33.691,-19.531,-14.648,0.000
1741723277.949,6.836,37.598,-7.812,-6.348,0.000
1741723277.953,4.395,-33.691,-1.465,-4.883,0.000
1741723277.957,-37.598,-80.566,-9.277,-23.926,0.000
1741723277.961,-50.293,51.758,-17.090,-34.668,0.000
1741723277.965,-16.602,-7.812,-22.949,-16.602,0.000
1741723277.969,2.441,-56.641,-12.207,-11.719,0.000
1741723277.973,-16.602,24.902,8.789,-12.695,0.000
1741723277.976,-19.531,31.738,15.625,-1.953,0.000
1741723277.980,6.836,-10.742,8.301,-1.465,0.000
1741723277.984,1.465,-55.664,-7.324,-22.461,0.000
1741723277.988,-42.969,-77.148,-30.273,-45.410,0.000
1741723277.992,-75.684,-129.883,-48.340,-55.664,0.000
1741723277.996,-54.199,-16.113,-39.062,-43.457,0.000
1741723278.000,-8.789,54.199,-20.996,-23.926,0.000
1741723278.004,-22.949,-8.789,-23.438,-28.320,0.000
1741723278.008,-73.730,-115.234,-38.574,-51.270,0.000
1741723278.012,-61.035,-63.965,-33.203,-39.551,0.000
1741723278.016,-13.184,19.531,-23.926,-23.438,0.000
1741723278.019,-10.742,86.914,-29.297,-27.832,0.000
1741723278.023,-45.410,-31.250,-32.715,-34.668,0.000
1741723278.027,-55.176,-151.367,-28.809,-40.039,0.000
1741723278.031,-3.418,13.672,-8.789,-11.719,0.000
1741723278.035,36.621,62.500,0.977,12.695,0.000
1741723278.039,-0.488,13.672,-9.277,-4.883,0.000
1741723278.043,-43.945,-73.242,-20.020,-25.391,0.000
1741723278.047,-5.371,-55.176,-11.719,-5.859,0.000
1741723278.051,23.438,8.301,-18.066,7.324,0.000
1741723278.055,-0.488,33.203,-9.277,-3.418,0.000
1741723278.059,-27.832,36.133,-2.930,-16.602,0.000
1741723278.062,-18.066,4.395,-21.973,-16.602,0.000
1741723278.066,14.648,55.176,-21.484,-1.953,0.000
1741723278.070,10.254,20.508,-5.859,-1.465,0.000
1741723278.074,-21.973,-63.477,-2.930,-18.066,0.000
1741723278.078,-25.391,-16.602,-10.254,-19.531,0.000
1741723278.082,17.578,12.695,-4.395,2.441,0.000
1741723278.086,21.973,21.973,8.301,6.836,0.000
1741723278.090,-26.855,-19.531,-7.812,-12.207,0.000
1741723278.094,-60.059,-126.953,-25.391,-30.762,0.000
1741723278.098,-26.855,-79.102,-26.855,-29.297,0.000
1741723278.101,3.418,7.812,-28.320,-15.625,0.000
1741723278.105,-18.066,-4.395,-18.066,-16.602,0.000
1741723278.109,-51.270,-65.918,-18.066,-34.180,0.000
1741723278.113,-31.250,31.738,-17.578,-31.250,0.000
1741723278.117,-0.977,7.812,-24.902,-17.090,0.000
1741723278.121,-30.273,-88.379,-41.504,-28.809,0.000
1741723278.125,-67.871,-44.922,-49.805,-51.270,0.000
1741723278.129,-52.734,-61.035,-40.039,-53.711,0.000
1741723278.133,-1.953,46.875,-5.859,-28.320,0.000
1741723278.137,-17.090,49.316,-8.301,-21.484,0.000
1741723278.141,-47.852,-31.738,-23.438,-32.227,0.000
1741723278.144,-36.621,9.766,-20.996,-34.180,0.000
1741723278.148,-41.992,-70.312,-33.691,-47.363,0.000
1741723278.152,-39.551,-85.449,-39.062,-45.898,0.000
1741723278.156,-55.176,-5.859,-34.180,-40.039,0.000
1741723278.160,-73.242,49.805,-35.156,-45.898,0.000
1741723278.164,-42.969,7.324,-35.645,-41.504,0.000
1741723278.168,-14.160,-65.918,-37.109,-28.809,0.000
1741723278.172,-30.762,-58.594,-24.902,-39.551,0.000
1741723278.176,-65.430,-24.414,-17.578,-58.105,0.000
1741723278.180,-45.410,20.508,-12.695,-45.898,0.000
1741723278.183,6.348,106.445,-1.953,-22.461,0.000
1741723278.187,-4.883,-11.719,-16.602,-29.785,0.000
1741723278.191,-39.062,-108.398,-28.320,-54.199,0.000
1741723278.195,-27.344,-23.438,-18.066,-39.062,0.000
1741723278.199,2.930,20.508,-19.043,-12.207,0.000
1741723278.203,-4.883,-26.855,-13.184,-12.695,0.000
1741723278.207,-28.809,21.484,3.418,-17.090,0.000
1741723278.211,-36.133,-11.230,-5.371,-19.531,0.000
1741723278.215,-20.020,-108.887,-24.902,-12.207,0.000
1741723278.219,9.766,20.508,-6.836,15.137,0.000
1741723278.223,-3.906,-18.555,16.113,21.973,0.000
1741723278.226,-37.598,-101.074,0.977,1.465,0.000
1741723278.230,-5.859,44.922,2.930,0.977,0.000
1741723278.234,22.461,56.152,3.906,12.207,0.000
1741723278.238,-16.113,-88.867,-22.461,-2.441,0.000
1741723278.242,-47.852,-101.074,-38.086,-23.926,0.000
1741723278.246,-45.898,-83.008,-44.434,-33.203,0.000
1741723278.250,-12.207,6.348,-17.578,-12.207,0.000
1741723278.254,-3.418,87.891,-0.977,1.953,0.000
1741723278.258,-41.992,-43.457,-27.344,-19.043,0.000
1741723278.262,-44.922,-99.609,-19.043,-18.066,0.000
1741723278.266,10.742,-15.625,9.277,6.348,0.000
1741723278.269,12.207,4.395,7.812,3.418,0.000
1741723278.273,-37.109,-121.094,-3.906,-15.137,0.000
1741723278.277,-51.270,-126.465,-10.254,-27.344,0.000
1741723278.281,-8.789,32.715,-6.836,-7.324,0.000
1741723278.285,4.395,14.160,-14.160,0.000,0.000
1741723278.289,-29.785,-11.719,-34.180,-28.320,0.000
1741723278.293,-59.082,5.859,-36.133,-40.039,0.000
1741723278.297,-46.387,-13.672,-16.113,-24.414,0.000
1741723278.301,-9.766,25.391,-2.441,-12.695,0.000
1741723278.305,-22.461,-50.781,-20.020,-24.414,0.000
1741723278.308,-54.688,-71.289,-29.785,-33.691,0.000
1741723278.312,-35.156,36.133,-13.672,-25.391,0.000
1741723278.316,2.930,-28.809,-10.254,-11.719,0.000
1741723278.320,4.883,-29.785,-20.996,-9.766,0.000
1741723278.324,-31.250,-21.484,-19.531,-12.207,0.000
1741723278.328,-40.039,-35.156,-14.160,-8.301,0.000
1741723278.332,-11.230,6.348,-20.020,-15.137,0.000
1741723278.336,0.000,22.949,-15.625,-13.184,0.000
1741723278.340,-31.738,34.180,-13.672,-20.020,0.000
1741723278.344,-59.082,-11.719,-30.273,-40.039,0.000
1741723278.348,-22.949,15.137,-21.973,-23.438,0.000
1741723278.351,19.531,27.832,-7.812,-4.883,0.000
1741723278.355,-23.926,-92.285,-36.133,-26.855,0.000
1741723278.359,-69.336,-133.789,-57.129,-39.551,0.000
1741723278.363,-45.898,-53.223,-48.340,-38.086,0.000
1741723278.367,-5.859,20.996,-33.203,-25.879,0.000
1741723278.371,-22.461,26.367,-23.438,-25.879,0.000
1741723278.375,-62.988,-34.668,-32.715,-44.434,0.000
1741723278.379,-58.594,-57.129,-50.781,-45.898,0.000
1741723278.383,3.906,19.043,-22.461,-3.906,0.000
1741723278.387,3.418,4.395,-12.695,-3.906,0.000
1741723278.391,-46.875,-17.090,-41.992,-43.945,0.000
1741723278.394,-51.758,37.598,-41.992,-43.457,0.000
1741723278.398,-24.414,-87.891,-35.645,-29.297,0.000
1741723278.402,0.488,-55.176,-23.926,-14.160,0.000
1741723278.406,-25.879,-37.598,-20.508,-20.020,0.000
1741723278.410,-55.664,-45.898,-27.832,-30.273,0.000
1741723278.414,-28.809,-16.113,-23.926,-21.973,0.000
1741723278.418,0.488,-25.391,-15.137,-15.625,0.000
1741723278.422,-22.949,2.930,-16.602,-22.949,0.000
1741723278.426,-54.199,41.992,-22.461,-40.039,0.000
1741723278.430,-15.137,-23.926,-6.348,-16.113,0.000
1741723278.434,22.949,-41.504,0.488,5.859,0.000
1741723278.437,-14.648,-25.391,-15.625,-18.555,0.000
1741723278.441,-39.062,76.172,-15.137,-28.809,0.000
1741723278.445,-39.551,-20.020,-41.504,-33.691,0.000
1741723278.449,-9.277,-115.723,-53.711,-18.555,0.000
1741723278.453,-8.789,-20.508,-26.367,-12.207,0.000
1741723278.457,-49.316,-54.199,-9.277,-31.250,0.000
1741723278.461,-44.434,-99.121,3.906,-31.738,0.000
1741723278.465,-6.836,-5.371,11.230,-17.090,0.000
1741723278.469,1.953,103.516,8.301,-2.441,0.000
1741723278.473,-32.227,54.199,-1.465,-9.766,0.000
1741723278.476,-70.312,-74.707,-14.160,-32.715,0.000
1741723278.480,-33.203,22.949,-9.766,-10.742,0.000
1741723278.484,-8.301,43.945,-26.367,-1.953,0.000
1741723278.488,-39.551,-37.109,-39.062,-25.879,0.000
1741723278.492,-61.523,-107.422,-26.367,-33.203,0.000
1741723278.496,-52.246,-101.074,-24.902,-27.832,0.000
1741723278.500,-12.695,-39.551,-22.949,-13.184,0.000
1741723278.504,4.395,-51.758,-11.230,-4.883,0.000
1741723278.508,-35.645,-43.945,-10.254,-19.531,0.000
1741723278.512,-36.133,53.223,-8.301,-29.785,0.000
1741723278.516,10.742,41.016,1.465,-6.836,0.000
1741723278.519,6.348,15.625,5.859,2.930,0.000
1741723278.523,-43.945,-7.324,0.977,-17.578,0.000
1741723278.527,-65.918,-86.426,-8.301,-35.156,0.000
1741723278.531,-24.414,-40.527,-2.441,-19.043,0.000
1741723278.535,11.230,79.590,2.441,2.441,0.000
1741723278.539,-31.738,39.062,-10.742,-28.320,0.000
1741723278.543,-93.262,-130.859,-36.133,-73.242,0.000
1741723278.547,-62.500,-136.719,-45.898,-56.641,0.000
1741723278.551,-7.812,-42.969,-28.320,-21.484,0.000
1741723278.555,-22.949,-5.859,-8.789,-33.691,0.000
1741723278.558,-60.547,-56.152,-0.977,-43.457,0.000
1741723278.562,-37.598,17.578,0.977,-20.508,0.000
1741723278.566,-0.488,9.277,-5.859,-13.184,0.000
1741723278.570,-1.953,-2.930,9.766,-8.789,0.000
1741723278.574,-55.664,22.461,4.883,-18.555,0.000
1741723278.578,-76.660,-53.223,-23.926,-42.480,0.000
1741723278.582,-31.250,-24.902,-28.809,-28.809,0.000
1741723278.586,-10.742,70.312,-18.555,-12.207,0.000
1741723278.590,-29.297,0.488,-10.742,-22.949,0.000
1741723278.594,-48.828,-13.672,-9.277,-38.086,0.000
1741723278.598,-29.785,7.324,-11.719,-41.016,0.000
1741723278.601,-9.277,-64.941,-17.578,-35.645,0.000
1741723278.605,-13.672,52.734,-4.395,-21.484,0.000
1741723278.609,-22.949,81.055,8.301,-14.648,0.000
1741723278.613,-18.066,-37.109,-23.438,-24.414,0.000
1741723278.617,-1.465,-127.930,-39.062,-21.484,0.000
1741723278.621,-22.461,-90.820,-20.996,-23.926,0.000
1741723278.625,-38.574,45.898,-1.953,-25.391,0.000
1741723278.629,-22.949,81.055,-3.418,-8.789,0.000
1741723278.633,-4.395,31.250,-21.973,-2.441,0.000
1741723278.637,-20.508,-69.824,-41.992,-19.043,0.000
1741723278.641,-53.711,-130.859,-39.551,-42.480,0.000
1741723278.644,-49.805,-49.316,-29.297,-37.598,0.000
1741723278.648,-14.160,39.551,-29.785,-22.949,0.000
1741723278.652,4.883,64.941,-20.996,-25.879,0.000
1741723278.656,-19.043,-15.625,-12.207,-35.156,0.000
1741723278.660,-53.711,-97.168,-19.531,-44.922,0.000
1741723278.664,-26.855,0.977,-15.137,-25.391,0.000
1741723278.668,-8.301,-19.043,-21.973,-15.137,0.000
1741723278.672,-26.367,-68.359,-22.461,-17.578,0.000
1741723278.676,-42.969,47.363,-10.254,-22.461,0.000
1741723278.680,-27.344,66.895,0.000,-25.391,0.000
1741723278.684,4.883,-58.594,3.418,-8.789,0.000
1741723278.687,0.977,-33.691,8.301,0.488,0.000
1741723278.691,-28.809,-8.301,10.254,-8.789,0.000
1741723278.695,-32.227,-37.598,-4.883,-16.113,0.000
1741723278.699,2.930,-21.484,-1.465,-7.324,0.000
1741723278.703,17.578,33.203,11.230,6.836,0.000
1741723278.707,-18.555,6.836,3.418,-3.906,0.000
1741723278.711,-33.691,13.672,-8.301,-18.066,0.000
1741723278.715,-25.879,-26.367,-30.762,-22.461,0.000
1741723278.719,-11.230,-9.766,-31.738,-13.672,0.000
1741723278.723,-21.484,60.547,-17.090,-12.207,0.000
