timestamps,PPG1,PPG2,PPG3,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1741750503.109,31901.000,25185.000,53.000,93922.195,-0.001
1741750503.109,31856.000,25159.000,32.000,93922.195,-0.001
1741750503.109,31907.000,25162.000,45.000,93922.195,-0.001
1741750503.109,31905.000,25154.000,103.000,93922.195,-0.001
1741750503.109,31806.000,25163.000,31.000,93922.195,-0.001
1741750503.109,31902.000,25170.000,40.000,93922.195,-0.001
1741750503.199,31890.000,25136.000,41.000,93922.281,0.003
1741750503.199,31894.000,25196.000,32.000,93922.281,0.003
1741750503.199,31893.000,25154.000,39.000,93922.281,0.003
1741750503.199,31913.000,25145.000,29.000,93922.281,0.003
1741750503.199,31904.000,25217.000,27.000,93922.281,0.003
1741750503.199,31906.000,25155.000,24.000,93922.281,0.003
1741750503.289,31898.000,25144.000,34.000,93922.375,-0.001
1741750503.289,31905.000,25128.000,38.000,93922.375,-0.001
1741750503.289,31920.000,25153.000,69.000,93922.375,-0.001
1741750503.289,31912.000,25114.000,45.000,93922.375,-0.000
1741750503.289,31908.000,25152.000,51.000,93922.375,-0.000
1741750503.289,31861.000,25158.000,37.000,93922.375,-0.000
1741750503.378,31906.000,25128.000,32.000,93922.461,0.003
1741750503.378,31903.000,25165.000,53.000,93922.461,0.003
1741750503.378,31827.000,25209.000,38.000,93922.461,0.003
1741750503.378,31907.000,25158.000,49.000,93922.461,0.003
1741750503.378,31839.000,25128.000,30.000,93922.461,0.003
1741750503.378,31910.000,25171.000,36.000,93922.461,0.003
1741750503.483,31904.000,25170.000,25.000,93922.570,-0.002
1741750503.483,31936.000,25177.000,34.000,93922.570,-0.002
1741750503.483,31907.000,25168.000,31.000,93922.570,-0.002
1741750503.483,31926.000,25158.000,33.000,93922.570,-0.002
1741750503.483,31907.000,25146.000,33.000,93922.570,-0.002
1741750503.483,31918.000,25157.000,62.000,93922.570,-0.002
1741750503.573,31960.000,25154.000,46.000,93922.656,0.002
1741750503.573,31902.000,25138.000,46.000,93922.656,0.002
1741750503.573,31905.000,25144.000,76.000,93922.656,0.002
1741750503.573,31863.000,25143.000,31.000,93922.656,0.002
1741750503.573,31901.000,25167.000,109.000,93922.656,0.002
1741750503.573,31814.000,25156.000,32.000,93922.656,0.002
1741750503.664,31883.000,25180.000,45.000,93922.750,-0.000
1741750503.664,31909.000,25123.000,49.000,93922.750,-0.000
1741750503.664,31842.000,25146.000,28.000,93922.750,-0.000
1741750503.664,31899.000,25183.000,31.000,93922.750,-0.000
1741750503.664,31909.000,25159.000,29.000,93922.750,-0.000
1741750503.664,31913.000,25179.000,28.000,93922.750,-0.000
1741750503.754,31907.000,25159.000,22.000,93922.836,0.003
1741750503.754,31973.000,25158.000,26.000,93922.836,0.003
1741750503.754,31895.000,25129.000,32.000,93922.836,0.003
1741750503.754,31902.000,25156.000,43.000,93922.836,0.003
1741750503.754,31907.000,25114.000,45.000,93922.836,0.003
1741750503.754,31905.000,25150.000,104.000,93922.836,0.003
1741750503.858,31850.000,25151.000,56.000,93922.945,-0.001
1741750503.858,31904.000,25131.000,35.000,93922.945,-0.001
1741750503.858,31908.000,25154.000,96.000,93922.945,-0.001
1741750503.858,31793.000,25171.000,34.000,93922.945,-0.001
1741750503.858,31923.000,25147.000,50.000,93922.945,-0.001
1741750503.858,31864.000,25155.000,45.000,93922.945,-0.001
1741750503.949,31898.000,25219.000,36.000,93923.031,0.003
1741750503.949,31863.000,25155.000,18.000,93923.031,0.003
1741750503.949,31941.000,25157.000,36.000,93923.031,0.003
1741750503.949,31905.000,25151.000,34.000,93923.031,0.003
1741750503.949,31915.000,25150.000,29.000,93923.031,0.003
1741750503.949,31942.000,25120.000,29.000,93923.031,0.003
1741750504.038,31884.000,25147.000,37.000,93923.125,-0.001
1741750504.038,31960.000,25155.000,32.000,93923.125,-0.001
1741750504.038,31908.000,25117.000,36.000,93923.125,-0.001
1741750504.038,31907.000,25161.000,89.000,93923.125,-0.001
1741750504.038,31868.000,25153.000,37.000,93923.125,-0.001
1741750504.038,31903.000,25135.000,72.000,93923.125,-0.001
1741750504.129,31907.000,25162.000,30.000,93923.211,0.003
1741750504.129,31911.000,25184.000,23.000,93923.211,0.003
1741750504.129,31900.000,25160.000,64.000,93923.211,0.003
1741750504.129,31842.000,25154.000,28.000,93923.211,0.003
1741750504.129,31953.000,25155.000,35.000,93923.211,0.003
1741750504.129,31866.000,25151.000,36.000,93923.211,0.003
1741750504.234,31944.000,25169.000,25.000,93923.320,-0.001
1741750504.234,31893.000,25145.000,38.000,93923.320,-0.001
1741750504.234,31967.000,25150.000,32.000,93923.320,-0.001
1741750504.234,31894.000,25118.000,33.000,93923.320,-0.001
1741750504.234,31904.000,25153.000,42.000,93923.320,-0.001
1741750504.234,31963.000,25139.000,26.000,93923.320,-0.001
1741750504.324,31889.000,25158.000,32.000,93923.406,0.003
1741750504.324,31857.000,25151.000,44.000,93923.406,0.003
1741750504.324,31896.000,25136.000,33.000,93923.406,0.003
1741750504.324,31927.000,25140.000,90.000,93923.406,0.003
1741750504.324,31799.000,25149.000,26.000,93923.406,0.003
1741750504.324,31899.000,25174.000,37.000,93923.406,0.003
1741750504.413,31913.000,25135.000,40.000,93923.500,-0.002
1741750504.413,31885.000,25185.000,37.000,93923.500,-0.002
1741750504.413,31909.000,25173.000,22.000,93923.500,-0.002
1741750504.413,31941.000,25153.000,38.000,93923.500,-0.002
1741750504.413,31900.000,25172.000,35.000,93923.500,-0.002
1741750504.413,31898.000,25158.000,25.000,93923.500,-0.002
1741750504.504,31938.000,25153.000,41.000,93923.586,0.003
1741750504.504,31905.000,25155.000,29.000,93923.586,0.003
1741750504.504,31919.000,25166.000,57.000,93923.586,0.003
1741750504.504,31926.000,25138.000,33.000,93923.586,0.003
1741750504.504,31893.000,25174.000,93.000,93923.586,0.003
1741750504.504,31912.000,25149.000,35.000,93923.586,0.003
1741750504.609,31909.000,25135.000,36.000,93923.695,-0.000
1741750504.609,31906.000,25158.000,54.000,93923.695,-0.000
1741750504.609,31809.000,25187.000,37.000,93923.695,-0.000
1741750504.609,31905.000,25155.000,61.000,93923.695,-0.000
1741750504.609,31861.000,25158.000,35.000,93923.695,-0.000
1741750504.609,31910.000,25206.000,30.000,93923.695,-0.000
1741750504.699,31900.000,25148.000,20.000,93923.781,0.003
1741750504.699,31938.000,25174.000,34.000,93923.781,0.003
1741750504.699,31898.000,25156.000,29.000,93923.781,0.003
1741750504.699,31900.000,25156.000,33.000,93923.781,0.003
1741750504.699,31908.000,25118.000,31.000,93923.781,0.003
1741750504.699,31897.000,25153.000,57.000,93923.781,0.003
1741750504.788,31948.000,25143.000,31.000,93923.875,-0.002
1741750504.788,31887.000,25136.000,45.000,93923.875,-0.002
1741750504.788,31912.000,25157.000,62.000,93923.875,-0.002
1741750504.788,31867.000,25145.000,30.000,93923.875,-0.002
1741750504.788,31912.000,25129.000,84.000,93923.875,-0.002
1741750504.788,31844.000,25153.000,53.000,93923.875,-0.002
1741750504.878,31875.000,25201.000,36.000,93923.961,0.003
1741750504.878,31881.000,25153.000,79.000,93923.961,0.003
1741750504.878,31844.000,25180.000,29.000,93923.961,0.003
1741750504.878,31895.000,25173.000,36.000,93923.961,0.003
1741750504.878,31876.000,25131.000,21.000,93923.961,0.003
1741750504.878,31927.000,25191.000,35.000,93923.961,0.003
1741750504.983,31903.000,25149.000,25.000,93924.070,-0.002
1741750504.983,31975.000,25119.000,30.000,93924.070,-0.002
1741750504.983,31898.000,25121.000,30.000,93924.070,-0.002
1741750504.983,31906.000,25156.000,57.000,93924.070,-0.002
1741750504.983,31895.000,25144.000,35.000,93924.070,-0.002
1741750504.983,31904.000,25131.000,64.000,93924.070,-0.002
1741750505.074,31902.000,25157.000,28.000,93924.156,0.003
1741750505.074,31911.000,25131.000,35.000,93924.156,0.003
1741750505.074,31895.000,25155.000,95.000,93924.156,0.003
1741750505.074,31793.000,25143.000,37.000,93924.156,0.003
1741750505.074,31903.000,25164.000,40.000,93924.156,0.003
1741750505.074,31900.000,25160.000,40.000,93924.156,0.003
1741750505.164,31908.000,25172.000,33.000,93924.250,-0.001
1741750505.164,31889.000,25162.000,22.000,93924.250,-0.001
1741750505.164,31933.000,25163.000,35.000,93924.250,-0.001
1741750505.164,31898.000,25157.000,29.000,93924.250,-0.000
1741750505.164,31879.000,25153.000,22.000,93924.250,-0.000
1741750505.164,31965.000,25123.000,34.000,93924.250,-0.000
1741750505.254,31904.000,25155.000,46.000,93924.336,0.003
1741750505.254,31948.000,25155.000,35.000,93924.336,0.003
1741750505.254,31927.000,25114.000,42.000,93924.336,0.003
1741750505.254,31905.000,25157.000,96.000,93924.336,0.003
1741750505.254,31902.000,25107.000,27.000,93924.336,0.003
1741750505.254,31898.000,25136.000,28.000,93924.336,0.003
1741750505.359,31928.000,25156.000,48.000,93924.445,-0.001
1741750505.359,31911.000,25206.000,31.000,93924.445,-0.001
1741750505.359,31909.000,25165.000,71.000,93924.445,-0.001
1741750505.359,31849.000,25154.000,30.000,93924.445,-0.001
1741750505.359,31900.000,25194.000,28.000,93924.445,-0.001
1741750505.359,31905.000,25152.000,27.000,93924.445,-0.001
1741750505.449,31936.000,25195.000,34.000,93924.531,0.003
1741750505.449,31905.000,25155.000,27.000,93924.531,0.003
1741750505.449,31957.000,25152.000,34.000,93924.531,0.003
1741750505.449,31916.000,25132.000,30.000,93924.531,0.003
1741750505.449,31924.000,25154.000,60.000,93924.531,0.003
1741750505.449,31966.000,25155.000,32.000,93924.531,0.003
1741750505.539,31902.000,25135.000,35.000,93924.625,-0.001
1741750505.539,31904.000,25149.000,24.000,93924.625,-0.001
1741750505.539,31898.000,25135.000,37.000,93924.625,-0.001
1741750505.539,31907.000,25155.000,80.000,93924.625,-0.001
1741750505.539,31849.000,25158.000,26.000,93924.625,-0.001
1741750505.539,31907.000,25211.000,51.000,93924.625,-0.001
1741750505.629,31899.000,25155.000,36.000,93924.711,0.003
1741750505.629,31849.000,25188.000,35.000,93924.711,0.003
1741750505.629,31896.000,25156.000,21.000,93924.711,0.003
1741750505.629,31942.000,25159.000,33.000,93924.711,0.003
1741750505.629,31908.000,25192.000,35.000,93924.711,0.003
1741750505.629,31906.000,25152.000,22.000,93924.711,0.003
1741750505.734,31983.000,25169.000,33.000,93924.820,-0.001
1741750505.734,31901.000,25138.000,38.000,93924.820,-0.001
1741750505.734,31904.000,25156.000,42.000,93924.820,-0.001
1741750505.734,31933.000,25132.000,63.000,93924.820,-0.001
1741750505.734,31899.000,25162.000,99.000,93924.820,-0.001
1741750505.734,31908.000,25152.000,34.000,93924.820,-0.001
1741750505.824,31905.000,25130.000,34.000,93924.906,0.003
1741750505.824,31911.000,25159.000,51.000,93924.906,0.003
1741750505.824,31811.000,25173.000,32.000,93924.906,0.003
1741750505.824,31903.000,25183.000,35.000,93924.906,0.003
1741750505.824,31873.000,25157.000,34.000,93924.906,0.003
1741750505.824,31894.000,25208.000,26.000,93924.906,0.003
1741750505.913,31896.000,25133.000,20.000,93925.000,-0.001
1741750505.913,31936.000,25179.000,27.000,93925.000,-0.001
1741750505.913,31901.000,25164.000,30.000,93925.000,-0.001
1741750505.913,31907.000,25155.000,22.000,93925.000,-0.001
1741750505.913,31926.000,25128.000,28.000,93925.000,-0.001
1741750505.913,31905.000,25170.000,42.000,93925.000,-0.001
1741750506.004,31953.000,25156.000,28.000,93925.086,0.003
1741750506.004,31904.000,25121.000,37.000,93925.086,0.003
1741750506.004,31905.000,25154.000,72.000,93925.086,0.003
1741750506.004,31866.000,25153.000,32.000,93925.086,0.003
1741750506.004,31943.000,25155.000,54.000,93925.086,0.003
1741750506.004,31870.000,25130.000,48.000,93925.086,0.003
1741750506.109,31899.000,25191.000,34.000,93925.195,-0.001
1741750506.109,31911.000,25154.000,74.000,93925.195,-0.001
1741750506.109,31842.000,25155.000,34.000,93925.195,-0.001
1741750506.109,31909.000,25168.000,47.000,93925.195,-0.001
1741750506.109,31909.000,25157.000,36.000,93925.195,-0.001
1741750506.109,31929.000,25177.000,37.000,93925.195,-0.001
1741750506.199,31903.000,25154.000,29.000,93925.281,0.003
1741750506.199,31991.000,25164.000,30.000,93925.281,0.003
1741750506.199,31909.000,25136.000,35.000,93925.281,0.003
1741750506.199,31914.000,25160.000,55.000,93925.281,0.003
1741750506.199,31939.000,25136.000,32.000,93925.281,0.003
1741750506.199,31901.000,25090.000,50.000,93925.281,0.003
1741750506.289,31937.000,25140.000,32.000,93925.375,-0.001
1741750506.289,31903.000,25125.000,50.000,93925.375,-0.001
1741750506.289,31890.000,25154.000,93.000,93925.375,-0.001
1741750506.289,31873.000,25151.000,33.000,93925.375,-0.001
1741750506.289,31887.000,25172.000,30.000,93925.375,-0.001
1741750506.289,31910.000,25157.000,72.000,93925.375,-0.001
1741750506.379,31897.000,25157.000,23.000,93925.461,0.003
1741750506.379,31916.000,25155.000,22.000,93925.461,0.003
1741750506.379,31954.000,25150.000,40.000,93925.461,0.003
1741750506.379,31894.000,25174.000,32.000,93925.461,0.003
1741750506.379,31932.000,25179.000,21.000,93925.461,0.003
1741750506.379,31977.000,25124.000,26.000,93925.461,0.003
1741750506.484,31900.000,25193.000,31.000,93925.570,-0.001
1741750506.484,31924.000,25153.000,44.000,93925.570,-0.001
1741750506.484,31923.000,25125.000,31.000,93925.570,-0.001
1741750506.484,31905.000,25153.000,80.000,93925.570,-0.001
1741750506.484,31884.000,25165.000,29.000,93925.570,-0.001
1741750506.484,31897.000,25130.000,33.000,93925.570,-0.001
1741750506.574,31875.000,25168.000,43.000,93925.656,0.003
1741750506.574,31817.000,25194.000,34.000,93925.656,0.003
1741750506.574,31912.000,25182.000,52.000,93925.656,0.003
1741750506.574,31889.000,25146.000,53.000,93925.656,0.003
1741750506.574,31900.000,25212.000,36.000,93925.656,0.003
1741750506.574,31905.000,25148.000,24.000,93925.656,0.003
1741750506.664,31962.000,25154.000,45.000,93925.750,-0.001
1741750506.664,31900.000,25147.000,30.000,93925.750,-0.001
1741750506.664,31948.000,25157.000,19.000,93925.750,-0.001
1741750506.664,31927.000,25154.000,35.000,93925.750,-0.001
1741750506.664,31901.000,25154.000,33.000,93925.750,-0.001
1741750506.664,31968.000,25152.000,34.000,93925.750,-0.001
1741750506.769,31903.000,25131.000,37.000,93925.852,0.003
1741750506.769,31917.000,25158.000,62.000,93925.852,0.003
1741750506.769,31847.000,25153.000,33.000,93925.852,0.003
1741750506.769,31906.000,25158.000,54.000,93925.852,0.003
1741750506.769,31833.000,25157.000,36.000,93925.852,0.003
1741750506.769,31914.000,25206.000,34.000,93925.852,0.003
1741750506.858,31877.000,25158.000,44.000,93925.945,-0.002
1741750506.858,31844.000,25179.000,35.000,93925.945,-0.002
1741750506.858,31897.000,25194.000,26.000,93925.945,-0.002
1741750506.858,31904.000,25177.000,48.000,93925.945,-0.002
1741750506.858,31922.000,25183.000,22.000,93925.945,-0.002
1741750506.858,31862.000,25153.000,25.000,93925.945,-0.002
1741750506.949,31961.000,25154.000,30.000,93926.031,0.003
1741750506.949,31889.000,25157.000,33.000,93926.031,0.003
1741750506.949,31921.000,25156.000,35.000,93926.031,0.003
1741750506.949,31967.000,25130.000,28.000,93926.031,0.003
1741750506.949,31920.000,25135.000,58.000,93926.031,0.003
1741750506.949,31849.000,25151.000,38.000,93926.031,0.003
1741750507.038,31877.000,25123.000,35.000,93926.125,-0.002
1741750507.038,31909.000,25156.000,99.000,93926.125,-0.002
1741750507.038,31890.000,25156.000,28.000,93926.125,-0.002
1741750507.038,31894.000,25199.000,32.000,93926.125,-0.002
1741750507.038,31933.000,25152.000,42.000,93926.125,-0.002
1741750507.038,31842.000,25213.000,33.000,93926.125,-0.002
1741750507.128,31903.000,25130.000,43.000,93926.211,0.003
1741750507.128,31933.000,25150.000,29.000,93926.211,0.003
1741750507.128,31904.000,25184.000,33.000,93926.211,0.003
1741750507.128,31907.000,25152.000,21.000,93926.211,0.003
1741750507.128,31926.000,25079.000,34.000,93926.211,0.003
1741750507.128,31902.000,25140.000,36.000,93926.211,0.003
1741750507.234,31927.000,25157.000,25.000,93926.320,-0.001
1741750507.234,31898.000,25132.000,43.000,93926.320,-0.001
1741750507.234,31901.000,25154.000,94.000,93926.320,-0.001
1741750507.234,31853.000,25154.000,32.000,93926.320,-0.001
1741750507.234,31906.000,25127.000,34.000,93926.320,-0.001
1741750507.234,31894.000,25133.000,89.000,93926.320,-0.001
1741750507.323,31920.000,25177.000,48.000,93926.406,0.003
1741750507.323,31899.000,25150.000,78.000,93926.406,0.003
1741750507.323,31825.000,25137.000,33.000,93926.406,0.003
1741750507.323,31922.000,25178.000,31.000,93926.406,0.003
1741750507.323,31902.000,25186.000,29.000,93926.406,0.003
1741750507.323,31933.000,25173.000,35.000,93926.406,0.003
1741750507.414,31899.000,25148.000,31.000,93926.500,-0.001
1741750507.414,31955.000,25159.000,37.000,93926.500,-0.001
1741750507.414,31932.000,25123.000,29.000,93926.500,-0.001
1741750507.414,31931.000,25155.000,53.000,93926.500,-0.000
1741750507.414,31969.000,25158.000,28.000,93926.500,-0.000
1741750507.414,31894.000,25114.000,49.000,93926.500,-0.000
1741750507.504,31907.000,25153.000,52.000,93926.586,0.003
1741750507.504,31886.000,25130.000,61.000,93926.586,0.003
1741750507.504,31890.000,25160.000,82.000,93926.586,0.003
1741750507.504,31829.000,25153.000,30.000,93926.586,0.003
1741750507.504,31889.000,25173.000,49.000,93926.586,0.003
1741750507.504,31904.000,25151.000,48.000,93926.586,0.003
1741750507.608,31909.000,25175.000,25.000,93926.695,-0.002
1741750507.608,31886.000,25152.000,28.000,93926.695,-0.002
1741750507.608,31901.000,25153.000,30.000,93926.695,-0.002
1741750507.608,31911.000,25178.000,31.000,93926.695,-0.002
1741750507.608,31883.000,25142.000,24.000,93926.695,-0.002
1741750507.608,31980.000,25150.000,27.000,93926.695,-0.002
1741750507.699,31935.000,25171.000,28.000,93926.781,0.003
1741750507.699,31908.000,25154.000,47.000,93926.781,0.003
1741750507.699,31938.000,25116.000,45.000,93926.781,0.003
1741750507.699,31906.000,25159.000,74.000,93926.781,0.003
1741750507.699,31863.000,25156.000,31.000,93926.781,0.003
1741750507.699,31908.000,25118.000,34.000,93926.781,0.003
1741750507.789,31903.000,25153.000,54.000,93926.875,-0.001
1741750507.789,31851.000,25186.000,34.000,93926.875,-0.001
1741750507.789,31912.000,25180.000,50.000,93926.875,-0.000
1741750507.789,31906.000,25160.000,48.000,93926.875,-0.000
1741750507.789,31908.000,25208.000,32.000,93926.875,-0.000
1741750507.789,31902.000,25158.000,25.000,93926.875,-0.000
1741750507.879,31935.000,25158.000,29.000,93926.961,0.004
1741750507.879,31920.000,25152.000,30.000,93926.961,0.004
1741750507.879,31884.000,25155.000,15.000,93926.961,0.004
1741750507.879,31958.000,25135.000,41.000,93926.961,0.004
1741750507.879,31896.000,25170.000,94.000,93926.961,0.004
1741750507.879,32008.000,25159.000,36.000,93926.961,0.004
1741750507.984,31862.000,25126.000,28.000,93927.070,-0.001
1741750507.984,31915.000,25153.000,64.000,93927.070,-0.001
1741750507.984,31872.000,25138.000,29.000,93927.070,-0.001
1741750507.984,31893.000,25130.000,31.000,93927.070,-0.001
1741750507.984,31841.000,25167.000,35.000,93927.070,-0.001
1741750507.984,31902.000,25198.000,28.000,93927.070,-0.001
1741750508.074,31893.000,25159.000,55.000,93927.156,0.003
1741750508.074,31900.000,25081.000,29.000,93927.156,0.003
1741750508.074,31897.000,25172.000,33.000,93927.156,0.003
1741750508.074,31888.000,25152.000,30.000,93927.156,0.003
1741750508.074,31919.000,25153.000,24.000,93927.156,0.003
1741750508.074,31898.000,25172.000,24.000,93927.156,0.003
1741750508.163,31958.000,25154.000,30.000,93927.250,-0.001
1741750508.163,31900.000,25133.000,35.000,93927.250,-0.001
1741750508.163,31922.000,25175.000,56.000,93927.250,-0.001
1741750508.163,31970.000,25140.000,28.000,93927.250,-0.001
1741750508.163,31900.000,25169.000,59.000,93927.250,-0.001
1741750508.163,31849.000,25152.000,49.000,93927.250,-0.001
1741750508.254,31906.000,25141.000,34.000,93927.336,0.004
1741750508.254,31909.000,25153.000,102.000,93927.336,0.004
1741750508.254,31831.000,25155.000,30.000,93927.336,0.004
1741750508.254,31904.000,25192.000,37.000,93927.336,0.004
1741750508.254,31904.000,25156.000,58.000,93927.336,0.004
1741750508.254,31840.000,25200.000,30.000,93927.336,0.004
1741750508.359,31934.000,25153.000,30.000,93927.445,-0.001
1741750508.359,31972.000,25135.000,30.000,93927.445,-0.001
1741750508.359,31908.000,25182.000,35.000,93927.445,-0.001
1741750508.359,31899.000,25156.000,23.000,93927.445,-0.001
1741750508.359,31958.000,25135.000,35.000,93927.445,-0.001
1741750508.359,31909.000,25081.000,40.000,93927.445,-0.001
1741750508.449,31895.000,25153.000,33.000,93927.531,0.003
1741750508.449,31919.000,25114.000,35.000,93927.531,0.003
1741750508.449,31901.000,25151.000,75.000,93927.531,0.003
1741750508.449,31850.000,25154.000,34.000,93927.531,0.003
1741750508.449,31913.000,25102.000,22.000,93927.531,0.003
1741750508.449,31915.000,25158.000,81.000,93927.531,0.003
1741750508.538,31884.000,25187.000,34.000,93927.625,-0.001
1741750508.538,31890.000,25170.000,47.000,93927.625,-0.001
1741750508.538,31901.000,25155.000,52.000,93927.625,-0.001
1741750508.538,31902.000,25199.000,29.000,93927.625,-0.001
1741750508.538,31894.000,25156.000,25.000,93927.625,-0.001
1741750508.538,31928.000,25173.000,26.000,93927.625,-0.001
1741750508.628,31888.000,25156.000,43.000,93927.711,0.002
1741750508.628,31926.000,25155.000,60.000,93927.711,0.002
1741750508.628,31929.000,25115.000,28.000,93927.711,0.002
1741750508.628,31897.000,25152.000,32.000,93927.711,0.002
1741750508.628,31968.000,25152.000,65.000,93927.711,0.003
1741750508.628,31891.000,25148.000,33.000,93927.711,0.003
1741750508.734,31911.000,25142.000,48.000,93927.820,-0.001
1741750508.734,31863.000,25152.000,28.000,93927.820,-0.001
1741750508.734,31897.000,25150.000,79.000,93927.820,-0.001
1741750508.734,31887.000,25152.000,47.000,93927.820,-0.001
1741750508.734,31894.000,25212.000,47.000,93927.820,-0.001
1741750508.734,31904.000,25139.000,65.000,93927.820,-0.001
1741750508.823,31888.000,25176.000,27.000,93927.906,0.003
1741750508.823,31900.000,25164.000,32.000,93927.906,0.003
1741750508.823,31907.000,25150.000,27.000,93927.906,0.003
1741750508.823,31931.000,25179.000,47.000,93927.906,0.003
1741750508.823,31903.000,25124.000,53.000,93927.906,0.003
1741750508.823,31975.000,25171.000,27.000,93927.906,0.003
1741750508.914,31937.000,25147.000,30.000,93928.000,-0.001
1741750508.914,31895.000,25195.000,68.000,93928.000,-0.001
1741750508.914,31971.000,25137.000,31.000,93928.000,-0.001
1741750508.914,31903.000,25130.000,52.000,93928.000,-0.001
1741750508.914,31848.000,25153.000,32.000,93928.000,-0.001
1741750508.914,31912.000,25133.000,35.000,93928.000,-0.001
1741750509.004,31901.000,25156.000,96.000,93928.086,0.003
1741750509.004,31796.000,25184.000,37.000,93928.086,0.003
1741750509.004,31899.000,25191.000,35.000,93928.086,0.003
1741750509.004,31876.000,25155.000,50.000,93928.086,0.003
1741750509.004,31941.000,25208.000,36.000,93928.086,0.003
1741750509.004,31899.000,25152.000,26.000,93928.086,0.003
1741750509.108,31904.000,25169.000,37.000,93928.195,-0.001
1741750509.108,31895.000,25160.000,27.000,93928.195,-0.001
1741750509.108,31902.000,25152.000,24.000,93928.195,-0.001
1741750509.108,31974.000,25134.000,29.000,93928.195,-0.001
1741750509.108,31894.000,25155.000,47.000,93928.195,-0.001
1741750509.108,31949.000,25155.000,77.000,93928.195,-0.001
1741750509.198,31924.000,25114.000,26.000,93928.281,0.003
1741750509.198,31899.000,25135.000,96.000,93928.281,0.003
1741750509.198,31871.000,25155.000,32.000,93928.281,0.003
1741750509.198,31896.000,25137.000,33.000,93928.281,0.003
1741750509.198,31909.000,25149.000,78.000,93928.281,0.003
1741750509.198,31837.000,25200.000,31.000,93928.281,0.003
1741750509.288,31900.000,25134.000,33.000,93928.375,-0.001
1741750509.288,31844.000,25152.000,26.000,93928.375,-0.001
1741750509.288,31896.000,25216.000,30.000,93928.375,-0.001
1741750509.288,31883.000,25148.000,33.000,93928.375,-0.001
1741750509.288,31932.000,25209.000,30.000,93928.375,-0.001
1741750509.288,31898.000,25155.000,26.000,93928.375,-0.001
1741750509.379,31903.000,25159.000,25.000,93928.461,0.003
1741750509.379,31893.000,25123.000,27.000,93928.461,0.003
1741750509.379,31911.000,25147.000,58.000,93928.461,0.003
1741750509.379,31967.000,25151.000,30.000,93928.461,0.003
1741750509.379,31910.000,25157.000,55.000,93928.461,0.003
1741750509.379,31895.000,25157.000,62.000,93928.461,0.003
1741750509.483,31907.000,25153.000,34.000,93928.570,-0.002
1741750509.483,31898.000,25143.000,91.000,93928.570,-0.002
1741750509.483,31803.000,25158.000,30.000,93928.570,-0.002
1741750509.483,31906.000,25198.000,34.000,93928.570,-0.002
1741750509.483,31902.000,25129.000,61.000,93928.570,-0.002
1741750509.483,31848.000,25188.000,33.000,93928.570,-0.002
1741750509.574,31898.000,25150.000,34.000,93928.656,0.003
1741750509.574,31901.000,25157.000,42.000,93928.656,0.003
1741750509.574,31928.000,25179.000,30.000,93928.656,0.003
1741750509.574,31902.000,25157.000,18.000,93928.656,0.003
1741750509.574,31985.000,25154.000,31.000,93928.656,0.003
1741750509.574,31904.000,25066.000,38.000,93928.656,0.003
1741750509.664,31910.000,25159.000,53.000,93928.750,-0.000
1741750509.664,31909.000,25110.000,38.000,93928.750,-0.000
1741750509.664,31902.000,25160.000,106.000,93928.750,-0.000
1741750509.664,31915.000,25157.000,35.000,93928.750,-0.000
1741750509.664,31903.000,25129.000,56.000,93928.750,-0.000
1741750509.664,31898.000,25149.000,103.000,93928.750,-0.000
1741750509.754,31821.000,25152.000,28.000,93928.836,0.003
1741750509.754,31898.000,25143.000,54.000,93928.836,0.003
1741750509.754,31867.000,25154.000,50.000,93928.836,0.003
1741750509.754,31909.000,25196.000,28.000,93928.836,0.003
1741750509.754,31899.000,25152.000,26.000,93928.836,0.003
1741750509.754,31926.000,25151.000,27.000,93928.836,0.004
1741750509.859,31899.000,25162.000,38.000,93928.945,-0.001
1741750509.859,31907.000,25144.000,32.000,93928.945,-0.001
1741750509.859,31961.000,25123.000,28.000,93928.945,-0.001
1741750509.859,31903.000,25165.000,40.000,93928.945,-0.001
1741750509.859,31977.000,25164.000,28.000,93928.945,-0.001
1741750509.859,31895.000,25146.000,31.000,93928.945,-0.001
1741750509.948,31900.000,25152.000,73.000,93929.031,0.003
1741750509.948,31899.000,25146.000,30.000,93929.031,0.003
1741750509.948,31909.000,25130.000,57.000,93929.031,0.003
1741750509.948,31893.000,25166.000,47.000,93929.031,0.003
1741750509.948,31920.000,25194.000,34.000,93929.031,0.003
1741750509.948,31882.000,25148.000,69.000,93929.031,0.003
1741750510.038,31822.000,25122.000,28.000,93929.125,-0.001
1741750510.038,31906.000,25171.000,37.000,93929.125,-0.001
1741750510.038,31921.000,25158.000,28.000,93929.125,-0.001
1741750510.038,31934.000,25209.000,29.000,93929.125,-0.001
1741750510.038,31914.000,25163.000,26.000,93929.125,-0.001
1741750510.038,31942.000,25156.000,37.000,93929.125,-0.001
1741750510.129,31940.000,25117.000,35.000,93929.211,0.003
1741750510.129,31889.000,25158.000,39.000,93929.211,0.003
1741750510.129,31970.000,25137.000,32.000,93929.211,0.004
1741750510.129,31914.000,25065.000,31.000,93929.211,0.004
1741750510.129,31847.000,25158.000,51.000,93929.211,0.004
1741750510.129,31902.000,25126.000,27.000,93929.211,0.004
1741750510.234,31898.000,25155.000,85.000,93929.320,-0.001
