timestamps,PPG1,PPG2,PPG3,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1741750518.483,31896.000,25156.000,74.000,93937.570,-0.002
1741750518.483,31862.000,25147.000,33.000,93937.570,-0.002
1741750518.483,31902.000,25151.000,52.000,93937.570,-0.002
1741750518.483,31822.000,25150.000,36.000,93937.570,-0.002
1741750518.483,31911.000,25207.000,24.000,93937.570,-0.002
1741750518.573,31876.000,25144.000,68.000,93937.656,0.002
1741750518.573,31836.000,25131.000,59.000,93937.656,0.002
1741750518.573,31902.000,25193.000,26.000,93937.656,0.002
1741750518.573,31891.000,25153.000,33.000,93937.656,0.002
1741750518.573,31900.000,25187.000,29.000,93937.656,0.002
1741750518.573,31878.000,25154.000,27.000,93937.656,0.003
1741750518.663,31940.000,25124.000,27.000,93937.750,-0.002
1741750518.663,31931.000,25161.000,26.000,93937.750,-0.002
1741750518.663,31906.000,25150.000,59.000,93937.750,-0.002
1741750518.663,31930.000,25137.000,26.000,93937.750,-0.002
1741750518.663,31914.000,25141.000,61.000,93937.750,-0.002
1741750518.663,31846.000,25140.000,64.000,93937.750,-0.002
1741750518.753,31893.000,25138.000,33.000,93937.836,0.002
1741750518.753,31912.000,25146.000,86.000,93937.836,0.002
1741750518.753,31802.000,25150.000,30.000,93937.836,0.002
1741750518.753,31906.000,25193.000,33.000,93937.836,0.002
1741750518.753,31900.000,25157.000,34.000,93937.836,0.002
1741750518.753,31846.000,25215.000,34.000,93937.836,0.002
1741750518.858,31900.000,25145.000,22.000,93937.945,-0.002
1741750518.858,31854.000,25144.000,32.000,93937.945,-0.002
1741750518.858,31907.000,25186.000,30.000,93937.945,-0.002
1741750518.858,31902.000,25149.000,21.000,93937.945,-0.002
1741750518.858,31953.000,25131.000,33.000,93937.945,-0.002
1741750518.858,31926.000,25141.000,32.000,93937.945,-0.002
1741750518.948,31924.000,25152.000,33.000,93938.031,0.003
1741750518.948,31900.000,25131.000,44.000,93938.031,0.003
1741750518.948,31905.000,25154.000,93.000,93938.031,0.003
1741750518.948,31852.000,25158.000,34.000,93938.031,0.003
1741750518.948,31906.000,25175.000,26.000,93938.031,0.003
1741750518.948,31893.000,25157.000,78.000,93938.031,0.003
1741750519.039,31923.000,25162.000,38.000,93938.125,-0.001
1741750519.039,31906.000,25169.000,63.000,93938.125,-0.001
1741750519.039,31828.000,25151.000,37.000,93938.125,-0.001
1741750519.039,31906.000,25218.000,21.000,93938.125,-0.001
1741750519.039,31889.000,25159.000,36.000,93938.125,-0.001
1741750519.039,31938.000,25162.000,33.000,93938.125,-0.001
1741750519.128,31901.000,25151.000,26.000,93938.211,0.002
1741750519.128,31901.000,25144.000,31.000,93938.211,0.002
1741750519.128,31912.000,25063.000,27.000,93938.211,0.002
1741750519.128,31898.000,25155.000,54.000,93938.211,0.002
1741750519.128,31989.000,25121.000,33.000,93938.211,0.002
1741750519.128,31900.000,25115.000,59.000,93938.211,0.002
1741750519.233,31901.000,25149.000,48.000,93938.320,-0.002
1741750519.233,31899.000,25131.000,30.000,93938.320,-0.002
1741750519.233,31901.000,25155.000,108.000,93938.320,-0.002
1741750519.233,31827.000,25148.000,34.000,93938.320,-0.002
1741750519.233,31900.000,25189.000,29.000,93938.320,-0.002
1741750519.233,31848.000,25146.000,61.000,93938.320,-0.002
1741750519.324,31875.000,25150.000,23.000,93938.406,0.003
1741750519.324,31902.000,25137.000,26.000,93938.406,0.003
1741750519.324,31899.000,25144.000,34.000,93938.406,0.003
1741750519.324,31922.000,25171.000,24.000,93938.406,0.003
1741750519.324,31875.000,25110.000,28.000,93938.406,0.004
1741750519.324,31947.000,25158.000,28.000,93938.406,0.004
1741750519.413,31936.000,25142.000,35.000,93938.500,-0.001
1741750519.413,31900.000,25145.000,52.000,93938.500,-0.001
1741750519.413,31935.000,25118.000,56.000,93938.500,-0.001
1741750519.413,31928.000,25122.000,62.000,93938.500,-0.001
1741750519.413,31861.000,25154.000,33.000,93938.500,-0.001
1741750519.413,31879.000,25159.000,35.000,93938.500,-0.001
1741750519.503,31913.000,25168.000,77.000,93938.586,0.003
1741750519.503,31805.000,25187.000,36.000,93938.586,0.003
1741750519.503,31909.000,25173.000,47.000,93938.586,0.003
1741750519.503,31923.000,25151.000,42.000,93938.586,0.003
1741750519.503,31909.000,25211.000,27.000,93938.586,0.003
1741750519.503,31898.000,25151.000,30.000,93938.586,0.003
1741750519.608,31910.000,25149.000,30.000,93938.695,-0.002
1741750519.608,31889.000,25188.000,30.000,93938.695,-0.002
1741750519.608,31904.000,25152.000,24.000,93938.695,-0.002
1741750519.608,31961.000,25134.000,32.000,93938.695,-0.002
1741750519.608,31886.000,25202.000,67.000,93938.695,-0.002
1741750519.608,31967.000,25112.000,38.000,93938.695,-0.002
1741750519.698,31898.000,25083.000,22.000,93938.781,0.002
1741750519.698,31892.000,25154.000,75.000,93938.781,0.002
1741750519.698,31866.000,25134.000,29.000,93938.781,0.002
1741750519.698,31899.000,25135.000,30.000,93938.781,0.002
1741750519.698,31854.000,25151.000,50.000,93938.781,0.002
1741750519.698,31866.000,25183.000,49.000,93938.781,0.002
1741750519.788,31902.000,25134.000,59.000,93938.875,-0.001
1741750519.788,31821.000,25136.000,33.000,93938.875,-0.001
1741750519.788,31904.000,25213.000,29.000,93938.875,-0.001
1741750519.788,31892.000,25146.000,38.000,93938.875,-0.001
1741750519.788,31923.000,25167.000,24.000,93938.875,-0.001
1741750519.788,31899.000,25167.000,29.000,93938.875,-0.001
1741750519.879,31946.000,25176.000,33.000,93938.961,0.004
1741750519.879,31906.000,25090.000,30.000,93938.961,0.004
1741750519.879,31902.000,25149.000,59.000,93938.961,0.004
1741750519.879,31937.000,25160.000,29.000,93938.961,0.004
1741750519.879,31919.000,25162.000,61.000,93938.961,0.004
1741750519.879,31841.000,25150.000,55.000,93938.961,0.004
1741750519.984,31914.000,25133.000,34.000,93939.070,-0.001
1741750519.984,31910.000,25147.000,104.000,93939.070,-0.001
1741750519.984,31821.000,25149.000,34.000,93939.070,-0.001
1741750519.984,31904.000,25192.000,32.000,93939.070,-0.001
1741750519.984,31868.000,25155.000,37.000,93939.070,-0.001
1741750519.984,31836.000,25165.000,37.000,93939.070,-0.001
1741750520.074,31903.000,25150.000,28.000,93939.156,0.003
1741750520.074,31944.000,25159.000,32.000,93939.156,0.003
1741750520.074,31907.000,25182.000,38.000,93939.156,0.003
1741750520.074,31883.000,25137.000,27.000,93939.156,0.003
1741750520.074,31938.000,25131.000,37.000,93939.156,0.003
1741750520.074,31905.000,25073.000,33.000,93939.156,0.003
1741750520.163,31886.000,25138.000,33.000,93939.250,-0.001
1741750520.163,31902.000,25111.000,34.000,93939.250,-0.001
1741750520.163,31897.000,25153.000,86.000,93939.250,-0.001
1741750520.163,31849.000,25151.000,34.000,93939.250,-0.001
1741750520.163,31915.000,25125.000,23.000,93939.250,-0.001
1741750520.163,31899.000,25158.000,103.000,93939.250,-0.001
1741750520.254,31891.000,25194.000,33.000,93939.336,0.003
1741750520.254,31903.000,25165.000,37.000,93939.336,0.003
1741750520.254,31830.000,25146.000,36.000,93939.336,0.003
1741750520.254,31888.000,25175.000,25.000,93939.336,0.003
1741750520.254,31900.000,25160.000,24.000,93939.336,0.004
1741750520.254,31933.000,25139.000,30.000,93939.336,0.004
1741750520.358,31901.000,25163.000,33.000,93939.445,-0.002
1741750520.358,31927.000,25110.000,32.000,93939.445,-0.002
1741750520.358,31907.000,25123.000,27.000,93939.445,-0.002
1741750520.358,31899.000,25155.000,26.000,93939.445,-0.002
1741750520.358,31961.000,25144.000,31.000,93939.445,-0.002
1741750520.358,31891.000,25145.000,41.000,93939.445,-0.002
1741750520.448,31897.000,25143.000,60.000,93939.531,0.002
1741750520.448,31902.000,25159.000,26.000,93939.531,0.002
1741750520.448,31902.000,25154.000,79.000,93939.531,0.002
1741750520.448,31892.000,25139.000,54.000,93939.531,0.002
1741750520.448,31899.000,25198.000,57.000,93939.531,0.002
1741750520.448,31906.000,25141.000,61.000,93939.531,0.002
1741750520.538,31832.000,25136.000,29.000,93939.625,-0.001
1741750520.538,31904.000,25163.000,42.000,93939.625,-0.001
1741750520.538,31873.000,25142.000,28.000,93939.625,-0.001
1741750520.538,31915.000,25180.000,32.000,93939.625,-0.001
1741750520.538,31903.000,25147.000,25.000,93939.625,-0.001
1741750520.538,31959.000,25153.000,32.000,93939.625,-0.001
1741750520.628,31903.000,25081.000,30.000,93939.711,0.002
1741750520.628,31921.000,25157.000,52.000,93939.711,0.002
1741750520.628,31967.000,25152.000,35.000,93939.711,0.002
1741750520.628,31906.000,25130.000,50.000,93939.711,0.002
1741750520.628,31853.000,25153.000,36.000,93939.711,0.002
1741750520.628,31918.000,25131.000,49.000,93939.711,0.002
1741750520.733,31898.000,25157.000,95.000,93939.820,-0.002
1741750520.733,31819.000,25164.000,33.000,93939.820,-0.002
1741750520.733,31910.000,25193.000,40.000,93939.820,-0.002
1741750520.733,31900.000,25155.000,57.000,93939.820,-0.002
1741750520.733,31893.000,25211.000,48.000,93939.820,-0.002
1741750520.733,31861.000,25153.000,33.000,93939.820,-0.002
1741750520.823,31918.000,25150.000,35.000,93939.906,0.002
1741750520.823,31895.000,25162.000,28.000,93939.906,0.002
1741750520.823,31896.000,25188.000,33.000,93939.906,0.002
1741750520.823,31975.000,25129.000,31.000,93939.906,0.002
1741750520.823,31899.000,25141.000,37.000,93939.906,0.002
1741750520.823,31928.000,25139.000,80.000,93939.906,0.002
1741750520.913,31897.000,25099.000,35.000,93940.000,-0.001
1741750520.913,31903.000,25148.000,98.000,93940.000,-0.001
1741750520.913,31859.000,25144.000,29.000,93940.000,-0.001
1741750520.913,31870.000,25092.000,48.000,93940.000,-0.001
1741750520.913,31898.000,25138.000,47.000,93940.000,-0.001
1741750520.913,31811.000,25207.000,28.000,93940.000,-0.001
1741750521.003,31916.000,25162.000,54.000,93940.086,0.002
1741750521.003,31829.000,25145.000,50.000,93940.086,0.002
1741750521.003,31905.000,25212.000,35.000,93940.086,0.002
1741750521.003,31874.000,25142.000,19.000,93940.086,0.002
1741750521.003,31927.000,25175.000,29.000,93940.086,0.002
1741750521.003,31903.000,25156.000,24.000,93940.086,0.002
1741750521.108,31936.000,25148.000,29.000,93940.195,-0.001
1741750521.108,31907.000,25146.000,33.000,93940.195,-0.001
1741750521.108,31896.000,25144.000,45.000,93940.195,-0.001
1741750521.108,31966.000,25150.000,31.000,93940.195,-0.001
1741750521.108,31907.000,25137.000,47.000,93940.195,-0.001
1741750521.108,31901.000,25114.000,74.000,93940.195,-0.001
1741750521.198,31915.000,25149.000,27.000,93940.281,0.002
1741750521.198,31906.000,25151.000,136.000,93940.281,0.002
1741750521.198,31803.000,25154.000,36.000,93940.281,0.002
1741750521.198,31902.000,25190.000,43.000,93940.281,0.002
1741750521.198,31905.000,25151.000,65.000,93940.281,0.003
1741750521.198,31853.000,25181.000,36.000,93940.281,0.003
1741750521.288,31904.000,25153.000,32.000,93940.375,-0.002
1741750521.288,31902.000,25153.000,38.000,93940.375,-0.002
1741750521.288,31925.000,25183.000,27.000,93940.375,-0.002
1741750521.288,31884.000,25135.000,26.000,93940.375,-0.002
1741750521.288,31966.000,25144.000,36.000,93940.375,-0.002
1741750521.288,31895.000,25127.000,29.000,93940.375,-0.002
1741750521.379,31906.000,25135.000,56.000,93940.461,0.003
1741750521.379,31912.000,25145.000,42.000,93940.461,0.003
1741750521.379,31918.000,25139.000,103.000,93940.461,0.003
1741750521.379,31864.000,25147.000,34.000,93940.461,0.003
1741750521.379,31878.000,25134.000,26.000,93940.461,0.003
1741750521.379,31905.000,25153.000,103.000,93940.461,0.003
1741750521.483,31885.000,25154.000,38.000,93940.570,-0.002
1741750521.483,31899.000,25154.000,56.000,93940.570,-0.002
1741750521.483,31869.000,25146.000,50.000,93940.570,-0.002
1741750521.483,31882.000,25211.000,21.000,93940.570,-0.002
1741750521.483,31878.000,25152.000,20.000,93940.570,-0.002
1741750521.483,31932.000,25145.000,30.000,93940.570,-0.002
1741750521.573,31878.000,25160.000,33.000,93940.656,0.002
1741750521.573,31920.000,25120.000,34.000,93940.656,0.002
1741750521.573,31948.000,25112.000,25.000,93940.656,0.002
1741750521.573,31908.000,25166.000,36.000,93940.656,0.002
1741750521.573,31937.000,25141.000,48.000,93940.656,0.002
1741750521.573,31904.000,25116.000,34.000,93940.656,0.002
1741750521.663,31895.000,25127.000,70.000,93940.750,-0.001
1741750521.663,31856.000,25142.000,32.000,93940.750,-0.001
1741750521.663,31907.000,25134.000,56.000,93940.750,-0.001
1741750521.663,31903.000,25145.000,56.000,93940.750,-0.001
1741750521.663,31907.000,25204.000,32.000,93940.750,-0.001
1741750521.663,31903.000,25154.000,61.000,93940.750,-0.001
1741750521.754,31840.000,25151.000,29.000,93940.836,0.003
1741750521.754,31938.000,25174.000,31.000,93940.836,0.003
1741750521.754,31881.000,25152.000,18.000,93940.836,0.003
1741750521.754,31929.000,25159.000,35.000,93940.836,0.003
1741750521.754,31905.000,25155.000,22.000,93940.836,0.003
1741750521.754,31982.000,25154.000,40.000,93940.836,0.003
1741750521.859,31899.000,25143.000,53.000,93940.945,-0.001
1741750521.859,31926.000,25188.000,62.000,93940.945,-0.001
1741750521.859,31961.000,25133.000,34.000,93940.945,-0.001
1741750521.859,31894.000,25097.000,30.000,93940.945,-0.001
1741750521.859,31899.000,25151.000,37.000,93940.945,-0.001
1741750521.859,31924.000,25129.000,34.000,93940.945,-0.001
1741750521.949,31903.000,25155.000,91.000,93941.031,0.003
1741750521.949,31810.000,25146.000,34.000,93941.031,0.003
1741750521.949,31900.000,25194.000,33.000,93941.031,0.003
1741750521.949,31904.000,25142.000,70.000,93941.031,0.004
1741750521.949,31846.000,25181.000,22.000,93941.031,0.004
1741750521.949,31902.000,25181.000,22.000,93941.031,0.004
1741750522.039,31905.000,25145.000,34.000,93941.125,-0.001
1741750522.039,31923.000,25231.000,26.000,93941.125,-0.001
1741750522.039,31899.000,25152.000,25.000,93941.125,-0.001
1741750522.039,31971.000,25129.000,34.000,93941.125,-0.001
1741750522.039,31914.000,25117.000,46.000,93941.125,-0.001
1741750522.039,31923.000,25139.000,49.000,93941.125,-0.001
1741750522.128,31898.000,25145.000,33.000,93941.211,0.002
1741750522.128,31905.000,25140.000,71.000,93941.211,0.002
1741750522.128,31855.000,25121.000,31.000,93941.211,0.002
1741750522.128,31905.000,25130.000,34.000,93941.211,0.002
1741750522.128,31901.000,25144.000,57.000,93941.211,0.002
1741750522.128,31820.000,25185.000,32.000,93941.211,0.003
1741750522.233,31903.000,25148.000,53.000,93941.320,-0.002
1741750522.233,31800.000,25124.000,31.000,93941.320,-0.002
1741750522.233,31900.000,25185.000,30.000,93941.320,-0.002
1741750522.233,31900.000,25144.000,26.000,93941.320,-0.002
1741750522.233,31933.000,25183.000,32.000,93941.320,-0.002
1741750522.233,31905.000,25147.000,29.000,93941.320,-0.002
1741750522.323,31905.000,25153.000,34.000,93941.406,0.002
1741750522.323,31904.000,25142.000,57.000,93941.406,0.002
1741750522.323,31919.000,25148.000,60.000,93941.406,0.002
1741750522.323,31965.000,25147.000,38.000,93941.406,0.002
1741750522.323,31931.000,25133.000,31.000,93941.406,0.002
1741750522.323,31896.000,25152.000,95.000,93941.406,0.002
1741750522.413,31885.000,25146.000,33.000,93941.500,-0.002
1741750522.413,31901.000,25151.000,76.000,93941.500,-0.002
1741750522.413,31830.000,25148.000,56.000,93941.500,-0.002
1741750522.413,31910.000,25210.000,33.000,93941.500,-0.002
1741750522.413,31896.000,25149.000,61.000,93941.500,-0.002
1741750522.413,31828.000,25177.000,36.000,93941.500,-0.002
1741750522.503,31919.000,25174.000,27.000,93941.586,0.002
1741750522.503,31909.000,25152.000,40.000,93941.586,0.002
1741750522.503,31928.000,25183.000,31.000,93941.586,0.002
1741750522.503,31904.000,25155.000,23.000,93941.586,0.002
1741750522.503,31987.000,25150.000,34.000,93941.586,0.002
1741750522.503,31894.000,25131.000,21.000,93941.586,0.002
1741750522.608,31900.000,25147.000,33.000,93941.695,-0.002
1741750522.608,31923.000,25116.000,25.000,93941.695,-0.002
1741750522.608,31907.000,25134.000,47.000,93941.695,-0.002
1741750522.608,31900.000,25142.000,53.000,93941.695,-0.002
1741750522.608,31889.000,25135.000,49.000,93941.695,-0.002
1741750522.608,31908.000,25153.000,100.000,93941.695,-0.002
1741750522.698,31794.000,25140.000,31.000,93941.781,0.002
1741750522.698,31868.000,25174.000,63.000,93941.781,0.002
1741750522.698,31902.000,25144.000,32.000,93941.781,0.002
1741750522.698,31838.000,25159.000,42.000,93941.781,0.002
1741750522.698,31907.000,25151.000,25.000,93941.781,0.002
1741750522.698,31929.000,25143.000,50.000,93941.781,0.002
1741750522.788,31937.000,25157.000,35.000,93941.875,-0.001
1741750522.788,31903.000,25145.000,22.000,93941.875,-0.001
1741750522.788,31977.000,25163.000,33.000,93941.875,-0.001
1741750522.788,31901.000,25142.000,55.000,93941.875,-0.001
1741750522.788,31940.000,25132.000,34.000,93941.875,-0.001
1741750522.788,31902.000,25115.000,43.000,93941.875,-0.001
1741750522.878,31889.000,25124.000,50.000,93941.961,0.003
1741750522.878,31860.000,25149.000,37.000,93941.961,0.003
1741750522.878,31907.000,25130.000,24.000,93941.961,0.003
1741750522.878,31901.000,25157.000,73.000,93941.961,0.003
1741750522.878,31907.000,25203.000,36.000,93941.961,0.003
1741750522.878,31897.000,25152.000,70.000,93941.961,0.003
1741750522.984,31852.000,25153.000,34.000,93942.070,-0.001
1741750522.984,31907.000,25160.000,31.000,93942.070,-0.001
1741750522.984,31901.000,25153.000,28.000,93942.070,-0.001
1741750522.984,31936.000,25175.000,35.000,93942.070,-0.001
1741750522.984,31903.000,25131.000,25.000,93942.070,-0.001
1741750522.984,31979.000,25155.000,33.000,93942.070,-0.001
1741750523.073,31897.000,25135.000,28.000,93942.156,0.002
1741750523.073,31917.000,25175.000,59.000,93942.156,0.002
1741750523.073,31970.000,25147.000,34.000,93942.156,0.002
1741750523.073,31891.000,25117.000,26.000,93942.156,0.002
1741750523.073,31900.000,25156.000,52.000,93942.156,0.002
1741750523.073,31866.000,25124.000,31.000,93942.156,0.002
1741750523.163,31900.000,25152.000,59.000,93942.250,-0.002
1741750523.163,31817.000,25140.000,29.000,93942.250,-0.002
1741750523.163,31884.000,25207.000,34.000,93942.250,-0.002
1741750523.163,31909.000,25149.000,68.000,93942.250,-0.002
1741750523.163,31880.000,25174.000,32.000,93942.250,-0.002
1741750523.163,31905.000,25177.000,24.000,93942.250,-0.002
1741750523.253,31906.000,25158.000,25.000,93942.336,0.002
1741750523.253,31890.000,25178.000,27.000,93942.336,0.002
1741750523.253,31927.000,25153.000,18.000,93942.336,0.002
1741750523.253,31975.000,25145.000,30.000,93942.336,0.002
1741750523.253,31899.000,25145.000,41.000,93942.336,0.002
1741750523.253,31904.000,25139.000,23.000,93942.336,0.002
1741750523.358,31905.000,25149.000,61.000,93942.445,-0.002
1741750523.358,31959.000,25147.000,102.000,93942.445,-0.002
1741750523.358,31852.000,25154.000,32.000,93942.445,-0.002
1741750523.358,31902.000,25119.000,34.000,93942.445,-0.002
1741750523.358,31901.000,25151.000,73.000,93942.445,-0.002
1741750523.358,31800.000,25175.000,38.000,93942.445,-0.002
1741750523.449,31928.000,25150.000,27.000,93942.531,0.003
1741750523.449,31861.000,25158.000,45.000,93942.531,0.003
1741750523.449,31892.000,25204.000,29.000,93942.531,0.003
1741750523.449,31902.000,25149.000,22.000,93942.531,0.003
1741750523.449,31904.000,25150.000,32.000,93942.531,0.003
1741750523.449,31900.000,25160.000,32.000,93942.531,0.003
1741750523.539,31893.000,25141.000,35.000,93942.625,-0.001
1741750523.539,31922.000,25132.000,32.000,93942.625,-0.001
1741750523.539,31897.000,25168.000,71.000,93942.625,-0.001
1741750523.539,31944.000,25152.000,37.000,93942.625,-0.001
1741750523.539,31900.000,25091.000,29.000,93942.625,-0.001
1741750523.539,31933.000,25151.000,68.000,93942.625,-0.001
1741750523.629,31859.000,25152.000,36.000,93942.711,0.004
1741750523.629,31897.000,25139.000,53.000,93942.711,0.004
1741750523.629,31880.000,25125.000,58.000,93942.711,0.004
1741750523.629,31905.000,25192.000,33.000,93942.711,0.004
1741750523.629,31903.000,25163.000,70.000,93942.711,0.004
1741750523.629,31842.000,25145.000,27.000,93942.711,0.004
1741750523.734,31858.000,25162.000,31.000,93942.820,-0.001
1741750523.734,31908.000,25152.000,28.000,93942.820,-0.001
1741750523.734,31922.000,25171.000,25.000,93942.820,-0.001
1741750523.734,31901.000,25176.000,31.000,93942.820,-0.001
1741750523.734,31989.000,25134.000,26.000,93942.820,-0.001
1741750523.734,31893.000,25124.000,30.000,93942.820,-0.001
1741750523.824,31921.000,25149.000,19.000,93942.906,0.003
1741750523.824,31965.000,25140.000,32.000,93942.906,0.003
1741750523.824,31895.000,25098.000,53.000,93942.906,0.003
1741750523.824,31899.000,25128.000,51.000,93942.906,0.003
1741750523.824,31894.000,25134.000,35.000,93942.906,0.003
1741750523.824,31900.000,25151.000,53.000,93942.906,0.003
1741750523.913,31854.000,25185.000,35.000,93943.000,-0.002
1741750523.913,31892.000,25170.000,35.000,93943.000,-0.002
1741750523.913,31905.000,25149.000,61.000,93943.000,-0.002
1741750523.913,31848.000,25205.000,29.000,93943.000,-0.002
1741750523.913,31903.000,25153.000,16.000,93943.000,-0.002
1741750523.913,31939.000,25154.000,44.000,93943.000,-0.002
1741750524.003,31905.000,25142.000,32.000,93943.086,0.003
1741750524.003,31899.000,25151.000,40.000,93943.086,0.003
1741750524.003,31977.000,25130.000,36.000,93943.086,0.003
1741750524.003,31901.000,25068.000,28.000,93943.086,0.003
1741750524.003,31921.000,25153.000,32.000,93943.086,0.003
1741750524.003,31932.000,25114.000,32.000,93943.086,0.003
1741750524.108,31905.000,25154.000,73.000,93943.195,-0.001
1741750524.108,31860.000,25184.000,33.000,93943.195,-0.001
1741750524.108,31901.000,25135.000,32.000,93943.195,-0.001
1741750524.108,31902.000,25152.000,140.000,93943.195,-0.001
1741750524.108,31883.000,25190.000,35.000,93943.195,-0.001
1741750524.108,31895.000,25188.000,46.000,93943.195,-0.001
1741750524.199,31895.000,25151.000,36.000,93943.281,0.003
1741750524.199,31898.000,25208.000,34.000,93943.281,0.003
1741750524.199,31894.000,25152.000,35.000,93943.281,0.003
1741750524.199,31934.000,25151.000,32.000,93943.281,0.003
1741750524.199,31905.000,25165.000,30.000,93943.281,0.003
1741750524.199,31929.000,25152.000,29.000,93943.281,0.003
1741750524.289,31911.000,25159.000,30.000,93943.375,-0.001
1741750524.289,31917.000,25157.000,58.000,93943.375,-0.001
1741750524.289,31970.000,25147.000,29.000,93943.375,-0.001
1741750524.289,31867.000,25104.000,40.000,93943.375,-0.001
1741750524.289,31907.000,25153.000,43.000,93943.375,-0.000
1741750524.289,31828.000,25145.000,32.000,93943.375,-0.000
1741750524.379,31893.000,25137.000,35.000,93943.461,0.003
1741750524.379,31828.000,25143.000,27.000,93943.461,0.003
1741750524.379,31889.000,25206.000,27.000,93943.461,0.003
1741750524.379,31904.000,25151.000,63.000,93943.461,0.003
1741750524.379,31828.000,25183.000,34.000,93943.461,0.003
1741750524.379,31902.000,25185.000,29.000,93943.461,0.003
1741750524.484,31898.000,25168.000,31.000,93943.570,-0.001
1741750524.484,31898.000,25166.000,32.000,93943.570,-0.001
1741750524.484,31907.000,25152.000,18.000,93943.570,-0.001
1741750524.484,31953.000,25163.000,36.000,93943.570,-0.001
1741750524.484,31910.000,25127.000,58.000,93943.570,-0.001
1741750524.484,31901.000,25150.000,52.000,93943.570,-0.001
1741750524.573,31919.000,25153.000,32.000,93943.656,0.003
1741750524.573,31906.000,25149.000,62.000,93943.656,0.003
1741750524.573,31848.000,25153.000,64.000,93943.656,0.003
1741750524.573,31938.000,25128.000,32.000,93943.656,0.003
1741750524.573,31898.000,25152.000,69.000,93943.656,0.003
1741750524.573,31861.000,25162.000,37.000,93943.656,0.003
1741750524.663,31936.000,25167.000,31.000,93943.750,-0.001
1741750524.663,31902.000,25154.000,47.000,93943.750,-0.001
1741750524.663,31931.000,25222.000,35.000,93943.750,-0.001
1741750524.663,31889.000,25135.000,22.000,93943.750,-0.001
1741750524.663,31940.000,25146.000,34.000,93943.750,-0.001
1741750524.663,31903.000,25186.000,26.000,93943.750,-0.001
1741750524.754,31910.000,25173.000,31.000,93943.836,0.004
1741750524.754,31925.000,25131.000,29.000,93943.836,0.004
1741750524.754,31890.000,25144.000,35.000,93943.836,0.004
1741750524.754,31948.000,25154.000,72.000,93943.836,0.004
1741750524.754,31895.000,25115.000,42.000,93943.836,0.004
1741750524.754,31904.000,25156.000,98.000,93943.836,0.004
1741750524.844,31864.000,25129.000,43.000,93943.930,-0.000
1741750524.844,31905.000,25153.000,29.000,93943.930,-0.000
1741750524.844,31900.000,25145.000,74.000,93943.930,-0.000
1741750524.844,31844.000,25174.000,32.000,93943.930,-0.000
1741750524.844,31895.000,25151.000,48.000,93943.930,-0.000
1741750524.844,31838.000,25141.000,25.000,93943.930,-0.000
1741750524.948,31892.000,25196.000,29.000,93944.031,0.002
1741750524.948,31897.000,25147.000,32.000,93944.031,0.002
1741750524.948,31912.000,25232.000,34.000,93944.031,0.002
1741750524.948,31907.000,25149.000,34.000,93944.031,0.002
1741750524.948,31951.000,25161.000,33.000,93944.031,0.002
1741750524.948,31914.000,25130.000,31.000,93944.031,0.003
1741750525.039,31907.000,25143.000,50.000,93944.125,-0.001
1741750525.039,31963.000,25147.000,32.000,93944.125,-0.001
1741750525.039,31869.000,25114.000,45.000,93944.125,-0.000
1741750525.039,31905.000,25145.000,61.000,93944.125,-0.000
1741750525.039,31927.000,25128.000,34.000,93944.125,-0.000
1741750525.039,31934.000,25156.000,79.000,93944.125,-0.000
1741750525.128,31827.000,25170.000,33.000,93944.211,0.003
1741750525.128,31909.000,25189.000,31.000,93944.211,0.003
1741750525.128,31902.000,25152.000,66.000,93944.211,0.003
1741750525.128,31838.000,25200.000,35.000,93944.211,0.003
1741750525.128,31908.000,25157.000,23.000,93944.211,0.003
1741750525.128,31900.000,25152.000,34.000,93944.211,0.003
1741750525.233,31905.000,25167.000,29.000,93944.320,-0.001
1741750525.233,31897.000,25157.000,42.000,93944.320,-0.001
1741750525.233,31981.000,25149.000,33.000,93944.320,-0.001
1741750525.233,31901.000,25140.000,26.000,93944.320,-0.001
1741750525.233,31901.000,25156.000,59.000,93944.320,-0.001
1741750525.233,31933.000,25131.000,30.000,93944.320,-0.001
1741750525.323,31905.000,25155.000,71.000,93944.406,0.002
1741750525.323,31849.000,25151.000,36.000,93944.406,0.002
1741750525.323,31900.000,25135.000,32.000,93944.406,0.002
1741750525.323,31914.000,25144.000,69.000,93944.406,0.002
1741750525.323,31813.000,25157.000,32.000,93944.406,0.002
1741750525.323,31898.000,25177.000,51.000,93944.406,0.002
1741750525.413,31909.000,25151.000,28.000,93944.500,-0.002
1741750525.413,31877.000,25179.000,27.000,93944.500,-0.002
1741750525.413,31898.000,25154.000,26.000,93944.500,-0.002
1741750525.413,31923.000,25150.000,29.000,93944.500,-0.002
1741750525.413,31866.000,25161.000,42.000,93944.500,-0.002
1741750525.413,31914.000,25149.000,19.000,93944.500,-0.002
1741750525.503,31918.000,25121.000,34.000,93944.586,0.002
1741750525.503,31901.000,25154.000,76.000,93944.586,0.002
1741750525.503,31998.000,25154.000,31.000,93944.586,0.002
1741750525.503,31897.000,25090.000,35.000,93944.586,0.002
1741750525.503,31919.000,25163.000,48.000,93944.586,0.002
1741750525.503,31857.000,25140.000,35.000,93944.586,0.002
1741750525.608,31942.000,25151.000,33.000,93944.695,-0.002
1741750525.608,31856.000,25137.000,24.000,93944.695,-0.002
