timestamps,X,Y,Z
1741743571.559,0.329,0.150,-0.946
1741743571.559,0.333,0.148,-0.937
1741743571.559,0.332,0.148,-0.943
1741743571.619,0.334,0.147,-0.942
1741743571.619,0.336,0.149,-0.940
1741743571.619,0.328,0.146,-0.939
1741743571.678,0.328,0.142,-0.941
1741743571.678,0.331,0.150,-0.943
1741743571.678,0.330,0.148,-0.942
1741743571.728,0.331,0.146,-0.943
1741743571.728,0.331,0.146,-0.942
1741743571.728,0.329,0.150,-0.940
1741743571.798,0.333,0.149,-0.941
1741743571.798,0.332,0.145,-0.937
1741743571.798,0.334,0.147,-0.946
1741743571.844,0.329,0.147,-0.943
1741743571.844,0.328,0.150,-0.940
1741743571.844,0.334,0.149,-0.944
1741743571.904,0.334,0.146,-0.939
1741743571.904,0.332,0.149,-0.939
1741743571.904,0.333,0.148,-0.943
1741743571.965,0.334,0.149,-0.942
1741743571.965,0.330,0.146,-0.943
1741743571.965,0.331,0.148,-0.941
1741743572.013,0.333,0.150,-0.939
1741743572.013,0.335,0.145,-0.940
1741743572.013,0.328,0.146,-0.941
1741743572.070,0.331,0.149,-0.941
1741743572.070,0.330,0.145,-0.944
1741743572.070,0.336,0.147,-0.937
1741743572.130,0.334,0.148,-0.943
1741743572.130,0.331,0.145,-0.943
1741743572.130,0.332,0.144,-0.942
1741743572.175,0.335,0.141,-0.943
1741743572.175,0.335,0.148,-0.941
1741743572.175,0.340,0.146,-0.943
1741743572.235,0.324,0.144,-0.940
1741743572.235,0.328,0.146,-0.942
1741743572.235,0.336,0.144,-0.941
1741743572.310,0.336,0.146,-0.947
1741743572.310,0.327,0.151,-0.941
1741743572.310,0.329,0.147,-0.937
1741743572.354,0.335,0.150,-0.942
1741743572.354,0.329,0.148,-0.946
1741743572.354,0.333,0.147,-0.944
1741743572.399,0.335,0.148,-0.935
1741743572.399,0.335,0.149,-0.941
1741743572.399,0.330,0.147,-0.944
1741743572.460,0.332,0.147,-0.940
1741743572.460,0.331,0.147,-0.941
1741743572.460,0.332,0.147,-0.944
1741743572.520,0.335,0.150,-0.942
1741743572.520,0.330,0.148,-0.942
1741743572.520,0.330,0.150,-0.941
1741743572.579,0.333,0.144,-0.940
1741743572.579,0.333,0.148,-0.943
1741743572.579,0.335,0.148,-0.942
1741743572.639,0.335,0.150,-0.938
1741743572.639,0.332,0.148,-0.940
1741743572.639,0.333,0.150,-0.940
1741743572.685,0.335,0.148,-0.942
1741743572.685,0.330,0.150,-0.942
1741743572.685,0.328,0.147,-0.943
1741743572.745,0.334,0.149,-0.942
1741743572.745,0.332,0.149,-0.941
1741743572.745,0.331,0.146,-0.941
1741743572.806,0.334,0.145,-0.939
1741743572.806,0.334,0.147,-0.943
1741743572.806,0.333,0.147,-0.945
1741743572.853,0.333,0.148,-0.942
1741743572.853,0.328,0.145,-0.943
1741743572.853,0.332,0.145,-0.941
1741743572.909,0.332,0.148,-0.941
1741743572.909,0.336,0.145,-0.938
1741743572.909,0.330,0.144,-0.943
1741743572.969,0.328,0.147,-0.951
1741743572.969,0.339,0.147,-0.935
1741743572.969,0.331,0.145,-0.937
1741743573.030,0.331,0.144,-0.943
1741743573.030,0.330,0.149,-0.939
1741743573.030,0.333,0.149,-0.938
1741743573.110,0.331,0.146,-0.937
1741743573.110,0.331,0.149,-0.945
1741743573.110,0.332,0.147,-0.940
1741743573.139,0.329,0.148,-0.939
1741743573.139,0.330,0.150,-0.940
1741743573.139,0.333,0.151,-0.938
1741743573.194,0.331,0.146,-0.938
1741743573.194,0.331,0.150,-0.937
1741743573.194,0.334,0.146,-0.937
1741743573.254,0.331,0.150,-0.943
1741743573.254,0.328,0.151,-0.943
1741743573.254,0.335,0.142,-0.941
1741743573.315,0.330,0.151,-0.941
1741743573.315,0.332,0.150,-0.945
1741743573.315,0.334,0.146,-0.941
1741743573.376,0.332,0.150,-0.941
1741743573.376,0.332,0.146,-0.938
1741743573.376,0.329,0.147,-0.939
1741743573.422,0.330,0.147,-0.944
1741743573.422,0.329,0.147,-0.941
1741743573.422,0.333,0.149,-0.944
1741743573.479,0.330,0.148,-0.940
1741743573.479,0.332,0.148,-0.947
1741743573.479,0.334,0.148,-0.938
1741743573.539,0.330,0.146,-0.944
1741743573.539,0.333,0.146,-0.941
1741743573.539,0.333,0.144,-0.939
1741743573.599,0.329,0.148,-0.943
1741743573.599,0.334,0.147,-0.940
1741743573.599,0.333,0.145,-0.939
1741743573.648,0.334,0.143,-0.938
1741743573.648,0.332,0.146,-0.939
1741743573.648,0.334,0.146,-0.939
1741743573.704,0.331,0.150,-0.943
1741743573.704,0.332,0.147,-0.941
1741743573.704,0.332,0.144,-0.939
1741743573.765,0.331,0.145,-0.940
1741743573.765,0.335,0.149,-0.942
1741743573.765,0.336,0.148,-0.938
1741743573.825,0.334,0.148,-0.939
1741743573.825,0.331,0.150,-0.941
1741743573.825,0.329,0.149,-0.944
1741743573.870,0.336,0.143,-0.943
1741743573.870,0.335,0.147,-0.940
1741743573.870,0.332,0.149,-0.940
1741743573.933,0.329,0.149,-0.942
1741743573.933,0.331,0.147,-0.939
1741743573.933,0.335,0.147,-0.940
1741743573.990,0.330,0.147,-0.941
1741743573.990,0.331,0.148,-0.943
1741743573.990,0.332,0.145,-0.943
1741743574.049,0.332,0.145,-0.939
1741743574.049,0.329,0.148,-0.941
1741743574.049,0.333,0.143,-0.944
1741743574.095,0.331,0.149,-0.942
1741743574.095,0.333,0.149,-0.939
1741743574.095,0.328,0.147,-0.944
1741743574.154,0.328,0.146,-0.941
1741743574.154,0.333,0.146,-0.935
1741743574.154,0.332,0.149,-0.944
1741743574.219,0.333,0.144,-0.941
1741743574.219,0.329,0.147,-0.939
1741743574.219,0.331,0.145,-0.937
1741743574.273,0.329,0.147,-0.940
1741743574.273,0.331,0.149,-0.940
1741743574.273,0.329,0.141,-0.947
1741743574.333,0.330,0.148,-0.942
1741743574.333,0.332,0.147,-0.942
1741743574.333,0.332,0.148,-0.941
1741743574.379,0.333,0.143,-0.940
1741743574.379,0.332,0.143,-0.943
1741743574.379,0.334,0.148,-0.944
1741743574.440,0.332,0.146,-0.940
1741743574.440,0.327,0.148,-0.944
1741743574.440,0.333,0.148,-0.942
1741743574.501,0.334,0.148,-0.940
1741743574.501,0.329,0.147,-0.939
1741743574.501,0.330,0.151,-0.941
1741743574.547,0.332,0.148,-0.940
1741743574.547,0.329,0.145,-0.942
1741743574.547,0.331,0.145,-0.938
1741743574.605,0.335,0.146,-0.940
1741743574.605,0.333,0.145,-0.941
1741743574.605,0.333,0.148,-0.941
1741743574.665,0.334,0.150,-0.943
1741743574.665,0.331,0.142,-0.942
1741743574.665,0.331,0.146,-0.945
1741743574.725,0.333,0.146,-0.942
1741743574.725,0.333,0.147,-0.940
1741743574.725,0.333,0.148,-0.941
1741743574.774,0.333,0.151,-0.940
1741743574.774,0.329,0.144,-0.943
1741743574.774,0.332,0.145,-0.940
1741743574.830,0.327,0.144,-0.940
1741743574.830,0.332,0.147,-0.940
1741743574.830,0.329,0.149,-0.944
1741743574.890,0.333,0.148,-0.941
1741743574.890,0.331,0.148,-0.942
1741743574.890,0.332,0.146,-0.939
1741743574.951,0.334,0.148,-0.937
1741743574.951,0.334,0.146,-0.943
1741743574.951,0.332,0.151,-0.940
1741743575.010,0.332,0.147,-0.943
1741743575.010,0.328,0.148,-0.941
1741743575.010,0.334,0.145,-0.940
1741743575.058,0.333,0.148,-0.936
1741743575.058,0.333,0.147,-0.943
1741743575.058,0.335,0.149,-0.943
1741743575.114,0.331,0.151,-0.940
1741743575.114,0.333,0.148,-0.941
1741743575.114,0.330,0.145,-0.937
1741743575.174,0.334,0.149,-0.943
1741743575.174,0.333,0.149,-0.943
1741743575.174,0.330,0.145,-0.941
1741743575.235,0.331,0.146,-0.940
1741743575.294,0.332,0.150,-0.944
1741743575.294,0.334,0.147,-0.941
1741743575.294,0.333,0.145,-0.942
1741743575.344,0.333,0.148,-0.942
1741743575.344,0.331,0.146,-0.939
1741743575.344,0.331,0.147,-0.941
1741743575.400,0.334,0.151,-0.941
1741743575.400,0.331,0.148,-0.943
1741743575.400,0.333,0.143,-0.939
1741743575.460,0.333,0.148,-0.940
1741743575.460,0.331,0.149,-0.944
1741743575.460,0.332,0.150,-0.938
1741743575.520,0.336,0.148,-0.941
1741743575.520,0.333,0.144,-0.937
1741743575.520,0.328,0.148,-0.942
1741743575.569,0.334,0.150,-0.943
1741743575.569,0.328,0.150,-0.942
1741743575.569,0.331,0.148,-0.944
1741743575.625,0.333,0.143,-0.940
1741743575.625,0.335,0.147,-0.945
1741743575.625,0.331,0.149,-0.942
1741743575.685,0.332,0.147,-0.938
1741743575.685,0.330,0.147,-0.940
1741743575.685,0.335,0.147,-0.940
1741743575.744,0.332,0.147,-0.939
1741743575.744,0.331,0.149,-0.940
1741743575.744,0.336,0.149,-0.943
1741743575.789,0.333,0.152,-0.942
1741743575.789,0.335,0.146,-0.942
1741743575.789,0.335,0.150,-0.937
1741743575.854,0.332,0.148,-0.937
1741743575.854,0.328,0.152,-0.938
1741743575.854,0.329,0.149,-0.939
1741743575.910,0.331,0.147,-0.939
1741743575.910,0.332,0.148,-0.941
1741743575.910,0.335,0.148,-0.945
1741743575.969,0.335,0.147,-0.939
1741743575.969,0.330,0.144,-0.941
1741743575.969,0.334,0.147,-0.941
1741743576.014,0.329,0.147,-0.941
1741743576.014,0.331,0.149,-0.945
1741743576.014,0.330,0.147,-0.939
1741743576.075,0.336,0.150,-0.939
1741743576.075,0.332,0.150,-0.939
1741743576.075,0.329,0.146,-0.941
1741743576.137,0.330,0.145,-0.941
1741743576.137,0.331,0.147,-0.936
1741743576.137,0.328,0.150,-0.939
1741743576.182,0.333,0.150,-0.937
1741743576.182,0.329,0.145,-0.940
1741743576.182,0.335,0.146,-0.940
1741743576.239,0.331,0.146,-0.945
1741743576.239,0.331,0.146,-0.938
1741743576.239,0.331,0.150,-0.941
1741743576.300,0.329,0.143,-0.938
1741743576.300,0.330,0.148,-0.941
1741743576.300,0.330,0.146,-0.942
1741743576.359,0.335,0.148,-0.944
1741743576.359,0.332,0.149,-0.937
1741743576.359,0.329,0.148,-0.937
1741743576.421,0.331,0.149,-0.943
1741743576.421,0.331,0.145,-0.942
1741743576.421,0.330,0.149,-0.945
1741743576.468,0.333,0.149,-0.941
1741743576.468,0.335,0.146,-0.939
1741743576.468,0.333,0.146,-0.939
1741743576.524,0.333,0.145,-0.939
1741743576.524,0.332,0.149,-0.939
1741743576.524,0.333,0.145,-0.940
1741743576.585,0.329,0.146,-0.938
1741743576.585,0.334,0.150,-0.942
1741743576.585,0.331,0.144,-0.936
1741743576.644,0.335,0.148,-0.941
1741743576.644,0.332,0.147,-0.945
1741743576.644,0.334,0.146,-0.937
1741743576.691,0.328,0.146,-0.943
1741743576.691,0.331,0.142,-0.945
1741743576.691,0.333,0.147,-0.940
1741743576.749,0.329,0.149,-0.938
1741743576.749,0.335,0.147,-0.942
1741743576.749,0.333,0.145,-0.942
1741743576.809,0.330,0.145,-0.940
1741743576.809,0.332,0.144,-0.937
1741743576.809,0.333,0.146,-0.941
1741743576.869,0.334,0.148,-0.942
1741743576.869,0.327,0.146,-0.941
1741743576.869,0.333,0.144,-0.940
1741743576.930,0.332,0.148,-0.939
1741743576.930,0.329,0.146,-0.945
1741743576.930,0.331,0.149,-0.934
1741743576.977,0.330,0.146,-0.945
1741743576.977,0.330,0.146,-0.942
1741743576.977,0.330,0.144,-0.940
1741743577.035,0.332,0.144,-0.941
1741743577.035,0.334,0.147,-0.944
1741743577.035,0.332,0.149,-0.944
1741743577.095,0.329,0.147,-0.943
1741743577.095,0.333,0.147,-0.942
1741743577.095,0.334,0.144,-0.940
1741743577.154,0.333,0.149,-0.940
1741743577.154,0.333,0.147,-0.941
1741743577.154,0.332,0.146,-0.945
1741743577.199,0.337,0.147,-0.943
1741743577.199,0.333,0.148,-0.942
1741743577.199,0.335,0.148,-0.936
1741743577.262,0.332,0.146,-0.941
1741743577.262,0.332,0.148,-0.943
1741743577.262,0.329,0.150,-0.938
1741743577.320,0.331,0.149,-0.941
1741743577.320,0.333,0.143,-0.943
1741743577.320,0.329,0.145,-0.941
1741743577.379,0.333,0.144,-0.940
1741743577.379,0.335,0.152,-0.941
1741743577.379,0.333,0.148,-0.945
1741743577.439,0.329,0.145,-0.943
1741743577.439,0.328,0.148,-0.938
1741743577.439,0.334,0.148,-0.941
1741743577.484,0.333,0.145,-0.944
1741743577.484,0.331,0.146,-0.941
1741743577.484,0.329,0.146,-0.938
1741743577.547,0.332,0.146,-0.940
1741743577.547,0.332,0.149,-0.940
1741743577.547,0.329,0.148,-0.941
1741743577.605,0.329,0.148,-0.940
1741743577.605,0.332,0.148,-0.943
1741743577.605,0.328,0.149,-0.938
1741743577.664,0.331,0.147,-0.935
1741743577.664,0.330,0.150,-0.943
1741743577.664,0.330,0.153,-0.940
1741743577.710,0.332,0.145,-0.939
1741743577.710,0.333,0.146,-0.943
1741743577.710,0.330,0.141,-0.937
1741743577.770,0.331,0.147,-0.942
1741743577.770,0.334,0.146,-0.939
1741743577.770,0.333,0.149,-0.939
1741743577.829,0.335,0.146,-0.943
1741743577.829,0.332,0.149,-0.942
1741743577.829,0.334,0.150,-0.941
1741743577.889,0.331,0.146,-0.941
1741743577.889,0.330,0.149,-0.940
1741743577.889,0.331,0.146,-0.938
1741743577.934,0.330,0.147,-0.939
1741743577.934,0.330,0.147,-0.939
1741743577.934,0.331,0.149,-0.938
1741743577.994,0.331,0.149,-0.945
1741743577.994,0.330,0.147,-0.944
1741743577.994,0.332,0.148,-0.942
1741743578.058,0.333,0.151,-0.939
1741743578.058,0.330,0.148,-0.940
1741743578.058,0.334,0.149,-0.940
1741743578.102,0.333,0.146,-0.942
1741743578.102,0.334,0.147,-0.941
1741743578.102,0.338,0.145,-0.943
1741743578.159,0.331,0.147,-0.939
1741743578.159,0.333,0.145,-0.939
1741743578.159,0.336,0.148,-0.946
1741743578.219,0.331,0.148,-0.938
1741743578.219,0.333,0.145,-0.941
1741743578.219,0.334,0.147,-0.943
1741743578.280,0.332,0.149,-0.939
1741743578.280,0.335,0.150,-0.941
1741743578.280,0.328,0.148,-0.943
1741743578.344,0.329,0.152,-0.942
1741743578.344,0.332,0.148,-0.938
1741743578.344,0.330,0.145,-0.943
1741743578.387,0.331,0.147,-0.942
1741743578.387,0.333,0.147,-0.942
1741743578.387,0.335,0.150,-0.940
1741743578.447,0.332,0.148,-0.942
1741743578.447,0.333,0.141,-0.940
1741743578.447,0.334,0.148,-0.943
1741743578.504,0.333,0.147,-0.940
1741743578.504,0.331,0.149,-0.940
1741743578.504,0.331,0.148,-0.946
1741743578.565,0.332,0.149,-0.939
1741743578.565,0.330,0.148,-0.942
1741743578.565,0.331,0.146,-0.939
1741743578.624,0.330,0.146,-0.941
1741743578.624,0.334,0.143,-0.938
1741743578.624,0.329,0.148,-0.941
1741743578.684,0.330,0.145,-0.941
1741743578.684,0.329,0.144,-0.939
1741743578.684,0.332,0.149,-0.941
1741743578.729,0.332,0.143,-0.941
1741743578.729,0.330,0.149,-0.942
1741743578.729,0.331,0.148,-0.941
1741743578.789,0.332,0.148,-0.941
1741743578.789,0.332,0.148,-0.943
1741743578.789,0.328,0.144,-0.941
1741743578.850,0.332,0.146,-0.945
1741743578.850,0.336,0.144,-0.942
1741743578.850,0.331,0.150,-0.938
1741743578.897,0.331,0.147,-0.942
1741743578.897,0.334,0.146,-0.941
1741743578.897,0.331,0.153,-0.939
1741743578.954,0.330,0.146,-0.941
1741743578.954,0.329,0.146,-0.940
1741743578.954,0.333,0.151,-0.941
1741743579.015,0.331,0.148,-0.942
1741743579.015,0.331,0.149,-0.944
1741743579.015,0.330,0.145,-0.940
1741743579.075,0.330,0.143,-0.940
1741743579.075,0.331,0.143,-0.940
1741743579.075,0.330,0.148,-0.939
1741743579.119,0.328,0.146,-0.944
1741743579.119,0.331,0.147,-0.939
1741743579.119,0.336,0.149,-0.941
1741743579.181,0.331,0.144,-0.940
1741743579.181,0.329,0.148,-0.942
1741743579.181,0.330,0.146,-0.941
1741743579.239,0.332,0.153,-0.942
1741743579.239,0.334,0.149,-0.936
1741743579.239,0.328,0.146,-0.943
1741743579.299,0.335,0.148,-0.941
1741743579.299,0.333,0.149,-0.941
1741743579.299,0.334,0.149,-0.943
1741743579.344,0.332,0.149,-0.940
1741743579.344,0.330,0.147,-0.940
1741743579.344,0.330,0.144,-0.943
1741743579.404,0.334,0.145,-0.941
1741743579.404,0.328,0.147,-0.938
1741743579.404,0.330,0.141,-0.941
1741743579.468,0.334,0.147,-0.941
1741743579.468,0.329,0.148,-0.940
1741743579.468,0.331,0.147,-0.939
1741743579.525,0.333,0.145,-0.939
1741743579.525,0.330,0.144,-0.938
1741743579.525,0.334,0.148,-0.943
1741743579.584,0.335,0.146,-0.944
1741743579.584,0.335,0.146,-0.940
1741743579.584,0.336,0.145,-0.941
1741743579.630,0.331,0.147,-0.941
1741743579.630,0.335,0.143,-0.940
1741743579.630,0.336,0.152,-0.939
1741743579.689,0.329,0.146,-0.940
1741743579.689,0.336,0.152,-0.941
1741743579.689,0.332,0.146,-0.942
1741743579.749,0.334,0.146,-0.941
1741743579.749,0.330,0.143,-0.945
1741743579.749,0.335,0.149,-0.937
1741743579.797,0.330,0.146,-0.943
1741743579.797,0.329,0.146,-0.937
1741743579.797,0.333,0.147,-0.940
1741743579.869,0.335,0.146,-0.939
1741743579.869,0.331,0.149,-0.941
1741743579.869,0.334,0.148,-0.938
1741743579.914,0.334,0.150,-0.939
1741743579.914,0.334,0.143,-0.938
1741743579.914,0.334,0.147,-0.940
1741743579.974,0.335,0.148,-0.942
1741743579.974,0.332,0.150,-0.938
1741743579.974,0.331,0.146,-0.943
1741743580.023,0.329,0.146,-0.943
1741743580.023,0.332,0.148,-0.938
1741743580.023,0.331,0.148,-0.944
1741743580.080,0.333,0.146,-0.940
1741743580.080,0.334,0.143,-0.938
1741743580.080,0.328,0.153,-0.938
1741743580.140,0.331,0.147,-0.941
1741743580.140,0.329,0.149,-0.939
1741743580.140,0.334,0.148,-0.942
1741743580.199,0.331,0.143,-0.942
1741743580.199,0.335,0.147,-0.941
1741743580.199,0.334,0.147,-0.940
1741743580.261,0.332,0.143,-0.942
1741743580.307,0.333,0.150,-0.944
1741743580.307,0.334,0.149,-0.940
1741743580.307,0.329,0.148,-0.940
1741743580.365,0.330,0.151,-0.939
1741743580.365,0.334,0.149,-0.942
1741743580.365,0.331,0.149,-0.945
1741743580.424,0.332,0.149,-0.943
1741743580.424,0.330,0.149,-0.941
1741743580.424,0.332,0.148,-0.939
1741743580.486,0.331,0.148,-0.941
1741743580.486,0.332,0.147,-0.944
1741743580.486,0.331,0.151,-0.941
1741743580.546,0.334,0.146,-0.943
1741743580.546,0.328,0.146,-0.942
1741743580.546,0.332,0.150,-0.941
1741743580.592,0.332,0.147,-0.941
1741743580.592,0.331,0.146,-0.940
1741743580.592,0.331,0.152,-0.939
1741743580.649,0.333,0.145,-0.938
1741743580.649,0.333,0.148,-0.945
1741743580.649,0.331,0.150,-0.943
1741743580.709,0.333,0.150,-0.946
1741743580.709,0.334,0.146,-0.938
1741743580.709,0.329,0.148,-0.939
1741743580.770,0.331,0.149,-0.939
1741743580.770,0.331,0.144,-0.940
1741743580.770,0.336,0.145,-0.942
1741743580.818,0.331,0.146,-0.938
1741743580.818,0.332,0.146,-0.940
1741743580.818,0.328,0.146,-0.939
1741743580.876,0.332,0.149,-0.941
1741743580.876,0.333,0.148,-0.943
1741743580.876,0.334,0.151,-0.939
1741743580.935,0.330,0.147,-0.940
1741743580.935,0.327,0.144,-0.943
1741743580.935,0.331,0.145,-0.943
1741743580.995,0.332,0.148,-0.943
1741743580.995,0.335,0.148,-0.939
1741743580.995,0.331,0.147,-0.940
1741743581.040,0.333,0.146,-0.940
1741743581.040,0.331,0.144,-0.941
1741743581.040,0.331,0.147,-0.939
1741743581.103,0.332,0.146,-0.942
1741743581.103,0.332,0.150,-0.939
1741743581.103,0.332,0.151,-0.941
1741743581.160,0.333,0.150,-0.937
1741743581.160,0.332,0.148,-0.940
1741743581.160,0.334,0.149,-0.941
1741743581.220,0.330,0.149,-0.938
1741743581.220,0.333,0.149,-0.941
1741743581.220,0.336,0.148,-0.940
1741743581.280,0.330,0.149,-0.940
1741743581.280,0.335,0.145,-0.938
1741743581.280,0.331,0.151,-0.936
1741743581.325,0.329,0.148,-0.941
1741743581.325,0.331,0.147,-0.941
1741743581.325,0.331,0.148,-0.943
1741743581.389,0.331,0.143,-0.941
1741743581.389,0.331,0.147,-0.943
1741743581.389,0.333,0.151,-0.941
1741743581.445,0.332,0.149,-0.942
1741743581.445,0.332,0.148,-0.941
1741743581.445,0.336,0.152,-0.940
1741743581.504,0.334,0.145,-0.942
1741743581.504,0.331,0.149,-0.941
1741743581.504,0.332,0.143,-0.941
1741743581.550,0.333,0.147,-0.944
1741743581.550,0.331,0.147,-0.937
1741743581.550,0.333,0.149,-0.943
1741743581.610,0.333,0.146,-0.940
1741743581.610,0.333,0.146,-0.940
1741743581.610,0.331,0.146,-0.943
1741743581.672,0.332,0.147,-0.941
1741743581.672,0.334,0.148,-0.941
1741743581.672,0.334,0.146,-0.940
1741743581.717,0.331,0.148,-0.940
1741743581.717,0.331,0.146,-0.941
1741743581.717,0.334,0.146,-0.941
1741743581.775,0.331,0.145,-0.946
1741743581.775,0.332,0.146,-0.940
1741743581.775,0.335,0.146,-0.942
1741743581.835,0.331,0.147,-0.944
1741743581.835,0.330,0.147,-0.944
1741743581.835,0.329,0.147,-0.940
1741743581.895,0.333,0.147,-0.943
1741743581.895,0.335,0.148,-0.942
1741743581.895,0.330,0.146,-0.943
1741743581.944,0.330,0.144,-0.937
1741743581.944,0.333,0.151,-0.940
1741743581.944,0.333,0.147,-0.940
1741743582.000,0.330,0.147,-0.941
1741743582.000,0.329,0.146,-0.943
1741743582.000,0.332,0.148,-0.942
1741743582.059,0.331,0.151,-0.940
1741743582.059,0.329,0.150,-0.943
1741743582.059,0.335,0.151,-0.943
1741743582.120,0.334,0.144,-0.942
1741743582.120,0.331,0.144,-0.939
1741743582.120,0.332,0.151,-0.942
1741743582.181,0.331,0.145,-0.936
1741743582.181,0.329,0.146,-0.941
1741743582.181,0.332,0.147,-0.942
1741743582.237,0.332,0.144,-0.940
1741743582.237,0.333,0.144,-0.943
1741743582.237,0.328,0.147,-0.941
1741743582.284,0.332,0.147,-0.942
1741743582.284,0.332,0.151,-0.940
1741743582.284,0.331,0.146,-0.941
1741743582.345,0.329,0.147,-0.941
1741743582.345,0.332,0.144,-0.938
1741743582.345,0.329,0.148,-0.938
1741743582.405,0.330,0.146,-0.940
1741743582.405,0.332,0.146,-0.941
1741743582.405,0.336,0.142,-0.942
1741743582.466,0.327,0.146,-0.937
1741743582.466,0.331,0.144,-0.940
1741743582.466,0.331,0.148,-0.944
1741743582.514,0.329,0.146,-0.943
1741743582.514,0.332,0.149,-0.942
1741743582.514,0.335,0.145,-0.943
1741743582.570,0.332,0.146,-0.941
1741743582.570,0.331,0.150,-0.945
1741743582.570,0.328,0.147,-0.940
1741743582.630,0.332,0.144,-0.937
1741743582.630,0.331,0.153,-0.939
1741743582.630,0.335,0.150,-0.943
1741743582.688,0.334,0.144,-0.936
1741743582.688,0.334,0.150,-0.940
1741743582.688,0.334,0.148,-0.947
1741743582.735,0.335,0.151,-0.937
1741743582.735,0.335,0.151,-0.942
1741743582.735,0.334,0.144,-0.942
1741743582.797,0.333,0.145,-0.942
1741743582.797,0.329,0.146,-0.941
1741743582.797,0.334,0.146,-0.941
1741743582.865,0.331,0.145,-0.943
1741743582.865,0.330,0.142,-0.941
1741743582.865,0.332,0.144,-0.939
1741743582.915,0.334,0.145,-0.939
1741743582.915,0.333,0.147,-0.944
1741743582.915,0.329,0.147,-0.941
1741743582.974,0.333,0.148,-0.944
1741743582.974,0.332,0.143,-0.939
1741743582.974,0.335,0.146,-0.941
1741743583.037,0.331,0.146,-0.940
1741743583.037,0.329,0.151,-0.937
1741743583.037,0.333,0.147,-0.941
1741743583.083,0.335,0.144,-0.944
1741743583.083,0.330,0.148,-0.944
1741743583.083,0.328,0.146,-0.940
1741743583.140,0.331,0.146,-0.942
1741743583.140,0.334,0.149,-0.941
1741743583.140,0.332,0.147,-0.943
1741743583.186,0.334,0.144,-0.944
1741743583.186,0.334,0.145,-0.938
1741743583.186,0.331,0.151,-0.937
1741743583.245,0.333,0.147,-0.943
1741743583.245,0.329,0.146,-0.941
1741743583.245,0.331,0.145,-0.942
1741743583.330,0.333,0.146,-0.939
1741743583.330,0.330,0.146,-0.940
1741743583.330,0.333,0.144,-0.940
1741743583.365,0.334,0.148,-0.937
1741743583.365,0.329,0.147,-0.941
1741743583.365,0.336,0.148,-0.943
1741743583.410,0.329,0.148,-0.937
1741743583.410,0.332,0.151,-0.939
1741743583.410,0.330,0.142,-0.941
1741743583.470,0.335,0.148,-0.940
1741743583.470,0.333,0.148,-0.939
1741743583.470,0.330,0.147,-0.939
1741743583.530,0.336,0.150,-0.942
1741743583.530,0.333,0.147,-0.938
1741743583.530,0.333,0.148,-0.939
1741743583.593,0.330,0.145,-0.940
1741743583.593,0.331,0.145,-0.942
1741743583.593,0.333,0.149,-0.940
1741743583.639,0.329,0.151,-0.942
1741743583.639,0.331,0.146,-0.940
1741743583.639,0.332,0.147,-0.941
1741743583.695,0.331,0.150,-0.940
1741743583.695,0.336,0.143,-0.943
1741743583.695,0.333,0.148,-0.943
1741743583.755,0.333,0.149,-0.944
1741743583.755,0.328,0.145,-0.940
1741743583.755,0.332,0.148,-0.943
1741743583.815,0.334,0.152,-0.940
1741743583.815,0.330,0.146,-0.940
1741743583.815,0.333,0.145,-0.941
1741743583.874,0.328,0.151,-0.942
1741743583.874,0.330,0.145,-0.944
1741743583.874,0.332,0.145,-0.938
1741743583.922,0.333,0.145,-0.939
1741743583.922,0.331,0.150,-0.940
1741743583.922,0.333,0.146,-0.942
1741743583.980,0.332,0.146,-0.938
1741743583.980,0.329,0.145,-0.938
1741743583.980,0.333,0.149,-0.940
1741743584.040,0.328,0.146,-0.939
1741743584.040,0.332,0.145,-0.937
1741743584.040,0.328,0.148,-0.941
1741743584.101,0.335,0.147,-0.938
1741743584.101,0.334,0.148,-0.941
1741743584.101,0.333,0.148,-0.938
1741743584.149,0.329,0.144,-0.940
1741743584.149,0.332,0.153,-0.940
1741743584.149,0.332,0.148,-0.942
1741743584.205,0.331,0.144,-0.939
1741743584.205,0.333,0.151,-0.941
1741743584.205,0.329,0.145,-0.941
1741743584.265,0.329,0.146,-0.941
1741743584.265,0.331,0.149,-0.942
1741743584.265,0.330,0.143,-0.941
1741743584.325,0.334,0.145,-0.943
1741743584.325,0.331,0.148,-0.943
1741743584.325,0.331,0.147,-0.944
1741743584.370,0.332,0.148,-0.940
1741743584.370,0.333,0.148,-0.939
1741743584.370,0.332,0.145,-0.939
1741743584.436,0.331,0.145,-0.938
1741743584.436,0.332,0.148,-0.944
1741743584.436,0.334,0.146,-0.942
1741743584.490,0.330,0.146,-0.937
1741743584.490,0.330,0.145,-0.942
1741743584.490,0.334,0.150,-0.941
1741743584.550,0.335,0.152,-0.939
1741743584.550,0.333,0.147,-0.942
1741743584.550,0.329,0.149,-0.939
1741743584.610,0.329,0.146,-0.941
1741743584.610,0.331,0.148,-0.938
1741743584.610,0.334,0.146,-0.941
1741743584.655,0.329,0.144,-0.944
1741743584.655,0.337,0.150,-0.940
1741743584.655,0.327,0.147,-0.939
1741743584.729,0.330,0.147,-0.941
1741743584.729,0.333,0.142,-0.937
1741743584.729,0.333,0.146,-0.938
1741743584.775,0.331,0.146,-0.943
