timestamps,X,Y,Z
1741735494.947,-0.161,0.021,-0.980
1741735495.004,-0.158,0.017,-0.976
1741735495.004,-0.156,0.016,-0.981
1741735495.004,-0.156,0.019,-0.980
1741735495.064,-0.158,0.019,-0.979
1741735495.064,-0.161,0.021,-0.978
1741735495.064,-0.157,0.020,-0.976
1741735495.123,-0.159,0.021,-0.980
1741735495.123,-0.155,0.021,-0.976
1741735495.123,-0.158,0.018,-0.980
1741735495.183,-0.158,0.019,-0.981
1741735495.183,-0.154,0.014,-0.977
1741735495.183,-0.158,0.017,-0.976
1741735495.246,-0.159,0.019,-0.976
1741735495.246,-0.156,0.018,-0.975
1741735495.246,-0.154,0.022,-0.978
1741735495.287,-0.158,0.017,-0.979
1741735495.287,-0.158,0.016,-0.979
1741735495.287,-0.156,0.014,-0.978
1741735495.347,-0.160,0.019,-0.977
1741735495.347,-0.157,0.018,-0.978
1741735495.347,-0.156,0.025,-0.977
1741735495.407,-0.156,0.022,-0.982
1741735495.407,-0.161,0.022,-0.982
1741735495.407,-0.159,0.018,-0.977
1741735495.452,-0.160,0.022,-0.980
1741735495.452,-0.162,0.023,-0.979
1741735495.452,-0.154,0.020,-0.979
1741735495.515,-0.156,0.017,-0.976
1741735495.515,-0.156,0.015,-0.980
1741735495.515,-0.158,0.018,-0.978
1741735495.572,-0.157,0.023,-0.978
1741735495.572,-0.164,0.020,-0.978
1741735495.572,-0.156,0.022,-0.976
1741735495.633,-0.156,0.021,-0.979
1741735495.633,-0.159,0.021,-0.976
1741735495.633,-0.158,0.019,-0.977
1741735495.677,-0.160,0.018,-0.978
1741735495.677,-0.160,0.013,-0.980
1741735495.677,-0.158,0.019,-0.977
1741735495.738,-0.160,0.023,-0.977
1741735495.738,-0.160,0.018,-0.981
1741735495.738,-0.154,0.018,-0.978
1741735495.800,-0.157,0.020,-0.975
1741735495.800,-0.158,0.022,-0.979
1741735495.800,-0.160,0.019,-0.977
1741735495.845,-0.157,0.021,-0.983
1741735495.845,-0.161,0.020,-0.981
1741735495.845,-0.157,0.019,-0.982
1741735495.902,-0.160,0.024,-0.977
1741735495.902,-0.157,0.019,-0.977
1741735495.902,-0.156,0.021,-0.979
1741735495.962,-0.162,0.022,-0.983
1741735495.962,-0.159,0.021,-0.975
1741735495.962,-0.156,0.020,-0.980
1741735496.022,-0.159,0.023,-0.978
1741735496.022,-0.156,0.015,-0.976
1741735496.022,-0.161,0.022,-0.979
1741735496.082,-0.155,0.017,-0.976
1741735496.082,-0.157,0.023,-0.982
1741735496.082,-0.160,0.017,-0.977
1741735496.129,-0.160,0.019,-0.981
1741735496.129,-0.156,0.020,-0.978
1741735496.129,-0.159,0.019,-0.978
1741735496.187,-0.159,0.020,-0.977
1741735496.187,-0.158,0.019,-0.981
1741735496.187,-0.156,0.015,-0.977
1741735496.248,-0.159,0.020,-0.979
1741735496.248,-0.158,0.019,-0.981
1741735496.248,-0.155,0.016,-0.976
1741735496.308,-0.159,0.019,-0.980
1741735496.308,-0.160,0.018,-0.976
1741735496.308,-0.158,0.019,-0.977
1741735496.355,-0.155,0.020,-0.980
1741735496.355,-0.154,0.020,-0.978
1741735496.355,-0.156,0.019,-0.978
1741735496.415,-0.158,0.020,-0.975
1741735496.415,-0.156,0.018,-0.978
1741735496.415,-0.156,0.018,-0.975
1741735496.472,-0.159,0.017,-0.977
1741735496.472,-0.159,0.020,-0.981
1741735496.472,-0.158,0.018,-0.974
1741735496.533,-0.159,0.019,-0.979
1741735496.533,-0.157,0.020,-0.978
1741735496.533,-0.160,0.022,-0.977
1741735496.596,-0.158,0.020,-0.978
1741735496.596,-0.159,0.015,-0.980
1741735496.596,-0.160,0.019,-0.978
1741735496.656,-0.154,0.021,-0.976
1741735496.656,-0.158,0.018,-0.980
1741735496.656,-0.156,0.016,-0.977
1741735496.697,-0.157,0.017,-0.974
1741735496.697,-0.154,0.018,-0.982
1741735496.697,-0.160,0.017,-0.978
1741735496.758,-0.156,0.020,-0.973
1741735496.758,-0.156,0.020,-0.980
1741735496.758,-0.159,0.021,-0.977
1741735496.818,-0.157,0.017,-0.980
1741735496.818,-0.154,0.017,-0.977
1741735496.818,-0.156,0.018,-0.976
1741735496.863,-0.158,0.017,-0.981
1741735496.863,-0.160,0.019,-0.977
1741735496.863,-0.159,0.025,-0.980
1741735496.926,-0.156,0.019,-0.980
1741735496.926,-0.159,0.020,-0.977
1741735496.926,-0.158,0.021,-0.976
1741735496.983,-0.161,0.020,-0.981
1741735496.983,-0.158,0.021,-0.978
1741735496.983,-0.160,0.019,-0.974
1741735497.043,-0.159,0.019,-0.977
1741735497.043,-0.158,0.021,-0.979
1741735497.043,-0.160,0.019,-0.979
1741735497.087,-0.156,0.020,-0.978
1741735497.087,-0.156,0.016,-0.975
1741735497.087,-0.154,0.020,-0.979
1741735497.148,-0.158,0.023,-0.980
1741735497.148,-0.157,0.018,-0.980
1741735497.148,-0.158,0.021,-0.979
1741735497.211,-0.160,0.020,-0.977
1741735497.211,-0.159,0.017,-0.979
1741735497.211,-0.162,0.018,-0.980
1741735497.270,-0.155,0.018,-0.980
1741735497.270,-0.160,0.020,-0.978
1741735497.270,-0.158,0.017,-0.979
1741735497.315,-0.159,0.019,-0.981
1741735497.315,-0.158,0.019,-0.979
1741735497.315,-0.157,0.018,-0.974
1741735497.373,-0.160,0.018,-0.980
1741735497.373,-0.159,0.021,-0.982
1741735497.373,-0.158,0.022,-0.978
1741735497.433,-0.157,0.021,-0.979
1741735497.496,-0.157,0.018,-0.980
1741735497.496,-0.158,0.015,-0.978
1741735497.496,-0.159,0.019,-0.983
1741735497.542,-0.159,0.020,-0.980
1741735497.542,-0.158,0.019,-0.978
1741735497.542,-0.155,0.019,-0.981
1741735497.598,-0.155,0.023,-0.975
1741735497.598,-0.161,0.019,-0.978
1741735497.598,-0.158,0.020,-0.979
1741735497.658,-0.155,0.018,-0.977
1741735497.658,-0.156,0.017,-0.980
1741735497.658,-0.156,0.023,-0.975
1741735497.718,-0.158,0.016,-0.979
1741735497.718,-0.157,0.018,-0.975
1741735497.718,-0.157,0.023,-0.980
1741735497.780,-0.159,0.021,-0.977
1741735497.780,-0.159,0.019,-0.978
1741735497.780,-0.159,0.021,-0.981
1741735497.825,-0.157,0.021,-0.980
1741735497.825,-0.157,0.017,-0.978
1741735497.825,-0.157,0.015,-0.981
1741735497.884,-0.156,0.023,-0.978
1741735497.884,-0.159,0.019,-0.978
1741735497.884,-0.157,0.024,-0.979
1741735497.943,-0.152,0.021,-0.978
1741735497.943,-0.155,0.019,-0.977
1741735497.943,-0.154,0.021,-0.980
1741735498.003,-0.159,0.017,-0.982
1741735498.003,-0.155,0.017,-0.977
1741735498.003,-0.157,0.023,-0.975
1741735498.051,-0.157,0.017,-0.979
1741735498.051,-0.158,0.019,-0.978
1741735498.051,-0.160,0.017,-0.978
1741735498.107,-0.154,0.022,-0.978
1741735498.107,-0.160,0.020,-0.979
1741735498.107,-0.157,0.019,-0.978
1741735498.168,-0.156,0.020,-0.979
1741735498.168,-0.160,0.020,-0.978
1741735498.168,-0.162,0.019,-0.978
1741735498.227,-0.157,0.017,-0.977
1741735498.227,-0.159,0.023,-0.980
1741735498.227,-0.152,0.019,-0.973
1741735498.289,-0.153,0.018,-0.978
1741735498.289,-0.158,0.020,-0.980
1741735498.289,-0.156,0.020,-0.979
1741735498.336,-0.158,0.023,-0.978
1741735498.336,-0.157,0.021,-0.974
1741735498.336,-0.154,0.019,-0.979
1741735498.395,-0.156,0.018,-0.976
1741735498.395,-0.160,0.021,-0.983
1741735498.395,-0.117,0.031,-0.970
1741735498.452,-0.116,-0.050,-1.095
1741735498.452,-0.187,0.080,-0.922
1741735498.452,-0.140,0.022,-0.947
1741735498.512,-0.353,0.007,-0.948
1741735498.512,-0.105,-0.045,-0.989
1741735498.512,0.106,-0.293,-1.111
1741735498.559,-0.057,0.097,-1.015
1741735498.559,-0.127,0.285,-1.070
1741735498.559,-0.140,0.057,-1.122
1741735498.635,-0.129,-0.012,-1.075
1741735498.635,-0.097,-0.038,-1.070
1741735498.635,-0.011,-0.035,-1.138
1741735498.677,-0.029,0.015,-1.262
1741735498.677,-0.083,-0.024,-1.265
1741735498.677,0.013,0.064,-1.184
1741735498.738,-0.001,0.124,-1.154
1741735498.738,-0.084,0.079,-1.137
1741735498.738,-0.053,0.083,-1.113
1741735498.783,-0.071,0.146,-1.015
1741735498.783,-0.143,0.085,-0.962
1741735498.783,-0.005,0.212,-0.785
1741735498.843,0.065,0.298,-0.769
1741735498.843,0.127,0.334,-0.788
1741735498.843,0.123,0.401,-0.721
1741735498.906,0.293,0.509,-0.579
1741735498.906,0.402,0.494,-0.628
1741735498.906,0.489,0.643,-0.606
1741735498.965,0.657,0.609,-0.521
1741735498.965,0.597,0.658,-0.410
1741735498.965,0.579,0.711,-0.311
1741735499.007,0.645,0.725,-0.161
1741735499.007,0.718,0.723,-0.166
1741735499.007,0.669,0.739,-0.153
1741735499.067,0.817,0.603,-0.003
1741735499.067,0.954,0.670,0.022
1741735499.067,0.964,0.707,0.101
1741735499.130,0.907,0.755,0.211
1741735499.130,0.952,0.675,0.249
1741735499.130,1.033,0.630,0.084
1741735499.187,0.750,0.614,0.288
1741735499.187,1.048,0.745,0.168
1741735499.187,1.053,0.896,0.245
1741735499.247,0.904,0.689,0.156
1741735499.247,0.683,0.792,-0.246
1741735499.247,0.522,0.778,-0.386
1741735499.292,0.401,0.982,-0.501
1741735499.292,0.570,1.304,-0.426
1741735499.292,0.741,1.276,-0.256
1741735499.352,0.497,0.940,-0.387
1741735499.352,-0.202,0.631,-0.615
1741735499.352,-0.427,0.482,-0.756
1741735499.415,-0.579,0.326,-0.913
1741735499.415,-0.656,0.159,-0.791
1741735499.415,-0.365,0.213,-0.648
1741735499.460,-0.553,0.167,0.116
1741735499.460,-0.639,0.086,0.285
1741735499.460,-0.452,-0.088,0.232
1741735499.517,-0.927,-0.213,-0.297
1741735499.517,-1.096,-0.454,0.265
1741735499.517,-1.033,-0.732,0.351
1741735499.578,-1.107,-0.873,0.534
1741735499.578,-1.077,-0.561,0.099
1741735499.578,-0.950,-0.371,-0.061
1741735499.637,-0.861,-0.303,-0.267
1741735499.637,-0.821,-0.222,-0.296
1741735499.637,-0.874,-0.189,-0.082
1741735499.715,-0.898,-0.049,0.104
1741735499.715,-0.756,0.066,0.359
1741735499.715,-0.428,0.557,0.230
1741735499.760,-0.032,0.758,-0.130
1741735499.760,0.293,0.794,-0.370
1741735499.760,0.344,0.916,-0.565
1741735499.804,0.441,1.000,-0.773
1741735499.804,0.241,0.879,-0.966
1741735499.804,0.231,0.836,-1.102
1741735499.862,0.150,0.818,-1.138
1741735499.862,0.240,0.861,-1.023
1741735499.862,0.153,0.734,-0.796
1741735499.922,0.174,0.792,-0.576
1741735499.922,0.306,0.851,-0.567
1741735499.922,0.466,1.027,-0.907
1741735499.983,0.460,1.030,-1.064
1741735499.983,0.441,1.088,-0.880
1741735499.983,0.692,0.969,-0.618
1741735500.027,0.453,0.846,-0.562
1741735500.027,0.256,0.775,-0.146
1741735500.027,-0.290,0.754,-0.033
1741735500.087,-0.390,0.616,-0.454
1741735500.087,-0.433,0.506,-0.434
1741735500.087,-0.356,0.559,0.074
1741735500.147,-0.567,0.476,0.383
1741735500.147,-0.675,0.328,0.673
1741735500.147,-0.878,0.084,0.659
1741735500.192,-0.977,-0.075,0.269
1741735500.192,-1.240,-0.233,0.061
1741735500.192,-1.268,-0.334,0.054
1741735500.255,-1.303,-0.406,0.238
1741735500.255,-1.292,-0.240,0.304
1741735500.255,-1.001,-0.050,0.247
1741735500.312,-0.848,0.087,0.266
1741735500.312,-0.737,0.214,0.274
1741735500.312,-0.725,0.245,0.288
1741735500.372,-0.766,0.243,0.393
1741735500.372,-0.775,0.292,0.465
1741735500.372,-0.715,0.286,0.594
1741735500.432,-0.763,0.319,0.592
1741735500.432,-0.744,0.373,0.414
1741735500.432,-0.697,0.467,0.230
1741735500.477,-0.840,0.420,0.171
1741735500.477,-0.947,0.337,0.143
1741735500.477,-1.004,0.237,0.150
1741735500.540,-1.027,0.121,0.256
1741735500.540,-0.995,0.092,0.368
1741735500.540,-0.933,0.144,0.441
1741735500.597,-0.877,0.244,0.406
1741735500.597,-0.858,0.289,0.327
1741735500.597,-0.860,0.326,0.303
1741735500.657,-0.865,0.335,0.299
1741735500.657,-0.904,0.352,0.263
1741735500.657,-0.925,0.353,0.267
1741735500.702,-0.919,0.397,0.195
1741735500.702,-0.885,0.426,0.131
1741735500.702,-0.870,0.367,0.202
1741735500.762,-0.907,0.313,0.275
1741735500.762,-0.914,0.304,0.303
1741735500.762,-0.884,0.292,0.323
1741735500.824,-0.914,0.319,0.299
1741735500.824,-0.945,0.298,0.239
1741735500.824,-0.965,0.291,0.279
1741735500.870,-0.951,0.307,0.328
1741735500.870,-0.972,0.324,0.279
1741735500.870,-1.010,0.330,0.214
1741735500.927,-1.016,0.312,0.104
1741735500.927,-0.919,0.377,0.173
1741735500.927,-0.811,0.374,0.321
1741735500.987,-0.747,0.428,0.468
1741735500.987,-0.640,0.502,0.566
1741735500.987,-0.541,0.587,0.632
1741735501.047,-0.515,0.615,0.653
1741735501.047,-0.570,0.651,0.601
1741735501.047,-0.483,0.720,0.515
1741735501.108,-0.432,0.774,0.436
1741735501.108,-0.462,0.775,0.378
1741735501.108,-0.549,0.752,0.355
1741735501.156,-0.622,0.694,0.368
1741735501.156,-0.619,0.687,0.426
1741735501.156,-0.568,0.701,0.470
1741735501.213,-0.500,0.766,0.469
1741735501.213,-0.482,0.778,0.449
1741735501.213,-0.549,0.736,0.470
1741735501.272,-0.558,0.670,0.396
1741735501.272,-0.553,0.683,0.336
1741735501.272,-0.570,0.658,0.123
1741735501.333,-0.532,0.611,0.088
1741735501.333,-0.531,0.539,0.203
1741735501.333,-0.581,0.459,0.263
1741735501.381,-0.583,0.351,0.259
1741735501.381,-0.541,0.287,0.283
1741735501.381,-0.562,0.173,0.321
1741735501.438,-0.584,-0.042,0.252
1741735501.438,-0.572,-0.254,0.207
1741735501.438,-0.483,-0.344,0.193
1741735501.497,-0.247,-0.387,0.283
1741735501.497,-0.162,-0.780,0.256
1741735501.497,-0.700,-1.973,0.182
1741735501.558,-1.339,-1.736,-0.004
1741735501.558,-1.408,-1.642,0.137
1741735501.558,-0.715,-1.045,0.429
1741735501.622,-0.256,-0.901,0.444
1741735501.622,-0.965,-1.056,0.425
1741735501.622,-0.403,-0.931,0.114
1741735501.681,-0.150,-0.706,0.141
1741735501.681,-0.164,-0.779,0.073
1741735501.681,-0.097,-0.760,0.083
1741735501.723,-0.173,-0.711,0.159
1741735501.723,-0.252,-0.730,0.296
1741735501.723,-0.338,-0.695,0.305
1741735501.782,-0.384,-0.560,0.291
1741735501.782,-0.311,-0.595,0.254
1741735501.782,-0.117,-0.534,0.227
1741735501.844,0.102,-0.787,0.253
1741735501.844,0.575,-1.696,0.344
1741735501.844,0.615,-1.982,0.339
1741735501.903,-0.057,-1.223,0.234
1741735501.903,-0.448,-0.866,0.277
1741735501.903,-0.436,-1.055,0.280
1741735501.950,-0.290,-0.981,0.180
1741735501.950,-0.144,-0.932,0.146
1741735501.950,0.053,-0.925,0.127
1741735502.007,0.157,-0.867,0.129
1741735502.007,0.085,-0.861,0.148
1741735502.007,-0.033,-0.955,0.187
1741735502.068,-0.154,-0.967,0.207
1741735502.068,-0.120,-0.959,0.258
1741735502.068,-0.028,-0.903,0.264
1741735502.113,0.086,-0.920,0.224
1741735502.113,0.200,-0.921,0.172
1741735502.113,0.086,-0.938,0.262
1741735502.176,0.051,-0.917,0.285
1741735502.176,0.061,-0.931,0.207
1741735502.176,0.045,-0.939,0.146
1741735502.232,0.070,-0.947,0.101
1741735502.232,0.039,-0.898,0.094
1741735502.232,0.073,-0.947,0.175
1741735502.292,0.074,-0.907,0.193
1741735502.292,0.096,-0.940,0.160
1741735502.292,0.122,-0.912,0.100
1741735502.368,0.122,-0.931,0.039
1741735502.368,0.140,-0.967,-0.060
1741735502.368,0.145,-1.016,-0.128
1741735502.398,0.234,-1.014,-0.104
1741735502.398,0.318,-0.986,-0.073
1741735502.398,0.358,-0.988,-0.075
1741735502.460,0.354,-1.025,-0.096
1741735502.517,0.224,-1.004,-0.120
1741735502.517,0.239,-1.022,-0.161
1741735502.517,0.356,-1.005,-0.310
1741735502.577,0.746,-0.917,-0.390
1741735502.577,0.804,-0.859,-0.404
1741735502.577,0.393,-0.971,-0.150
1741735502.622,0.235,-1.025,-0.048
1741735502.622,0.307,-0.869,0.059
1741735502.622,0.439,-0.763,0.085
1741735502.681,0.549,-0.827,-0.009
1741735502.681,0.461,-0.857,-0.100
1741735502.681,0.332,-0.939,-0.035
1741735502.745,0.310,-0.994,0.013
1741735502.745,0.355,-0.990,0.005
1741735502.745,0.415,-0.984,0.002
1741735502.790,0.423,-0.918,-0.021
1741735502.790,0.458,-0.973,0.029
1741735502.790,0.394,-1.004,0.078
1741735502.847,0.338,-1.004,0.097
1741735502.847,0.367,-0.983,0.127
1741735502.847,0.388,-0.955,0.124
1741735502.907,0.417,-0.989,0.133
1741735502.907,0.397,-0.973,0.133
1741735502.907,0.377,-1.055,0.111
1741735502.967,0.308,-1.049,0.081
1741735502.967,0.284,-1.087,0.084
1741735502.967,0.250,-1.068,0.108
1741735503.028,0.190,-1.055,0.146
1741735503.028,0.187,-1.087,0.168
1741735503.028,0.221,-1.136,0.233
1741735503.075,0.282,-1.180,0.343
1741735503.075,0.263,-1.165,0.441
1741735503.075,0.147,-1.074,0.478
1741735503.133,0.203,-1.121,0.570
1741735503.133,0.073,-0.880,0.617
1741735503.133,0.055,-0.795,0.626
1741735503.193,-0.019,-0.602,0.581
1741735503.193,-0.002,-0.536,0.565
1741735503.193,-0.032,-0.494,0.635
1741735503.253,-0.049,-0.487,0.699
1741735503.253,-0.176,-0.292,0.664
1741735503.253,-0.244,-0.201,0.510
1741735503.329,-0.230,-0.236,0.321
1741735503.329,-0.126,-0.373,0.260
1741735503.329,-0.119,-0.362,0.226
1741735503.357,-0.080,-0.380,0.109
1741735503.357,-0.045,-0.399,-0.034
1741735503.357,0.002,-0.509,-0.108
1741735503.418,0.110,-0.704,-0.148
1741735503.418,0.453,-1.303,-0.245
1741735503.418,0.650,-1.914,-0.467
1741735503.477,0.158,-1.790,-0.611
1741735503.477,0.093,-1.747,-0.855
1741735503.477,-0.490,-1.782,-0.910
1741735503.537,-0.222,-1.718,-0.846
1741735503.537,-0.053,-1.619,-0.471
1741735503.537,-0.081,-1.323,-0.337
1741735503.586,0.235,-1.183,-0.219
1741735503.586,0.930,-1.176,0.086
1741735503.586,0.621,-1.051,0.392
1741735503.643,0.455,-1.316,0.458
1741735503.643,0.279,-1.217,0.151
1741735503.643,0.364,-1.201,0.057
1741735503.703,0.270,-1.178,0.133
1741735503.703,0.177,-1.109,0.180
1741735503.703,0.285,-1.099,0.189
1741735503.763,0.197,-1.033,0.094
1741735503.763,0.182,-1.068,0.006
1741735503.763,0.166,-0.817,-0.065
1741735503.808,0.255,-0.691,0.018
1741735503.808,0.078,-0.813,0.089
1741735503.808,-0.120,-0.961,0.189
1741735503.870,-0.299,-0.981,0.108
1741735503.870,-0.449,-0.842,0.016
1741735503.870,-0.382,-0.715,0.029
1741735503.928,-0.179,-0.685,0.082
1741735503.928,0.028,-0.686,0.084
1741735503.928,0.165,-0.664,0.105
1741735503.988,0.306,-0.709,0.144
1741735503.988,0.455,-0.764,0.174
1741735503.988,0.560,-0.795,0.184
1741735504.032,0.609,-0.823,0.206
1741735504.032,0.600,-0.853,0.239
1741735504.032,0.587,-0.972,0.302
1741735504.097,0.595,-1.088,0.362
1741735504.097,0.515,-1.158,0.401
1741735504.097,0.044,-1.416,0.872
1741735504.152,0.875,-1.028,0.657
1741735504.152,0.491,-0.861,0.658
1741735504.152,0.511,-0.824,0.509
1741735504.212,0.255,-0.856,0.288
1741735504.212,0.147,-0.884,0.113
1741735504.212,0.265,-0.813,0.055
1741735504.257,0.271,-0.925,-0.034
1741735504.257,0.159,-0.866,-0.230
1741735504.257,0.036,-1.028,-0.347
1741735504.317,0.059,-1.007,-0.479
1741735504.317,0.017,-1.089,-0.719
1741735504.317,0.144,-1.045,-0.836
1741735504.394,0.359,-0.974,-0.465
1741735504.394,0.119,-0.808,-0.462
1741735504.394,0.084,-1.031,-0.323
1741735504.437,0.216,-1.023,-0.236
1741735504.437,0.190,-0.932,-0.166
1741735504.437,0.073,-0.860,-0.129
1741735504.484,0.038,-0.925,-0.117
1741735504.484,0.131,-0.979,-0.158
1741735504.484,0.188,-0.966,-0.178
1741735504.542,0.114,-0.927,-0.161
1741735504.542,0.103,-0.944,-0.085
1741735504.542,0.137,-0.968,-0.013
1741735504.603,0.161,-0.953,-0.079
1741735504.603,0.049,-0.937,-0.478
1741735504.603,0.142,-0.835,-0.063
1741735504.665,0.281,-0.951,0.089
1741735504.665,0.203,-1.036,0.069
1741735504.665,0.115,-1.115,-0.032
1741735504.710,0.165,-1.071,-0.084
1741735504.710,0.225,-1.027,-0.052
1741735504.710,0.251,-1.005,-0.043
1741735504.782,0.205,-0.985,-0.037
1741735504.782,0.168,-0.980,-0.012
1741735504.782,0.156,-0.970,0.012
1741735504.827,0.145,-0.965,0.015
1741735504.827,0.155,-0.952,-0.002
1741735504.827,0.155,-0.945,0.001
1741735504.887,0.154,-0.946,0.001
1741735504.887,0.169,-0.964,-0.006
1741735504.887,0.168,-0.975,-0.012
1741735504.962,0.178,-0.969,-0.010
1741735504.962,0.187,-0.975,-0.021
1741735504.962,0.190,-0.971,-0.032
1741735504.995,0.184,-0.968,-0.026
1741735504.995,0.195,-0.964,-0.032
1741735504.995,0.203,-0.956,-0.050
1741735505.052,0.197,-0.962,-0.055
1741735505.052,0.208,-0.965,-0.049
1741735505.052,0.219,-0.961,-0.062
1741735505.112,0.219,-0.956,-0.067
1741735505.112,0.216,-0.954,-0.061
1741735505.112,0.224,-0.958,-0.058
1741735505.173,0.219,-0.965,-0.052
1741735505.173,0.217,-0.956,-0.049
1741735505.173,0.218,-0.960,-0.042
1741735505.233,0.216,-0.958,-0.040
1741735505.233,0.214,-0.958,-0.047
1741735505.233,0.218,-0.956,-0.036
1741735505.293,0.223,-0.961,-0.033
1741735505.293,0.216,-0.964,-0.032
1741735505.293,0.207,-0.962,-0.021
1741735505.337,0.210,-0.967,-0.020
1741735505.337,0.211,-0.958,-0.021
1741735505.337,0.212,-0.961,-0.014
1741735505.412,0.210,-0.961,-0.020
1741735505.412,0.208,-0.966,-0.023
1741735505.412,0.203,-0.962,-0.016
1741735505.457,0.199,-0.962,-0.014
1741735505.457,0.197,-0.966,-0.011
1741735505.457,0.199,-0.973,-0.012
1741735505.520,0.199,-0.961,-0.021
1741735505.520,0.200,-0.959,-0.024
1741735505.520,0.206,-0.957,-0.029
1741735505.562,0.208,-0.960,-0.030
1741735505.562,0.201,-0.963,-0.037
1741735505.562,0.200,-0.963,-0.017
1741735505.622,0.202,-0.965,-0.018
1741735505.622,0.196,-0.975,-0.020
1741735505.622,0.196,-0.964,-0.023
1741735505.682,0.207,-0.953,-0.024
1741735505.682,0.209,-0.960,-0.027
1741735505.682,0.202,-0.960,-0.027
1741735505.727,0.207,-0.972,-0.022
1741735505.727,0.196,-0.970,-0.017
1741735505.727,0.198,-0.971,-0.015
1741735505.805,0.201,-0.974,-0.014
1741735505.805,0.199,-0.970,0.000
1741735505.805,0.203,-0.972,-0.005
1741735505.847,0.194,-0.966,-0.020
1741735505.847,0.195,-0.983,-0.009
1741735505.847,0.190,-0.968,0.003
1741735505.907,0.198,-0.984,0.003
1741735505.907,0.194,-0.997,-0.003
1741735505.907,0.191,-0.985,0.005
1741735505.967,0.188,-0.965,-0.002
1741735505.967,0.193,-0.974,-0.009
1741735505.967,0.187,-0.972,0.008
1741735506.012,0.174,-0.994,-0.001
1741735506.012,0.169,-0.983,0.002
1741735506.012,0.163,-0.984,-0.004
1741735506.087,0.181,-0.995,-0.008
1741735506.087,0.163,-0.990,-0.035
1741735506.087,0.187,-1.000,-0.010
1741735506.162,0.195,-0.989,0.007
1741735506.162,0.184,-1.005,-0.007
1741735506.162,0.156,-0.982,-0.018
1741735506.177,0.172,-0.967,-0.009
1741735506.177,0.144,-0.955,-0.010
1741735506.177,0.137,-0.909,-0.019
1741735506.237,0.136,-0.927,-0.005
1741735506.237,0.090,-0.939,0.026
1741735506.237,0.036,-0.960,0.061
1741735506.297,0.024,-0.982,0.079
1741735506.297,-0.012,-0.974,0.075
1741735506.297,0.001,-0.948,0.053
1741735506.357,0.030,-0.972,0.034
1741735506.357,0.024,-0.968,0.020
1741735506.357,0.041,-0.960,-0.006
1741735506.405,0.025,-0.940,-0.017
1741735506.405,0.041,-0.955,-0.015
1741735506.405,0.029,-0.990,-0.012
1741735506.462,0.016,-0.968,-0.005
1741735506.462,0.035,-0.960,-0.007
1741735506.462,0.035,-0.964,-0.010
1741735506.522,0.035,-0.975,-0.018
1741735506.522,0.032,-0.976,-0.017
1741735506.522,0.010,-0.964,-0.020
1741735506.585,0.020,-0.972,-0.022
1741735506.585,0.021,-0.957,-0.012
1741735506.585,0.016,-0.980,-0.015
1741735506.630,0.012,-0.989,-0.003
1741735506.630,0.011,-0.976,-0.001
1741735506.630,0.002,-0.978,0.006
1741735506.687,0.028,-0.979,0.007
1741735506.687,0.019,-0.966,-0.008
1741735506.687,0.029,-0.969,-0.013
1741735506.747,0.034,-0.979,-0.011
1741735506.747,0.025,-0.987,0.003
1741735506.747,0.020,-0.980,0.010
1741735506.807,0.028,-0.971,0.003
1741735506.807,0.029,-0.974,-0.011
1741735506.807,0.028,-0.984,-0.011
1741735506.883,0.028,-0.987,-0.008
1741735506.883,0.023,-0.986,-0.005
1741735506.883,0.027,-0.972,-0.002
1741735506.915,0.037,-0.975,-0.009
1741735506.915,0.024,-0.979,-0.021
1741735506.915,0.024,-0.970,-0.019
1741735506.975,0.033,-0.977,-0.014
1741735506.975,0.022,-0.979,-0.014
1741735506.975,0.024,-0.977,-0.016
1741735507.033,0.027,-0.981,-0.019
1741735507.033,0.022,-0.974,-0.020
1741735507.033,0.030,-0.980,-0.017
1741735507.092,0.024,-0.990,-0.013
1741735507.092,0.027,-0.975,-0.016
1741735507.092,0.027,-0.978,-0.012
1741735507.152,0.022,-0.983,-0.015
1741735507.152,0.026,-0.976,-0.010
1741735507.152,0.021,-0.979,-0.015
1741735507.216,0.029,-0.976,-0.020
1741735507.216,0.028,-0.982,-0.014
1741735507.216,0.033,-0.984,-0.015
1741735507.257,0.017,-0.994,-0.012
1741735507.257,0.023,-0.969,0.009
1741735507.257,0.031,-0.982,0.022
1741735507.318,0.016,-0.993,0.002
1741735507.318,0.019,-1.001,-0.020
1741735507.318,0.016,-1.007,-0.035
1741735507.363,0.039,-1.021,-0.050
1741735507.363,0.085,-1.157,-0.037
1741735507.363,0.001,-1.058,-0.031
1741735507.425,0.008,-1.029,-0.058
1741735507.425,0.029,-1.031,-0.068
1741735507.425,0.075,-1.052,-0.012
1741735507.482,0.104,-1.047,0.004
1741735507.542,0.205,-1.255,0.292
1741735507.542,0.139,-1.191,0.379
1741735507.542,0.130,-1.117,0.435
1741735507.602,0.129,-1.016,0.534
1741735507.602,0.073,-0.812,0.566
1741735507.602,0.112,-0.692,0.564
1741735507.647,0.125,-0.626,0.525
1741735507.647,0.106,-0.580,0.468
1741735507.647,0.065,-0.543,0.382
1741735507.710,0.027,-0.496,0.271
1741735507.710,0.033,-0.516,0.181
1741735507.710,0.086,-0.580,0.087
1741735507.767,-0.028,-0.742,-0.003
1741735507.767,-0.093,-0.992,-0.049
1741735507.767,0.104,-1.239,-0.081
