timestamps,X,Y,Z
1741735484.908,-0.158,0.020,-0.975
1741735484.908,-0.159,0.024,-0.978
1741735484.952,-0.162,0.016,-0.972
1741735484.952,-0.156,0.023,-0.977
1741735484.952,-0.157,0.020,-0.979
1741735485.017,-0.154,0.017,-0.979
1741735485.017,-0.160,0.022,-0.976
1741735485.017,-0.159,0.020,-0.975
1741735485.073,-0.157,0.018,-0.977
1741735485.073,-0.161,0.018,-0.979
1741735485.073,-0.158,0.017,-0.979
1741735485.133,-0.155,0.016,-0.977
1741735485.133,-0.160,0.019,-0.978
1741735485.133,-0.158,0.016,-0.975
1741735485.177,-0.161,0.018,-0.977
1741735485.177,-0.161,0.019,-0.979
1741735485.177,-0.157,0.021,-0.976
1741735485.237,-0.160,0.020,-0.976
1741735485.237,-0.160,0.016,-0.976
1741735485.237,-0.159,0.018,-0.983
1741735485.301,-0.157,0.022,-0.978
1741735485.301,-0.160,0.018,-0.979
1741735485.301,-0.156,0.021,-0.979
1741735485.345,-0.159,0.017,-0.978
1741735485.345,-0.161,0.017,-0.983
1741735485.345,-0.156,0.021,-0.978
1741735485.402,-0.161,0.018,-0.978
1741735485.402,-0.158,0.022,-0.982
1741735485.402,-0.158,0.026,-0.976
1741735485.462,-0.157,0.022,-0.979
1741735485.462,-0.158,0.018,-0.979
1741735485.462,-0.160,0.023,-0.980
1741735485.522,-0.154,0.020,-0.976
1741735485.522,-0.159,0.023,-0.984
1741735485.522,-0.159,0.019,-0.979
1741735485.583,-0.157,0.022,-0.976
1741735485.583,-0.156,0.019,-0.980
1741735485.583,-0.157,0.019,-0.979
1741735485.629,-0.160,0.018,-0.979
1741735485.629,-0.156,0.020,-0.978
1741735485.629,-0.157,0.015,-0.975
1741735485.687,-0.157,0.018,-0.978
1741735485.687,-0.160,0.020,-0.979
1741735485.687,-0.156,0.019,-0.979
1741735485.747,-0.159,0.017,-0.975
1741735485.747,-0.158,0.020,-0.980
1741735485.747,-0.154,0.024,-0.977
1741735485.807,-0.157,0.022,-0.976
1741735485.807,-0.161,0.016,-0.974
1741735485.807,-0.159,0.020,-0.975
1741735485.868,-0.157,0.021,-0.979
1741735485.868,-0.159,0.022,-0.977
1741735485.868,-0.159,0.021,-0.978
1741735485.912,-0.157,0.018,-0.976
1741735485.912,-0.156,0.018,-0.981
1741735485.912,-0.161,0.020,-0.980
1741735485.973,-0.156,0.017,-0.975
1741735485.973,-0.158,0.020,-0.977
1741735485.973,-0.157,0.020,-0.978
1741735486.032,-0.159,0.017,-0.979
1741735486.032,-0.155,0.021,-0.984
1741735486.032,-0.162,0.023,-0.980
1741735486.093,-0.158,0.019,-0.979
1741735486.093,-0.160,0.022,-0.977
1741735486.093,-0.160,0.019,-0.976
1741735486.140,-0.157,0.022,-0.980
1741735486.140,-0.156,0.018,-0.976
1741735486.140,-0.159,0.019,-0.976
1741735486.197,-0.158,0.018,-0.978
1741735486.197,-0.156,0.022,-0.978
1741735486.197,-0.158,0.020,-0.976
1741735486.257,-0.154,0.022,-0.982
1741735486.257,-0.156,0.019,-0.978
1741735486.257,-0.157,0.022,-0.978
1741735486.319,-0.153,0.020,-0.979
1741735486.319,-0.158,0.019,-0.982
1741735486.319,-0.156,0.021,-0.975
1741735486.378,-0.159,0.019,-0.978
1741735486.378,-0.156,0.017,-0.979
1741735486.378,-0.157,0.022,-0.979
1741735486.437,-0.156,0.018,-0.982
1741735486.437,-0.159,0.017,-0.979
1741735486.437,-0.157,0.022,-0.976
1741735486.483,-0.161,0.018,-0.976
1741735486.483,-0.160,0.020,-0.976
1741735486.483,-0.161,0.021,-0.978
1741735486.542,-0.159,0.018,-0.979
1741735486.542,-0.157,0.021,-0.977
1741735486.542,-0.159,0.021,-0.979
1741735486.588,-0.158,0.017,-0.976
1741735486.588,-0.156,0.017,-0.977
1741735486.588,-0.159,0.020,-0.979
1741735486.666,-0.156,0.021,-0.981
1741735486.666,-0.158,0.015,-0.978
1741735486.666,-0.156,0.024,-0.982
1741735486.707,-0.159,0.018,-0.977
1741735486.707,-0.158,0.017,-0.977
1741735486.707,-0.162,0.020,-0.980
1741735486.768,-0.159,0.020,-0.980
1741735486.768,-0.160,0.023,-0.978
1741735486.768,-0.161,0.024,-0.974
1741735486.813,-0.160,0.019,-0.979
1741735486.813,-0.158,0.018,-0.981
1741735486.813,-0.155,0.020,-0.978
1741735486.873,-0.160,0.019,-0.977
1741735486.873,-0.163,0.015,-0.978
1741735486.873,-0.159,0.016,-0.979
1741735486.936,-0.157,0.021,-0.981
1741735486.936,-0.157,0.025,-0.979
1741735486.936,-0.159,0.016,-0.978
1741735486.995,-0.152,0.019,-0.978
1741735486.995,-0.155,0.022,-0.977
1741735486.995,-0.160,0.017,-0.976
1741735487.053,-0.157,0.025,-0.979
1741735487.053,-0.157,0.023,-0.977
1741735487.053,-0.159,0.020,-0.980
1741735487.098,-0.159,0.018,-0.977
1741735487.098,-0.160,0.021,-0.977
1741735487.098,-0.157,0.018,-0.977
1741735487.158,-0.157,0.019,-0.975
1741735487.158,-0.159,0.015,-0.978
1741735487.158,-0.159,0.019,-0.979
1741735487.220,-0.155,0.019,-0.979
1741735487.220,-0.158,0.019,-0.980
1741735487.220,-0.159,0.021,-0.981
1741735487.265,-0.158,0.017,-0.979
1741735487.265,-0.157,0.015,-0.979
1741735487.265,-0.156,0.017,-0.978
1741735487.323,-0.159,0.019,-0.976
1741735487.323,-0.157,0.021,-0.979
1741735487.323,-0.161,0.023,-0.981
1741735487.382,-0.157,0.020,-0.976
1741735487.442,-0.156,0.020,-0.976
1741735487.442,-0.156,0.023,-0.976
1741735487.442,-0.158,0.020,-0.976
1741735487.505,-0.156,0.022,-0.976
1741735487.505,-0.159,0.021,-0.976
1741735487.505,-0.159,0.019,-0.983
1741735487.551,-0.159,0.019,-0.982
1741735487.551,-0.161,0.021,-0.979
1741735487.551,-0.158,0.020,-0.972
1741735487.608,-0.156,0.018,-0.978
1741735487.608,-0.156,0.020,-0.981
1741735487.608,-0.159,0.021,-0.977
1741735487.667,-0.153,0.017,-0.982
1741735487.667,-0.159,0.020,-0.980
1741735487.667,-0.158,0.018,-0.978
1741735487.727,-0.156,0.022,-0.980
1741735487.727,-0.157,0.018,-0.977
1741735487.727,-0.155,0.016,-0.979
1741735487.789,-0.157,0.018,-0.977
1741735487.789,-0.156,0.022,-0.977
1741735487.789,-0.161,0.020,-0.979
1741735487.832,-0.159,0.020,-0.977
1741735487.832,-0.158,0.018,-0.980
1741735487.832,-0.159,0.019,-0.976
1741735487.893,-0.157,0.021,-0.978
1741735487.893,-0.158,0.016,-0.976
1741735487.893,-0.158,0.021,-0.979
1741735487.954,-0.154,0.022,-0.981
1741735487.954,-0.159,0.021,-0.977
1741735487.954,-0.158,0.018,-0.974
1741735488.013,-0.161,0.019,-0.979
1741735488.013,-0.160,0.021,-0.976
1741735488.013,-0.160,0.020,-0.980
1741735488.062,-0.157,0.023,-0.980
1741735488.062,-0.158,0.020,-0.980
1741735488.062,-0.158,0.021,-0.980
1741735488.117,-0.157,0.017,-0.977
1741735488.117,-0.157,0.021,-0.979
1741735488.117,-0.158,0.017,-0.982
1741735488.177,-0.159,0.019,-0.982
1741735488.177,-0.158,0.018,-0.976
1741735488.177,-0.158,0.019,-0.975
1741735488.237,-0.160,0.020,-0.977
1741735488.237,-0.156,0.016,-0.972
1741735488.237,-0.160,0.018,-0.982
1741735488.283,-0.156,0.022,-0.979
1741735488.283,-0.158,0.018,-0.978
1741735488.283,-0.160,0.024,-0.978
1741735488.346,-0.155,0.018,-0.981
1741735488.346,-0.158,0.020,-0.980
1741735488.346,-0.157,0.017,-0.980
1741735488.405,-0.157,0.019,-0.980
1741735488.405,-0.157,0.018,-0.974
1741735488.405,-0.155,0.022,-0.979
1741735488.462,-0.160,0.020,-0.977
1741735488.462,-0.158,0.021,-0.977
1741735488.462,-0.158,0.021,-0.977
1741735488.508,-0.163,0.015,-0.978
1741735488.508,-0.158,0.013,-0.981
1741735488.508,-0.157,0.018,-0.977
1741735488.568,-0.155,0.020,-0.978
1741735488.568,-0.156,0.017,-0.979
1741735488.568,-0.163,0.019,-0.979
1741735488.643,-0.157,0.020,-0.975
1741735488.643,-0.160,0.019,-0.980
1741735488.643,-0.154,0.022,-0.974
1741735488.689,-0.158,0.017,-0.977
1741735488.689,-0.155,0.019,-0.976
1741735488.689,-0.156,0.017,-0.977
1741735488.732,-0.154,0.020,-0.977
1741735488.732,-0.158,0.023,-0.981
1741735488.732,-0.155,0.018,-0.977
1741735488.792,-0.158,0.020,-0.978
1741735488.792,-0.158,0.019,-0.976
1741735488.792,-0.159,0.023,-0.976
1741735488.852,-0.159,0.022,-0.978
1741735488.852,-0.158,0.018,-0.977
1741735488.852,-0.155,0.015,-0.977
1741735488.913,-0.160,0.020,-0.981
1741735488.913,-0.157,0.019,-0.978
1741735488.913,-0.160,0.022,-0.975
1741735488.973,-0.155,0.020,-0.986
1741735488.973,-0.157,0.022,-0.977
1741735488.973,-0.158,0.019,-0.975
1741735489.017,-0.159,0.017,-0.981
1741735489.017,-0.157,0.017,-0.973
1741735489.017,-0.157,0.020,-0.978
1741735489.078,-0.156,0.024,-0.979
1741735489.078,-0.160,0.021,-0.976
1741735489.078,-0.159,0.020,-0.976
1741735489.156,-0.159,0.017,-0.977
1741735489.156,-0.157,0.019,-0.976
1741735489.156,-0.160,0.020,-0.978
1741735489.186,-0.155,0.022,-0.978
1741735489.186,-0.157,0.020,-0.979
1741735489.186,-0.158,0.018,-0.977
1741735489.243,-0.162,0.016,-0.979
1741735489.243,-0.159,0.019,-0.979
1741735489.243,-0.158,0.020,-0.976
1741735489.302,-0.157,0.018,-0.980
1741735489.302,-0.159,0.020,-0.974
1741735489.302,-0.159,0.023,-0.978
1741735489.362,-0.161,0.017,-0.979
1741735489.362,-0.157,0.021,-0.979
1741735489.362,-0.158,0.020,-0.977
1741735489.426,-0.158,0.018,-0.979
1741735489.426,-0.159,0.015,-0.977
1741735489.426,-0.156,0.022,-0.980
1741735489.471,-0.159,0.016,-0.978
1741735489.471,-0.158,0.019,-0.973
1741735489.471,-0.157,0.022,-0.978
1741735489.528,-0.161,0.021,-0.976
1741735489.528,-0.160,0.017,-0.976
1741735489.528,-0.161,0.019,-0.978
1741735489.587,-0.155,0.024,-0.978
1741735489.587,-0.158,0.022,-0.976
1741735489.587,-0.153,0.019,-0.977
1741735489.649,-0.156,0.021,-0.977
1741735489.649,-0.156,0.023,-0.977
1741735489.649,-0.157,0.021,-0.976
1741735489.707,-0.158,0.019,-0.978
1741735489.707,-0.158,0.013,-0.976
1741735489.707,-0.160,0.018,-0.981
1741735489.755,-0.159,0.020,-0.976
1741735489.755,-0.160,0.019,-0.979
1741735489.755,-0.157,0.019,-0.976
1741735489.814,-0.157,0.021,-0.978
1741735489.814,-0.155,0.018,-0.979
1741735489.814,-0.160,0.020,-0.978
1741735489.873,-0.159,0.017,-0.977
1741735489.873,-0.154,0.021,-0.977
1741735489.873,-0.158,0.023,-0.977
1741735489.935,-0.156,0.020,-0.976
1741735489.935,-0.156,0.020,-0.980
1741735489.935,-0.155,0.021,-0.982
1741735489.981,-0.158,0.021,-0.977
1741735489.981,-0.159,0.019,-0.977
1741735489.981,-0.161,0.024,-0.976
1741735490.037,-0.158,0.019,-0.977
1741735490.037,-0.161,0.019,-0.978
1741735490.037,-0.157,0.019,-0.976
1741735490.097,-0.157,0.020,-0.977
1741735490.097,-0.159,0.018,-0.979
1741735490.097,-0.159,0.022,-0.979
1741735490.158,-0.160,0.019,-0.979
1741735490.158,-0.158,0.019,-0.981
1741735490.158,-0.160,0.021,-0.982
1741735490.202,-0.157,0.022,-0.976
1741735490.202,-0.160,0.021,-0.980
1741735490.202,-0.159,0.019,-0.982
1741735490.266,-0.160,0.019,-0.980
1741735490.266,-0.157,0.019,-0.979
1741735490.266,-0.158,0.022,-0.979
1741735490.322,-0.159,0.021,-0.981
1741735490.322,-0.160,0.018,-0.974
1741735490.322,-0.157,0.018,-0.978
1741735490.382,-0.160,0.020,-0.976
1741735490.382,-0.159,0.021,-0.979
1741735490.382,-0.157,0.019,-0.978
1741735490.427,-0.160,0.019,-0.982
1741735490.427,-0.153,0.021,-0.978
1741735490.427,-0.159,0.021,-0.979
1741735490.488,-0.158,0.023,-0.985
1741735490.488,-0.157,0.022,-0.978
1741735490.488,-0.157,0.021,-0.975
1741735490.549,-0.158,0.021,-0.980
1741735490.549,-0.158,0.017,-0.980
1741735490.549,-0.158,0.021,-0.975
1741735490.622,-0.157,0.019,-0.978
1741735490.622,-0.160,0.016,-0.979
1741735490.622,-0.160,0.014,-0.976
1741735490.652,-0.158,0.016,-0.977
1741735490.652,-0.154,0.019,-0.975
1741735490.652,-0.160,0.021,-0.977
1741735490.713,-0.158,0.023,-0.975
1741735490.713,-0.153,0.019,-0.978
1741735490.713,-0.160,0.023,-0.976
1741735490.772,-0.160,0.019,-0.980
1741735490.772,-0.154,0.020,-0.975
1741735490.772,-0.156,0.019,-0.981
1741735490.847,-0.155,0.016,-0.979
1741735490.847,-0.160,0.024,-0.979
1741735490.847,-0.158,0.022,-0.982
1741735490.880,-0.160,0.016,-0.979
1741735490.880,-0.160,0.021,-0.977
1741735490.880,-0.160,0.018,-0.974
1741735490.938,-0.157,0.021,-0.981
1741735490.938,-0.155,0.018,-0.980
1741735490.938,-0.156,0.021,-0.982
1741735490.998,-0.157,0.023,-0.977
1741735490.998,-0.157,0.021,-0.978
1741735490.998,-0.160,0.018,-0.977
1741735491.058,-0.160,0.019,-0.978
1741735491.058,-0.161,0.022,-0.979
1741735491.058,-0.162,0.015,-0.979
1741735491.120,-0.162,0.020,-0.979
1741735491.120,-0.156,0.021,-0.979
1741735491.120,-0.155,0.017,-0.982
1741735491.163,-0.158,0.021,-0.974
1741735491.163,-0.160,0.021,-0.975
1741735491.163,-0.158,0.021,-0.978
1741735491.223,-0.157,0.020,-0.979
1741735491.223,-0.156,0.017,-0.977
1741735491.223,-0.161,0.022,-0.978
1741735491.283,-0.160,0.020,-0.976
1741735491.283,-0.156,0.017,-0.975
1741735491.283,-0.158,0.019,-0.979
1741735491.344,-0.157,0.017,-0.978
1741735491.344,-0.158,0.019,-0.977
1741735491.344,-0.159,0.017,-0.977
1741735491.391,-0.156,0.021,-0.979
1741735491.391,-0.160,0.024,-0.979
1741735491.391,-0.161,0.022,-0.979
1741735491.448,-0.161,0.021,-0.982
1741735491.448,-0.157,0.017,-0.978
1741735491.448,-0.156,0.017,-0.980
1741735491.508,-0.155,0.020,-0.978
1741735491.508,-0.160,0.017,-0.976
1741735491.508,-0.162,0.021,-0.977
1741735491.568,-0.156,0.021,-0.979
1741735491.568,-0.159,0.023,-0.978
1741735491.568,-0.160,0.021,-0.979
1741735491.629,-0.156,0.024,-0.979
1741735491.629,-0.158,0.017,-0.982
1741735491.629,-0.158,0.020,-0.978
1741735491.675,-0.157,0.019,-0.978
1741735491.675,-0.157,0.025,-0.976
1741735491.675,-0.156,0.022,-0.978
1741735491.733,-0.158,0.022,-0.981
1741735491.733,-0.156,0.018,-0.978
1741735491.733,-0.159,0.019,-0.977
1741735491.792,-0.158,0.016,-0.976
1741735491.792,-0.156,0.019,-0.978
1741735491.792,-0.158,0.018,-0.976
1741735491.838,-0.158,0.020,-0.981
1741735491.838,-0.157,0.022,-0.978
1741735491.838,-0.159,0.017,-0.976
1741735491.913,-0.161,0.019,-0.978
1741735491.913,-0.158,0.021,-0.977
1741735491.913,-0.159,0.020,-0.979
1741735491.958,-0.157,0.017,-0.977
1741735491.958,-0.157,0.022,-0.978
1741735491.958,-0.156,0.018,-0.979
1741735492.017,-0.159,0.022,-0.980
1741735492.017,-0.159,0.018,-0.978
1741735492.017,-0.157,0.024,-0.982
1741735492.065,-0.157,0.019,-0.979
1741735492.065,-0.156,0.019,-0.977
1741735492.065,-0.156,0.021,-0.976
1741735492.123,-0.155,0.019,-0.977
1741735492.123,-0.161,0.000,-0.975
1741735492.123,-0.156,0.023,-0.980
1741735492.186,-0.156,0.020,-0.978
1741735492.186,-0.158,0.024,-0.976
1741735492.186,-0.155,0.019,-0.977
1741735492.246,-0.154,0.021,-0.978
1741735492.246,-0.160,0.021,-0.980
1741735492.246,-0.159,0.018,-0.978
1741735492.302,-0.155,0.019,-0.977
1741735492.302,-0.156,0.021,-0.977
1741735492.302,-0.159,0.024,-0.977
1741735492.348,-0.158,0.023,-0.977
1741735492.348,-0.160,0.019,-0.975
1741735492.348,-0.157,0.022,-0.978
1741735492.407,-0.162,0.019,-0.978
1741735492.472,-0.157,0.021,-0.978
1741735492.472,-0.156,0.016,-0.977
1741735492.472,-0.158,0.023,-0.975
1741735492.517,-0.159,0.021,-0.981
1741735492.517,-0.157,0.017,-0.976
1741735492.517,-0.156,0.020,-0.979
1741735492.576,-0.161,0.020,-0.982
1741735492.576,-0.158,0.018,-0.977
1741735492.576,-0.160,0.021,-0.976
1741735492.632,-0.160,0.021,-0.976
1741735492.632,-0.157,0.019,-0.976
1741735492.632,-0.156,0.014,-0.979
1741735492.692,-0.157,0.018,-0.978
1741735492.692,-0.157,0.021,-0.977
1741735492.692,-0.160,0.020,-0.980
1741735492.756,-0.158,0.022,-0.982
1741735492.756,-0.156,0.020,-0.977
1741735492.756,-0.159,0.019,-0.980
1741735492.813,-0.157,0.018,-0.977
1741735492.813,-0.157,0.018,-0.975
1741735492.813,-0.159,0.020,-0.979
1741735492.858,-0.158,0.021,-0.974
1741735492.858,-0.158,0.017,-0.978
1741735492.858,-0.158,0.020,-0.975
1741735492.918,-0.159,0.024,-0.978
1741735492.918,-0.160,0.017,-0.977
1741735492.918,-0.157,0.016,-0.977
1741735492.978,-0.160,0.019,-0.979
1741735492.978,-0.159,0.023,-0.978
1741735492.978,-0.157,0.018,-0.981
1741735493.026,-0.156,0.017,-0.976
1741735493.026,-0.158,0.020,-0.978
1741735493.026,-0.159,0.017,-0.977
1741735493.083,-0.156,0.020,-0.979
1741735493.083,-0.158,0.017,-0.977
1741735493.083,-0.156,0.022,-0.976
1741735493.142,-0.158,0.022,-0.980
1741735493.142,-0.156,0.020,-0.978
1741735493.142,-0.158,0.016,-0.978
1741735493.203,-0.161,0.016,-0.978
1741735493.203,-0.161,0.021,-0.977
1741735493.203,-0.154,0.021,-0.979
1741735493.263,-0.158,0.018,-0.979
1741735493.263,-0.159,0.019,-0.977
1741735493.263,-0.158,0.022,-0.976
1741735493.325,-0.157,0.021,-0.978
1741735493.325,-0.159,0.018,-0.980
1741735493.325,-0.158,0.020,-0.979
1741735493.371,-0.157,0.021,-0.980
1741735493.371,-0.158,0.022,-0.979
1741735493.371,-0.159,0.019,-0.977
1741735493.428,-0.155,0.024,-0.980
1741735493.428,-0.158,0.024,-0.977
1741735493.428,-0.158,0.020,-0.977
1741735493.488,-0.159,0.019,-0.978
1741735493.488,-0.158,0.019,-0.975
1741735493.488,-0.158,0.020,-0.981
1741735493.533,-0.157,0.022,-0.977
1741735493.533,-0.155,0.023,-0.980
1741735493.533,-0.158,0.023,-0.977
1741735493.596,-0.154,0.020,-0.977
1741735493.596,-0.158,0.013,-0.979
1741735493.596,-0.156,0.019,-0.977
1741735493.652,-0.160,0.021,-0.978
1741735493.652,-0.159,0.021,-0.980
1741735493.652,-0.153,0.018,-0.977
1741735493.713,-0.158,0.018,-0.981
1741735493.713,-0.156,0.018,-0.977
1741735493.713,-0.159,0.019,-0.979
1741735493.757,-0.157,0.018,-0.978
1741735493.757,-0.156,0.018,-0.977
1741735493.757,-0.160,0.017,-0.977
1741735493.817,-0.160,0.019,-0.978
1741735493.817,-0.159,0.019,-0.975
1741735493.817,-0.159,0.021,-0.976
1741735493.879,-0.160,0.021,-0.979
1741735493.879,-0.157,0.019,-0.979
1741735493.879,-0.155,0.019,-0.979
1741735493.937,-0.157,0.022,-0.979
1741735493.937,-0.155,0.023,-0.980
1741735493.937,-0.157,0.018,-0.981
1741735493.982,-0.157,0.020,-0.980
1741735493.982,-0.156,0.019,-0.977
1741735493.982,-0.159,0.021,-0.978
1741735494.043,-0.154,0.022,-0.979
1741735494.043,-0.156,0.017,-0.976
1741735494.043,-0.158,0.022,-0.976
1741735494.107,-0.161,0.023,-0.974
1741735494.107,-0.160,0.022,-0.978
1741735494.107,-0.157,0.021,-0.982
1741735494.162,-0.158,0.022,-0.984
1741735494.162,-0.157,0.020,-0.978
1741735494.162,-0.158,0.021,-0.977
1741735494.223,-0.159,0.019,-0.975
1741735494.223,-0.159,0.026,-0.975
1741735494.223,-0.157,0.020,-0.979
1741735494.268,-0.158,0.023,-0.977
1741735494.268,-0.158,0.020,-0.978
1741735494.268,-0.157,0.018,-0.976
1741735494.328,-0.156,0.018,-0.977
1741735494.328,-0.157,0.023,-0.977
1741735494.328,-0.159,0.022,-0.977
1741735494.391,-0.158,0.017,-0.981
1741735494.391,-0.158,0.020,-0.980
1741735494.391,-0.159,0.017,-0.980
1741735494.435,-0.157,0.019,-0.978
1741735494.435,-0.154,0.027,-0.973
1741735494.435,-0.158,0.017,-0.982
1741735494.492,-0.162,0.021,-0.974
1741735494.492,-0.159,0.020,-0.976
1741735494.492,-0.157,0.020,-0.984
1741735494.553,-0.156,0.018,-0.977
1741735494.553,-0.159,0.019,-0.979
1741735494.553,-0.155,0.018,-0.980
1741735494.614,-0.157,0.018,-0.974
1741735494.614,-0.160,0.020,-0.983
1741735494.614,-0.155,0.019,-0.983
1741735494.676,-0.157,0.020,-0.979
1741735494.676,-0.157,0.016,-0.982
1741735494.676,-0.158,0.019,-0.976
1741735494.736,-0.158,0.020,-0.977
1741735494.736,-0.156,0.019,-0.976
1741735494.736,-0.158,0.021,-0.976
1741735494.778,-0.155,0.022,-0.981
1741735494.778,-0.156,0.021,-0.980
1741735494.778,-0.155,0.020,-0.981
1741735494.838,-0.162,0.022,-0.978
1741735494.838,-0.159,0.021,-0.980
1741735494.838,-0.159,0.020,-0.975
1741735494.898,-0.159,0.018,-0.978
1741735494.898,-0.159,0.020,-0.979
1741735494.898,-0.159,0.023,-0.981
1741735494.947,-0.155,0.022,-0.981
1741735494.947,-0.158,0.016,-0.976
